Documento,Orden,Etiqueta,EtiquetaPerso,Codigo,version,camponuevo,etiquetanueva
Expedientes,0,Teléfono2AbogadoContrario3EXPED,Teléfono2AbogadoContrario3EXPED,612,,abogcont_telefono2__3,Abogados_Contrarios_Telefono2
Comunes,9,EmailClientePropioEXPED,EmailClientePropioEXPED,291,,,
Expedientes,0,ClienteContrario4EXPED,ClienteContrario4EXPED,81,,cliecont_snombreclicon__4,Contrarios_Nombre
Expedientes,0,Colaborador3EXPED,Colaborador3EXPED,88,,colabora_snombrecol__3,Colaboradores_Nombre
Expedientes,0,DirecciónAbogadoContrarioEXPED,DirecciónAbogadoContrarioEXPED,123,,abogcont_sdomicilioabo__1,Abogados_Contrarios_Domicilio
Expedientes,0,DirecciónColaboradorEXPED,DirecciónColaboradorEXPED,132,,colabora_sdomiciliocol__1,Colaboradores_Domicilio
Expedientes,0,ProvinciaColaborador2EXPED,ProvinciaColaborador2EXPED,208,,colabora_sprovinciacol__2,Colaboradores_Provincia
Expedientes,0,Teléfono2ColaboradorEXPED,Teléfono2ColaboradorEXPED,642,,colabora_telefono2__1,Colaboradores_Telefono2
Comunes,12,ProcuradorPropioEXPED,ProcuradorPropioEXPED,195,,,
Expedientes,1,Perso6EXPED,Perso6EXPED,695,,expedien_perso6,General_Expedientes_Perso6
Comunes,25,FechaAltaEXPED,FechaAltaEXPED,145,,,
Expedientes,0,CPostalProcuradorContrario2EXPED,CPostalProcuradorContrario2EXPED,111,,proccont_scodpostalpro__2,Procuradores_Contrarios_Codigo_Postal
Expedientes,0,ClienteContrarioEXPED,ClienteContrarioEXPED,82,,cliecont_snombreclicon__1,Contrarios_Nombre
Expedientes,0,CPostalAbogadoContrario2EXPED,CPostalAbogadoContrario2EXPED,91,,abogcont_scodpostalabo__2,Abogados_Contrarios_Codigo_Postal
Expedientes,0,CuantíaEXPED,CuantíaEXPED,119,,expedien_fcuantia,General_Expedientes_Cuantía
Expedientes,0,DirecciónClienteContrarioEXPED,DirecciónClienteContrarioEXPED,124,,cliecont_domicilio__1,Contrarios_Domicilio
Expedientes,0,DirecciónColaborador2EXPED,DirecciónColaborador2EXPED,129,,colabora_sdomiciliocol__2,Colaboradores_Domicilio
Expedientes,0,DirecciónProcuradorPropioEXPED,DirecciónProcuradorPropioEXPED,276,,procpro_sdomiciliopro__1,Procuradores_Propios_Domicilio
Expedientes,0,FaxAbogadoContrario3EXPED,FaxAbogadoContrario3EXPED,397,,abogcont_sfaxabo__3,Abogados_Contrarios_Fax
Expedientes,0,NifClientePropio3EXPED,NifClientePropio3EXPED,152,,clientes_snifcli__3,Clientes_NIF/CIF
Expedientes,0,ObservacionSegur4EXPED,ObservacionSegur4EXPED,741,,seguros_observaciones__4,Seguros_Observaciones
Expedientes,0,PagWebClienteContrarioEXPED,PagWebClienteContrarioEXPED,620,,cliecont_pagweb__1,Contrarios_Pagina_Web
Expedientes,0,PagWebColaborador2EXPED,PagWebColaborador2EXPED,647,,colabora_pagweb__2,Colaboradores_Pagina_Web
Comunes,11,AbogadoContrarioEXPED,AbogadoContrarioEXPED,75,,abogcont_snombreabo__1,Abogados_Contrarios_Nombre
Expedientes,0,ProcuradorPropio3EXPED,ProcuradorPropio3EXPED,193,,procpro_snombrepro__3,Procuradores_Propios_Nombre
Expedientes,0,ProvinciaClienteContrario2EXPED,ProvinciaClienteContrario2EXPED,200,,cliecont_provincia__2,Contrarios_Provincia
Expedientes,0,Teléfono2ProcuradorPropio4EXPED,Teléfono2ProcuradorPropio4EXPED,687,,procpro_telefono2__4,Procuradores_Propios_Telefono2
Expedientes,0,Teléfono3AbogadoContrario3EXPED,Teléfono3AbogadoContrario3EXPED,613,,abogcont_telefono3__3,Abogados_Contrarios_Telefono3
Expedientes,0,TeléfonoClienteContrario4EXPED,TeléfonoClienteContrario4EXPED,354,,cliecont_telefono__4,Contrarios_Telefono1
Expedientes,0,TeléfonoColaborador2EXPED,TeléfonoColaborador2EXPED,360,,colabora_stelefonocol__2,Colaboradores_Telefono1
Expedientes,1,PersoNum2EXPED,PersoNum2EXPED,704,,expedien_personum2,General_Expedientes_PersoNum2
Expedientes,0,Núm.Asunto3EXPED,Núm.Asunto3EXPED,466,,,
Expedientes,0,PoblaciónClientePropio3EXPED,PoblaciónClientePropio3EXPED,168,,clientes_spoblacioncli__3,Clientes_Poblacion
Expedientes,0,PoblaciónProcuradorPropio4EXPED,PoblaciónProcuradorPropio4EXPED,186,,procpro_spoblacionpro__4,Procuradores_Propios_Poblacion
Expedientes,0,ProcuradorContrarioEXPED,ProcuradorContrarioEXPED,191,,proccont_snombrepro__1,Procuradores_Contrarios_Nombre
Expedientes,0,ProvinciaClienteContrario3EXPED,ProvinciaClienteContrario3EXPED,201,,cliecont_provincia__3,Contrarios_Provincia
Expedientes,0,SaldoExpedienteEXPED,SaldoExpedienteEXPED,430,,expedien_ftotaleuro,General_Expedientes_Saldo
Comunes,19,Núm.AsuntoEXPED,Núm.AsuntoEXPED,155,,,
Expedientes,0,CPostalProcuradorContrario3EXPED,CPostalProcuradorContrario3EXPED,112,,proccont_scodpostalpro__3,Procuradores_Contrarios_Codigo_Postal
Expedientes,0,FechaAltaEXPED,FechaAltaEXPED,145,,expedien_dfechaalta,General_Expedientes_Fecha_de_Alta
Expedientes,0,Teléfono3ClientePropioEXPED,Teléfono3ClientePropioEXPED,631,,clientes_telefono3__1,Clientes_Telefono_3
Expedientes,0,Teléfono3ProcuradorContrario3EXPED,Teléfono3ProcuradorContrario3EXPED,673,,proccont_telefono3__3,Procuradores_Contrarios_Telefono3
Comunes,6,MovilClientePropioEXPED,MovilClientePropioEXPED,526,,,
Expedientes,0,Núm.AsuntoEXPED,Núm.AsuntoEXPED,155,,expedien_snumasunto,General_Expedientes_Núm_Asunto
Expedientes,0,NumPoliza4EXPED,NumPoliza4EXPED,552,,seguros_numpoliza__4,Seguros_Número_Póliza
Expedientes,0,MovilAbogadoContrario3EXPED,MovilAbogadoContrario3EXPED,516,,abogcont_smovilabo__3,Abogados_Contrarios_Movil
Expedientes,0,MovilClienteContrarioEXPED,MovilClienteContrarioEXPED,522,,cliecont_movil__1,Contrarios_Movil
Expedientes,0,CPostalColaborador4EXPED,CPostalColaborador4EXPED,105,,colabora_scodpostalcol__4,Colaboradores_Codigo_Postal
Expedientes,0,CPostalProcuradorPropio2EXPED,CPostalProcuradorPropio2EXPED,269,,procpro_scodpostalpro__2,Procuradores_Propios_Codigo_Postal
Expedientes,0,DirecciónClientePropio4EXPED,DirecciónClientePropio4EXPED,127,,clientes_sdomiciliocli__4,Clientes_Domicilio
Expedientes,0,DirecciónJuzgado3EXPED,DirecciónJuzgado3EXPED,480,,juzgado_direccion__3,Juzgados_Direccion
Comunes,3,PoblaciónClientePropioEXPED,PoblaciónClientePropioEXPED,170,,,
Expedientes,0,Cía.Seguros4EXPED,Cía.Seguros4EXPED,561,,seguros_ciaseguros__4,Seguros_Compañía_Seguros
Expedientes,0,DescripcionCuentasEXPED,DescripcionCuentasEXPED,435,,cuenexpe_sDescripcion,Cuentas_Descripcion
Expedientes,0,EmailClienteContrario2EXPED,EmailClienteContrario2EXPED,288,,cliecont_email__2,Contrarios_Correo_Electronico
Expedientes,0,FaxClienteContrario4EXPED,FaxClienteContrario4EXPED,406,,cliecont_fax__4,Contrarios_Fax
Expedientes,0,ImporteCuentasEXPED,ImporteCuentasEXPED,436,,,
Expedientes,0,MovilProcuradorContrario3EXPED,MovilProcuradorContrario3EXPED,532,,proccont_snifpro__3,Procuradores_Contrarios_NIF/CIF
Expedientes,0,NifClientePropio2EXPED,NifClientePropio2EXPED,151,,clientes_snifcli__2,Clientes_NIF/CIF
Expedientes,0,PagWebAbogadoContrario3EXPED,PagWebAbogadoContrario3EXPED,614,,abogcont_pagweb__3,Abogados_Contrarios_Pagina_Web
Expedientes,0,ProcuradorPropio2EXPED,ProcuradorPropio2EXPED,192,,procpro_snombrepro__2,Procuradores_Propios_Nombre
Expedientes,0,ProvinciaProcuradorPropio2EXPED,ProvinciaProcuradorPropio2EXPED,220,,procpro_sprovinciapro__2,Procuradores_Propios_Provincia
Comunes,20,FaseProcedimientoEXPED,FaseProcedimientoEXPED,459,,,
Expedientes,0,FaxClienteContrario2EXPED,FaxClienteContrario2EXPED,404,,cliecont_fax__2,Contrarios_Fax
Expedientes,0,FaxClientePropio3EXPED,FaxClientePropio3EXPED,409,,clientes_sfaxcli__3,Clientes_Fax
Expedientes,0,FaxClientePropio4EXPED,FaxClientePropio4EXPED,410,,clientes_sfaxcli__4,Clientes_Fax
Expedientes,0,Núm.Asunto2EXPED,Núm.Asunto2EXPED,465,,,
Expedientes,0,PoblaciónJuzgado4EXPED,PoblaciónJuzgado4EXPED,475,,juzgado_poblacionjuz__4,Juzgados_Poblacion
Expedientes,0,FaxClienteContrarioEXPED,FaxClienteContrarioEXPED,407,,cliecont_fax__1,Contrarios_Fax
Expedientes,0,Teléfono3AbogadoContrario4EXPED,Teléfono3AbogadoContrario4EXPED,616,,abogcont_telefono3__4,Abogados_Contrarios_Telefono3
Expedientes,0,TeléfonoClientePropio2EXPED,TeléfonoClientePropio2EXPED,356,,clientes_stelefonocli__2,Clientes_Telefono_1
Expedientes,0,FaseProcedimiento1EXPED,FaseProcedimiento1EXPED,468,,,
Expedientes,0,FaxClienteContrario3EXPED,FaxClienteContrario3EXPED,405,,cliecont_fax__3,Contrarios_Fax
Expedientes,0,Juzgado3EXPED,Juzgado3EXPED,462,,juzgado_juzgado__3,Juzgados_Nombre
Expedientes,0,PagWebClientePropio3EXPED,PagWebClientePropio3EXPED,638,,clientes_pagweb__3,Clientes_Pagina_Web
Expedientes,0,PropietarioSegur4EXPED,PropietarioSegur4EXPED,737,,seguros_propietario__4,Seguros_Propietario
Expedientes,0,Teléfono2ProcuradorContrario2EXPED,Teléfono2ProcuradorContrario2EXPED,669,,proccont_telefono2__2,Procuradores_Contrarios_Telefono2
Expedientes,0,FaxClientePropio2EXPED,FaxClientePropio2EXPED,408,,clientes_sfaxcli__2,Clientes_Fax
Expedientes,0,FechaCuentasEXPED,FechaCuentasEXPED,434,,cuenexpe_dFecha;,Cuentas_Fecha;
Expedientes,0,Teléfono3ClienteContrarioEXPED,Teléfono3ClienteContrarioEXPED,619,,cliecont_telefono3__1,Contrarios_Telefono3
Expedientes,0,DirecciónProcuradorContrario2EXPED,DirecciónProcuradorContrario2EXPED,137,,proccont_sdomiciliopro__2,Procuradores_Contrarios_Domicilio
Expedientes,0,PagWebOrganismoEXPED,PagWebOrganismoEXPED,656,,organism_pagweb__1,Organismos_Pagina_Web
Expedientes,0,PagWebProcuradorContrario4EXPED,PagWebProcuradorContrario4EXPED,677,,proccont_pagweb__4,Procuradores_Contrarios_Pagina_Web
Expedientes,0,FaxClientePropioEXPED,FaxClientePropioEXPED,411,,clientes_sfaxcli__1,Clientes_Fax
Expedientes,0,MovilProcuradorContrario2EXPED,MovilProcuradorContrario2EXPED,531,,proccont_snifpro__2,Procuradores_Contrarios_NIF/CIF
Expedientes,0,PoblaciónColaborador3EXPED,PoblaciónColaborador3EXPED,172,,colabora_spoblacioncol__3,Colaboradores_Poblacion
Expedientes,0,AbogadoContrario4EXPED,AbogadoContrario4EXPED,74,,abogcont_snombreabo__4,Abogados_Contrarios_Nombre
Expedientes,0,Teléfono3Colaborador4EXPED,Teléfono3Colaborador4EXPED,652,,colabora_telefono3__4,Colaboradores_Telefono3
Facturas,0,TotalGastosEuroFACTU,TotalGastosEuroFACTU,328,,facturas_totalsuplidoseuro,General_Facturas_Total_Suplidos_Euro
Facturas,0,TotalMinutaEuroFACTU,TotalMinutaEuroFACTU,330,,facturas_TotalEuro,General_Facturas_Total_Euro
Facturas,0,Gasto-ImporEuroFACTU,Gasto-ImporEuroFACTU,501,,linefactgas_descripcion;linefactgas_salidaeuro;,Suplidos_Descripción;Suplidos_Salida;
