id,seccion,etiqueta,valor
1742,FormOporMan,oporCampoFecha6,Campo Fecha Libre 6
1743,FormOporMan,oporCampoFecha7,Campo Fecha Libre 7
1744,FormOporMan,oporCampoFecha8,Campo Fecha Libre 8
1745,FormOporMan,recobrosNotas,Notas
1746,FormOporMan,recobrosNotas1,Notas 1
1747,FormOporMan,recobrosNotas2,Notas 2
1748,FormOporMan,recobrosNotas3,Notas 3
1749,FormOporMan,recobrosNotas4,Notas 4
1750,FormOporMan,recobrosNotas5,Notas 5
1751,FormFacMan,Tipologia1,Tipologias Factura
1752,FormFacMan,Tipologia2,Tipologias Factura 2
1753,FormFacMan,Tipologia3,Tipologias Factura 3
1754,FormFacMan,campolibreproforma1,Campo Libre 1
1755,FormFacMan,campolibreproforma2,Campo Libre 2
1756,FormFacMan,campolibreproforma3,Campo Libre 3
1757,FormFacMan,campolibreproforma4,Campo Libre 4
1758,FormFacMan,campolibreproforma5,Campo Libre 5
1759,FormExpCue,CueCampo1,Campo 1
1760,FormExpCue,CueCampo2,Campo 2
1761,FormExpCue,CueCampo3,Campo 3
1762,FormExpCue,CueCampo4,Campo 4
1763,FormExpCue,CueCampo5,Campo 5
1764,FormExpCue,CueCampoFecha1,Fecha 1
1765,FormExpCue,CueCampoFecha2,Fecha 2
1766,FormExpCue,CueCampoFecha3,Fecha 3
1767,FormExpCue,CuePrevi,Previas
1768,FormExpCue,CuePrevi1,Previas1
1769,FormExpCue,CuePrevi2,Previas2
1770,FormExpCue,CuePrevi3,Previas3
1771,FormCliPers3,CliPersTitulo,Medicación
1772,FormCliPers3,CliPer1,Tipo Medicación
1773,FormCliPers3,CliPer2,Medicación
1774,FormCliPers3,CliPer3,Motivo
1775,FormCliPers3,CliPer4,Estado
1776,FormCliPers3,CliPer5,Desayuno
1777,FormCliPers3,CliPer6,Merienda
1778,FormCliPers3,CliPer7,Noche
1779,FormCliPers3,CliPer8,Campo Libre
1780,FormCliPers3,CliPer9,Comida
1781,FormCliPers3,CliPer10,Cena
1782,FormCliPers3,CliPer11,Campo Libre
1783,FormCliPers3,CliPer12,Campo Personalizable 3
1784,FormCliPers3,CliPer13,Campo Personalizable 4
1785,FormCliPers3,CliPer14,Campo Personalizable 5
1786,FormCliPers3,CliPer15,Campo Personalizable 6
1787,FormCliPers3,CliPer16,Label16
1788,FormCliPers3,CliPer17,Label17
1789,FormCliPers3,CliPer18,Label18
1790,FormCliPers3,CliPer19,Label19
1791,FormCliPers3,CliPer20,Label20
1792,FormCliPers3,CliPer21,Tipo de Almacén
1793,FormCliPers3,CliPer22,Tipo de Envase
1794,FormCliPers3,CliPer23,Principio Activo
1795,FormCliPers3,CliPer24,Frecuencia
1796,FormCliPers3,CliPer25,Label25
1797,FormCliPers3,CliPerFecha1,Fecha Alta
1798,FormCliPers3,CliPerFecha2,Fecha Baja
1799,FormCliPers3,CliPerFecha3,lblFECHA3
1800,FormCliPers3,CliPerFecha4,Fecha Visado
1801,FormCliPers3,CliPerFecha5,Fecha Prescripción
1802,FormCliPers3,CliPerFecha6,Fecha Caducidad
1803,FormCliPers3,CliPersologic7,Visado
1804,FormCliPers3,CliPerNum6,CliPerNum6
1805,FormCliPers3,CliPerNum7,CliPerNum7
1806,FormCliPers3,CliPerNum8,CliPerNum8
1807,FormCliPers3,CliPerNum9,CliPerNum9
1808,FormCliPers3,CliPerNum10,CliPerNum10
1809,FormCliPers3,Clidosis,Dosis
1810,FormCliPers3,Clidonde,Dónde comprarlo
1811,FormCliConPral,ContrarioTituloPlural,Contrarios
1812,FormCliConPral,ContrarioTituloSingular,Contrario
1813,FormAboPral,AbogadoTituloPlural,Abogados
1814,FormAboPral,AbogadoTituloSingular,Abogado
1815,FormProPral,ProcuradorTituloPlural,Procuradores
1816,FormProPral,ProcuradorTituloSingular,Procurador
1817,FormJuzPral,JuzgadoTituloPlural,Juzgados
1818,FormJuzPral,JuzgadoTituloSingular,Juzgado
1819,FormOrgPral,OrganismosTituloPlural,Organismos
1820,FormOrgPral,OrganismoTituloSingular,Organismo
1821,FormBan,BancosNotas,Notas
1822,FormExpPerso1,TituloFormExpPersoX,FormExpPerso1
1823,FormExpPerso2,TituloFormExpPersoX,FormExpPerso2
1824,FormExpPerso3,TituloFormExpPersoX,FormExpPerso3
1825,FormExpPerso4,TituloFormExpPersoX,FormExpPerso4
1826,FormExpPerso5,TituloFormExpPersoX,FormExpPerso5
1827,FormCliPers1,TituloFormCliPersoX,FormCliPers1
1828,FormCliPers2,TituloFormCliPersoX,FormCliPers2
1829,FormCliPers3,TituloFormCliPersoX,Medicación
1830,FormCliPers4,TituloFormCliPersoX,FormCliPers4
1831,FormCliPers5,TituloFormCliPersoX,FormCliPers5
1832,FormCliPers6,TituloFormCliPersoX,Direcciones
1833,FormCliPers7,TituloFormCliPersoX,Perso7
1834,FormCliPers1,ClipersX_PERSO1,Label1
1835,FormCliPers1,ClipersX_PERSO2,Label2
1836,FormCliPers1,ClipersX_PERSO3,Label3
1837,FormCliPers1,ClipersX_PERSO4,Label4
1838,FormCliPers1,ClipersX_PERSO5,Label5
1839,FormCliPers1,ClipersX_PERSO6,Label6
1840,FormCliPers1,ClipersX_PERSO7,Label7
1841,FormCliPers1,ClipersX_PERSO8,Label8
1842,FormCliPers1,ClipersX_PERSO9,Label9
1843,FormCliPers1,ClipersX_PERSO10,Label10
1844,FormCliPers1,ClipersX_PERSO11,Label11
1845,FormCliPers1,ClipersX_PERSO12,Label12
1846,FormCliPers1,ClipersX_PERSO13,Label13
1847,FormCliPers1,ClipersX_PERSO14,Label14
1848,FormCliPers1,ClipersX_PERSO15,Label15
1849,FormCliPers1,ClipersX_PERSO16,Label16
1850,FormCliPers1,ClipersX_PERSO17,Label17
1851,FormCliPers1,ClipersX_PERSO18,Label18
1852,FormCliPers1,ClipersX_PERSO19,Label19
1853,FormCliPers1,ClipersX_PERSO20,Label20
1854,FormCliPers1,ClipersX_PERSOFECHA1,lblFECHA
1855,FormCliPers1,ClipersX_PERSOFECHA2,lblFECHA2
1856,FormCliPers1,ClipersX_PERSOFECHA3,lblFECHA3
1857,FormCliPers2,ClipersX_PERSO1,Label1
1858,FormCliPers2,ClipersX_PERSO2,Label2
1859,FormCliPers2,ClipersX_PERSO3,Label3
1860,FormCliPers2,ClipersX_PERSO4,Label4
1861,FormCliPers2,ClipersX_PERSO5,Label5
1862,FormCliPers2,ClipersX_PERSO6,Label6
1863,FormCliPers2,ClipersX_PERSO7,Label7
1864,FormCliPers2,ClipersX_PERSO8,Label8
1865,FormCliPers2,ClipersX_PERSO9,N.I.F. / C.I.F.
1866,FormCliPers2,ClipersX_PERSO10,Label10
1867,FormCliPers2,ClipersX_PERSO11,Label11
1868,FormCliPers2,ClipersX_PERSO12,Label12
1869,FormCliPers2,ClipersX_PERSO13,Label13
1870,FormCliPers2,ClipersX_PERSO14,Label14
1871,FormCliPers2,ClipersX_PERSO15,Label15
1872,FormCliPers2,ClipersX_PERSO16,Label16
1873,FormCliPers2,ClipersX_PERSO17,Label17
1874,FormCliPers2,ClipersX_PERSO18,Label18
1875,FormCliPers2,ClipersX_PERSO19,Label19
1876,FormCliPers2,ClipersX_PERSO20,Label20
1877,FormCliPers2,ClipersX_PERSOFECHA1,lblFECHA
1878,FormCliPers2,ClipersX_PERSOFECHA2,lblFECHA2
1879,FormCliPers2,ClipersX_PERSOFECHA3,lblFECHA3
1880,FormCliPers3,ClipersX_PERSO1,Tipo Medicación
1881,FormCliPers3,ClipersX_PERSO2,Medicación
1882,FormCliPers3,ClipersX_PERSO3,Motivo
1883,FormCliPers3,ClipersX_PERSO4,Estado
1884,FormCliPers3,ClipersX_PERSO5,Desayuno
1885,FormCliPers3,ClipersX_PERSO6,Merienda
1886,FormCliPers3,ClipersX_PERSO7,Noche
1887,FormCliPers3,ClipersX_PERSO8,Campo Libre
1888,FormCliPers3,ClipersX_PERSO9,Comida
1889,FormCliPers3,ClipersX_PERSO10,Cena
1890,FormCliPers3,ClipersX_PERSO11,Campo Libre
1891,FormCliPers3,ClipersX_PERSO12,Label12
1892,FormCliPers3,ClipersX_PERSO13,Label13
1893,FormCliPers3,ClipersX_PERSO14,Label14
1894,FormCliPers3,ClipersX_PERSO15,Label15
1895,FormCliPers3,ClipersX_PERSO16,Label16
1896,FormCliPers3,ClipersX_PERSO17,Label17
1897,FormCliPers3,ClipersX_PERSO18,Label18
1898,FormCliPers3,ClipersX_PERSO19,Label19
1899,FormCliPers3,ClipersX_PERSO20,Label20
1900,FormCliPers3,ClipersX_PERSOFECHA1,Fecha Alta
1901,FormCliPers3,ClipersX_PERSOFECHA2,Fecha Baja
1902,FormCliPers3,ClipersX_PERSOFECHA3,lblFECHA3
1903,FormCliPers4,ClipersX_PERSO1,Label1
1904,FormCliPers4,ClipersX_PERSO2,Label2
1905,FormCliPers4,ClipersX_PERSO3,Label3
1906,FormCliPers4,ClipersX_PERSO4,Label4
1907,FormCliPers4,ClipersX_PERSO5,Label5
1908,FormCliPers4,ClipersX_PERSO6,Label6
1909,FormCliPers4,ClipersX_PERSO7,Label7
1910,FormCliPers4,ClipersX_PERSO8,Label8
1911,FormCliPers4,ClipersX_PERSO9,Label9
1912,FormCliPers4,ClipersX_PERSO10,Label10
1913,FormCliPers4,ClipersX_PERSO11,Label11
1914,FormCliPers4,ClipersX_PERSO12,Label12
1915,FormCliPers4,ClipersX_PERSO13,Label13
1916,FormCliPers4,ClipersX_PERSO14,Label14
1917,FormCliPers4,ClipersX_PERSO15,Label15
1918,FormCliPers4,ClipersX_PERSO16,Label16
1919,FormCliPers4,ClipersX_PERSO17,Label17
1920,FormCliPers4,ClipersX_PERSO18,Label18
1921,FormCliPers4,ClipersX_PERSO19,Label19
1922,FormCliPers4,ClipersX_PERSO20,Label20
1923,FormCliPers4,ClipersX_PERSOFECHA1,lblFECHA
1924,FormCliPers4,ClipersX_PERSOFECHA2,lblFECHA2
1925,FormCliPers4,ClipersX_PERSOFECHA3,lblFECHA3
1926,FormCliPers5,ClipersX_PERSO1,Label1
1927,FormCliPers5,ClipersX_PERSO2,Label2
1928,FormCliPers5,ClipersX_PERSO3,Label3
1929,FormCliPers5,ClipersX_PERSO4,Label4
1930,FormCliPers5,ClipersX_PERSO5,Label5
1931,FormCliPers5,ClipersX_PERSO6,Label6
1932,FormCliPers5,ClipersX_PERSO7,Label7
1933,FormCliPers5,ClipersX_PERSO8,Label8
1934,FormCliPers5,ClipersX_PERSO9,Label9
1935,FormCliPers5,ClipersX_PERSO10,Label10
1936,FormCliPers5,ClipersX_PERSO11,Label11
1937,FormCliPers5,ClipersX_PERSO12,Label12
1938,FormCliPers5,ClipersX_PERSO13,Label13
1939,FormCliPers5,ClipersX_PERSO14,Label14
1940,FormCliPers5,ClipersX_PERSO15,Label15
1941,FormCliPers5,ClipersX_PERSO16,Label16
1942,FormCliPers5,ClipersX_PERSO17,Label17
1943,FormCliPers5,ClipersX_PERSO18,Label18
1944,FormCliPers5,ClipersX_PERSO19,Label19
1945,FormCliPers5,ClipersX_PERSO20,Label20
1946,FormCliPers5,ClipersX_PERSOFECHA1,lblFECHA
1947,FormCliPers5,ClipersX_PERSOFECHA2,lblFECHA2
1948,FormCliPers5,ClipersX_PERSOFECHA3,lblFECHA3
1949,FormCliPers6,ClipersX_PERSO1,Dirección
1950,FormCliPers6,ClipersX_PERSO2,Provincia
1951,FormCliPers6,ClipersX_PERSO3,Código Postal
1952,FormCliPers6,ClipersX_PERSO4,Población
1953,FormCliPers6,ClipersX_PERSO5,Nacionalidad
1954,FormCliPers6,ClipersX_PERSO6,Teléfono
1955,FormCliPers6,ClipersX_PERSO7,Estado
1956,FormCliPers6,ClipersX_PERSO8,País
1957,FormCliPers6,ClipersX_PERSO9,Nombre Contacto
1958,FormCliPers6,ClipersX_PERSO10,Label10
1959,FormCliPers6,ClipersX_PERSO11,Label11
1960,FormCliPers6,ClipersX_PERSO12,Label12
1961,FormCliPers6,ClipersX_PERSO13,Label13
1962,FormCliPers6,ClipersX_PERSO14,Label14
1963,FormCliPers6,ClipersX_PERSO15,Label15
1964,FormCliPers6,ClipersX_PERSO16,Tipo Dirección
1965,FormCliPers6,ClipersX_PERSO17,Label17
1966,FormCliPers6,ClipersX_PERSO18,Label18
1967,FormCliPers6,ClipersX_PERSO19,Label19
1968,FormCliPers6,ClipersX_PERSO20,Label20
1969,FormCliPers6,ClipersX_PERSOFECHA1,Fecha Alta
1970,FormCliPers6,ClipersX_PERSOFECHA2,Fecha Baja
1971,FormCliPers6,ClipersX_PERSOFECHA3,lblFECHA3
1972,FormCliPers7,ClipersX_PERSO1,Label1
1973,FormCliPers7,ClipersX_PERSO2,Label2
1974,FormCliPers7,ClipersX_PERSO3,Label3
1975,FormCliPers7,ClipersX_PERSO4,Label4
1976,FormCliPers7,ClipersX_PERSO5,Label5
1977,FormCliPers7,ClipersX_PERSO6,Label6
1978,FormCliPers7,ClipersX_PERSO7,Label7
1979,FormCliPers7,ClipersX_PERSO8,Label8
1980,FormCliPers7,ClipersX_PERSO9,Label9
1981,FormCliPers7,ClipersX_PERSO10,Label10
1982,FormCliPers7,ClipersX_PERSO11,Label11
1983,FormCliPers7,ClipersX_PERSO12,Label12
1984,FormCliPers7,ClipersX_PERSO13,Label13
1985,FormCliPers7,ClipersX_PERSO14,Label14
1986,FormCliPers7,ClipersX_PERSO15,Label15
1987,FormCliPers7,ClipersX_PERSO16,Label16
1988,FormCliPers7,ClipersX_PERSO17,Label17
1989,FormCliPers7,ClipersX_PERSO18,Label18
1990,FormCliPers7,ClipersX_PERSO19,Label19
1991,FormCliPers7,ClipersX_PERSO20,Label20
1992,FormCliPers7,ClipersX_PERSOFECHA1,lblFECHA
1993,FormCliPers7,ClipersX_PERSOFECHA2,lblFECHA2
1994,FormCliPers7,ClipersX_PERSOFECHA3,lblFECHA3
1995,FormFac,FacNotas,Notas
1996,FormFac,FacNotas1,Notas1
1997,FormFac,FacNotas2,Notas2
1998,FormFac,FacNotas3,Notas3
1999,FormFac,FacNotas4,Notas4
2000,FormFac,FacNotas5,Notas5
2001,FormFac,FacNotas6,Notas6
2002,FormCorConPral,TituloFormCorConPral,Personas de Contacto
2003,FormCorConPral,FormCorConPral_Titulo2,Persona de Contacto
2004,FormCorConPral,FormCorConPral_ContactNombre,Nombre
2005,FormCorConPral,FormCorConPral_ContactNif,N.I.F./C.I.F.
2006,FormCorConPral,FormCorConPral_ContactDir,Dirección
2007,FormCorConPral,FormCorConPral_ContactPob,Población
2008,FormCorConPral,FormCorConPral_ContactCueProv,Cta Provisión
2009,FormCorConPral,FormCorConPral_ContactCP,Código Postal
2010,FormCorConPral,FormCorConPral_ContactProv,Provincia
2011,FormCorConPral,FormCorConPral_ContactNaciona,Nacionalidad
2012,FormCorConPral,FormCorConPral_ContactTel1,Teléfono 1
2013,FormCorConPral,FormCorConPral_ContactTel2,Teléfono 2
2014,FormCorConPral,FormCorConPral_ContactTel3,Teléfono 3
2015,FormCorConPral,FormCorConPral_ContactCorreo,Correo Electrónico
2016,FormCorConPral,FormCorConPral_ContactFax,Fax
2017,FormCorConPral,FormCorConPral_ContactTelMovil,Móvil 1
2018,FormCorConPral,FormCorConPral_ContactWeb,Página Web
2019,FormCorConPral,FormCorConPral_ContacNotas,Notas
2020,FormCorConPral,FormCorConPral_ContacPerso1,Cargo
2021,FormPer1,TituloFormPer1,Inmuebles
2022,FormColPral,TituloFormColPral,Colaboradores
2023,FormTipAsu,TituloFormTipAsu,Tipos de Asunto
2024,FormTipExp,TipExpTitulo,Tipo de Expediente
2025,FormTipExp,TipExpTitulo2,Tipo de Expediente
2026,FormTipExp,TipExpDescripcion,Descripción
2027,FormProced,TituloFormProced,Tipos de Procedimiento
2028,FormSegExp,Segpreciocoste,Coste Acto
2029,FormSegExp,Segfcostemateriales,Materiales/Productos
2030,FormSegExp,Segfcosteamortizacion,Amortización Maquinaria
2031,FormSegExp,Segfcosteterceros,Costes de Terceros
2032,FormSegExp,Segfcosteotros,Otros
2033,FormSegExp,Segfcampolibre6,Campo Libre 6
2034,FormSegExp,Segfcampolibre7,Campo Libre 7
2035,FormSegExp,Segfcampolibre8,Campo Libre 8
2036,FormSegExp,Segfcampolibre9,Campo Libre 9
2037,FormSegExp,Segfcampolibre10,Campo Libre 10
2038,FormSegExp,Segfcostetotalprecio,T.Precio
2039,FormSegExp,Segfcostetotalcoste,T. Costes
2040,FormSegExp,Segfcostetotalbeneficio,T. Beneficio
2041,FormSegExp,Segfcosteporbeneficio,% Beneficio
2042,FormSegExp,Segaplicarcoste,Aplicar Coste
2043,Firmas,ruta_eSignatureOffice,
2044,CodPerso,clie_conta,1
2045,CodPerso,cli_merca,1
2046,CodPerso,cont_con,0
2047,CodPerso,abog_con,0
2048,CodPerso,proc_con,0
2049,CodPerso,gast_imp,0
2050,CodPerso,hono_imp,0
2051,CodPerso,per1_altexp,0
2052,CodPerso,per1_con,0
2053,CodPerso,per1_adj,0
2054,CodPerso,per2_altexp,0
2055,CodPerso,per2_con,0
2056,CodPerso,per3_altexp,0
2057,CodPerso,per3_con,0
2058,CodPerso,per4_altexp,0
2059,CodPerso,per4_con,0
2060,CodPerso,per4_adj,0
2061,CodPerso,per5_altexp,0
2062,CodPerso,per5_con,0
2063,CodPerso,per6_altexp,0
2064,CodPerso,per6_con,0
2065,CodPerso,per7_altexp,0
2066,CodPerso,per7_con,1
2067,CodPerso,per8_altexp,0
2068,CodPerso,per8_con,0
2069,CodPerso,per9_altexp,0
2070,CodPerso,per9_con,0
2071,CodPerso,per10_altexp,0
2072,CodPerso,per10_con,0
2073,CodPerso,Pode_not,0
2074,codperso,cont_subusu,0
2075,CodPerso,expe_provgas,0
2076,CodPerso,expe_5con,0
2077,CodPerso,expe_arch,0
2078,CodPerso,expe_archref,0
2079,CodPerso,expe_tari,0
2080,CodPerso,expe_esta,0
2081,CodPerso,expe_prev1,0
2082,CodPerso,expe_prev2,0
2083,CodPerso,expe_prev3,0
2084,CodPerso,extr_con,0
2085,CodPerso,extr_provgas,0
2086,CodPerso,extr_tari,0
2087,CodPerso,extr_prev1,0
2088,CodPerso,extr_prev2,0
2089,CodPerso,extr_prev3,0
2090,CodPerso,igua_provgas,0
2091,CodPerso,vari_provgas,0
2092,CodPerso,vari_tari,0
2093,CodPerso,ContadorDcto,0
2094,CodPerso,vari_prev1,0
2095,CodPerso,vari_prev2,0
2096,CodPerso,vari_prev3,0
2097,CodPerso,cue_clie,0
2098,CodPerso,cue_estpagos,0
2099,CodPerso,cue_salpre,0
2100,CodPerso,seg_clie,0
2101,CodPerso,fechareali,0
2102,CodPerso,ocufecharec,0
2103,CodPerso,ocufechase,0
2104,CodPerso,ocuimportes,0
2105,CodPerso,fechaven,0
2106,CodPerso,fact_agru,0
2107,CodPerso,cons_fich,0
2108,CodPerso,ver_subusuexp,0
2109,CodPerso,conf_reg,0
2110,CodPerso,ver_grupos,0
2111,CodPerso,ver_trabajadores,1
2112,CodPerso,ver_A3,0
2113,CodPerso,ver_ext,0
2114,CodPerso,mod6.dat,1
2115,codperso,per4_cli,0
2116,codperso,var_ban,0
2117,codperso,clipers1,0
2118,codperso,verinfomn,0
2119,codperso,verformclinew,0
2120,codperso,loadformexp,0
2121,codperso,loadformalumn,0
2122,codperso,loadformpac,0
2123,codperso,loadformpot,0
2124,codperso,loadformtrab,0
2125,codperso,loadformotro,0
2126,CodPerso,Control_Renta,0
2127,FormAct,Titulo,Actuaciones
2128,FormCliPral,Titulo3,Pacientes
2129,FormCliPral,Titulo,Clientes
2130,FormCliPoten,Titulo,Potenciales
2131,FormOtros,Titulo,Contactos
2132,FormCliConPral,Titulo,Contrarios
2133,FormMascotasTutores,Titulo,Mascotas
2134,FormPod,Titulo,Poderes
2135,FormColPral,Titulo,Colaboradores
2136,FormAboPral,Titulo,Abogados
2137,FormProPral,Titulo,Procuradores
2138,FormTipAsu,Titulo,Tipos de Asunto
2139,FormProced,Titulo,Tipos de Procedimiento
2140,FormProced,Titulo2,Tipo de Procedimiento
2141,FormJuzPral,Titulo,Juzgados
2142,FormSup,Titulo,Suplidos
2143,FormDer,Titulo,Servicios
2144,FormAct,Titulo2,Actuaciones Predefinidas
2145,FormOrgPral,Titulo,Organismos
2146,FormBan,Titulo,Bancos
2147,FormCorConPral,Titulo,Personas de Contacto
2148,FormPer1,Titulo,Inmuebles
2149,FormPer2,Titulo,Notarías
2150,FormPer3,Titulo,Promotoras
2151,FormPer4,Titulo,Vehículos
2152,FormPer5,Titulo,Agencias Inmobiliarias
2153,FormPer6,Titulo,Constructoras
2154,FormPer7,Titulo,Proveedores
2155,FormPer8,Titulo,Fichero Libre 1
2156,FormPer9,Titulo,Fichero Libre 2
2157,FormPer10,Titulo,Fichero Libre 3
2158,FormOporMan,Titulo,Oportunidades Predefinidas
2159,FormCentrosPredef,Titulo,Centros Predefinidos
2160,FormExpPral,TitAct,Expedientes abiertos
2161,FormExpPral,TitAct2,Exp. Cerrados
2162,FormExpPral,TitAct3,Exp. Todos
2163,FormExpHPral,TitHisto,Exp. Cerrados
2164,FormExpCue,Titulo,Cuentas
2165,FormExhoPral,Titulo2,Extrajudicial
2166,FormExhoPral,Titulo,Extrajudiciales
2167,formvar,titulo2,Vario
2168,FormIgu,Titulo2,Iguala
2169,FormIgu,Titulo,Igualas
2170,FormFac,Titulo,Facturas
2171,FormUsuSu,UsuTitulo,Usuarios
2172,FormUsuSu,UsuTitulo2,Usuario
2173,FormUsuSu,UsuTitulo5,Usu
2174,FormExhoPral,Titulo3,Ext
2175,FormVar,Titulo3,Var
2176,FormTipExp,Titulo,Tipo de Expediente
2177,Etiquetas,Alertas,Trabajos Prioritarios
2178,CodPerso,modold,0
2179,CodPerso,instkiply,0
2180,CodPerso,datoscliaexp,0
2181,codperso,ver_panelw7,0
2182,Etiquetas,-,-
2183,Etiquetas,Expedientes,Expedientes
2184,Etiquetas,Fic&heros  ,Fic&heros
2185,Etiquetas,&Facturación Emitida,&Facturación Emitida
2186,Etiquetas,Facturación &Emitida,Facturación &Emitida
2187,Etiquetas,F&acturación Recibida,F&acturación Recibida
2188,Etiquetas,&Nóminas,&Nóminas
2189,Etiquetas,&Control de Facturación Recibida,&Control de Facturación Recibida
2190,Etiquetas,&Domiciliaciones Bancarias,&Domiciliaciones Bancarias
2191,Etiquetas,&Conciliación,&Conciliación
2192,Etiquetas,&Utilidades,&Utilidades
2193,Etiquetas,Gest&ión Peticiones,Gest&ión Peticiones
2194,Etiquetas,&Listados Contabilidad ,&Listados Contabilidad
2195,Etiquetas,&Libros Declaraciones,&Libros Declaraciones
2196,Etiquetas,&Formularios Agencia Tributaria,&Formularios Agencia Tributaria
2197,Etiquetas,&Configuración Cuentas,&Configuración Cuentas
2198,Etiquetas,S&tock,S&tock
2199,Etiquetas,I&nformes,I&nformes
2200,Etiquetas,C&uentas,C&uentas
2201,Etiquetas,&Diario,&Diario
2202,Etiquetas,B&alances,B&alances
2203,Etiquetas,Lib&ros Contabilidad  ,Lib&ros Contabilidad
2204,Etiquetas,&Libros Según Diario PGC,&Libros Según Diario PGC
2205,Etiquetas,Lib&ros Según Facturación,Lib&ros Según Facturación
2206,Etiquetas,&Formularios Según Diario PGC,&Formularios Según Diario PGC
2207,Etiquetas,F&ormularios Según Facturación,F&ormularios Según Facturación
2208,Etiquetas,&Balances P.G.C. Antigüo,&Balances P.G.C. Antigüo
2209,Etiquetas,&Cierre/Apertura Ejercicio,&Cierre/Apertura Ejercicio
2210,Etiquetas,A&sientos Predefinidos/Periódicos,A&sientos Predefinidos/Periódicos
2211,Etiquetas,U&tilidades,U&tilidades
2212,Etiquetas,&Herramientas de Chequeo,&Herramientas de Chequeo
2213,Etiquetas,&Adjuntos,&Adjuntos
2214,Etiquetas,&WhatsApp,&WhatsApp
2215,Etiquetas,&Configuración,&Configuración
2216,Etiquetas,&Sincronización,&Sincronización
2217,Etiquetas,&Outlook (antiguo),&Outlook (antiguo)
2218,Etiquetas,&Consultas  ,&Consultas
2219,Etiquetas,&Clientes,&Clientes
2220,Etiquetas,&Expedientes,&Expedientes
2221,Etiquetas,Informes &QR,Informes &QR
2222,Etiquetas,F&acturas,F&acturas
2223,Etiquetas,O&bligaciones,O&bligaciones
2224,Etiquetas,B&onos,B&onos
2225,Etiquetas,O&dontología,O&dontología
2226,Etiquetas,P&redefinidos,P&redefinidos
2227,Etiquetas,Recetas &Médicas,Recetas &Médicas
2228,Etiquetas,&Pediatría,&Pediatría
2229,Etiquetas,&Formación Bonificada,&Formación Bonificada
2230,Etiquetas,&Generar XML,&Generar XML
2231,Etiquetas,Ca&lificaciones,Ca&lificaciones
2232,Etiquetas,Plan &Individual,Plan &Individual
2233,Etiquetas,Vencimientos/Póli&zas,Vencimientos/Póli&zas
2234,Etiquetas,Co&nfiguración,Co&nfiguración
2235,Etiquetas,Clases,Clases
2236,Etiquetas,&Reserva Online Clases,&Reserva Online Clases
2237,Etiquetas,R&eserva Online Cursos,R&eserva Online Cursos
2238,Etiquetas,&Formularios de Registro Web,&Formularios de Registro Web
2239,Etiquetas,Control Se&guimiento,Control Se&guimiento
2240,Etiquetas,Control de Ser&vicios y Artículos,Control de Ser&vicios y Artículos
2241,Etiquetas,Protección de Datos,Protección de Datos
2242,Etiquetas,&Bajas Comunicaciones Comerciales (LSSI),&Bajas Comunicaciones Comerciales (LSSI)
2243,Etiquetas,Oport&unidades,Oport&unidades
2244,Etiquetas,Comisiones,Comisiones
2245,Etiquetas,Tareas,Tareas
2246,Etiquetas,Procesos Automáticos,Procesos Automáticos
2247,Etiquetas,&Reglas Automáticas,&Reglas Automáticas
2248,Etiquetas,&Correos Automáticos,&Correos Automáticos
2249,Etiquetas,&Valoraciones,&Valoraciones
2250,Etiquetas,&SMS Automáticos,&SMS Automáticos
2251,Etiquetas,Emailer,Emailer
2252,Etiquetas,Firma Electrónica,Firma Electrónica
2253,Etiquetas,C&onfiguración,C&onfiguración
2254,Etiquetas,Time Report-Control Horario,Time Report-Control Horario
2255,Etiquetas,Cuadro de Mandos,Cuadro de Mandos
2256,Etiquetas,&Configuración Cuadro de Mandos,&Configuración Cuadro de Mandos
2257,Etiquetas,Acceso Cloud,Acceso Cloud
2258,Etiquetas,Reserva Online,Reserva Online
2259,Etiquetas,Formularios de Registro Web,Formularios de Registro Web
2260,Etiquetas,&Enviar Enlace,&Enviar Enlace
2261,Etiquetas,Exportación Gas Natural Fenosa,Exportación Gas Natural Fenosa
2262,Etiquetas,Control de Rentabilidad,Control de Rentabilidad
2263,Etiquetas,MNBackup Cloud,MNBackup Cloud
2264,Etiquetas,Configuraciones &Iniciales,Configuraciones &Iniciales
2265,Etiquetas,&Predefinidos,&Predefinidos
2266,Etiquetas,P&lantillas,P&lantillas
2267,Etiquetas,Configuraciones &Avanzadas,Configuraciones &Avanzadas
2268,Etiquetas,&Personalización,&Personalización
2269,Etiquetas,Gestión &de Permisos,Gestión &de Permisos
2270,Etiquetas,Ge&stión Regional,Ge&stión Regional
2271,Etiquetas,Gesti&ón Logs,Gesti&ón Logs
2272,Etiquetas,&Manuales,&Manuales
2273,FormExpPral,Titulo3,Expedientes
2274,formclipral,TSAREA2,Area2
2275,formclipral,TSAREA3,Area3
2276,formclipral,TSAREA4,Area4
2277,formclipral,TSAREA5,Area5
2278,formclipral,TSAREA6,Area6
2279,FormSegExp,SegDescripcion2,Descripción 2
2284,FormExpPral,Inf,Ficha Datos Personalizados
2285,CodPerso,vistanet,1
2286,FormExpPral,ExpNig,N.I.G.
2287,FormCliPral,CliNotas,Notas
2288,FormCliPral,CliNotas1,Notas 2
2289,FormCliPral,CliNotas2,Notas 3
2290,FormCliPral,CliNotas3,Notas 4
2291,FormCliPral,CliNotas4,Notas 5
