id,tabla,campo,etiqueta,usarEtiquetasIni,propVisualizacion,tiposPlantilla
1680,oporclipedido,fechafinprev,Fecha Prevista Recepción,,,
1681,oporclipedido,formapago,Forma Pago,,,
1682,oporclipedido,nifproveedor,NIF Proveedor,,,
1683,oporclipedido,nomproveedor,Nombre Proveedor,,,
1684,oporclipedido,numopor,Número,,,
1685,oporclipedido,tipo,Tipo,,,
1686,oporclipedido,subusuario,Usuario,,,
1687,oporclipedido,unidades,Unidades,,,
1688,oporclipedido,dcto,%Dcto,,,
1689,oporclipedido,prevision,Precio,,,
1690,oporclipedido,importecierre,Importe,,,
1691,oporcliexpediente,iyear,EtiqYearExpediente,1,,
1692,oporcliexpediente,fcuantia,Cuantía,,bVerCuantiaExp,
1693,oporcliexpediente,descripcion,EtiqDescripExpediente,1,,
1694,oporcliexpediente,estado,Estado,,,
1695,oporcliexpediente,dfechaalta,Fecha Alta,,,
1696,oporcliexpediente,dfechacierre,Fecha Cierre,,,
1697,oporcliexpediente,snumasunto,Núm. Autos,,bverjuzga,
1698,oporcliexpediente,expediente,Núm. Expediente,,,
1699,oporcliexpediente,srefcliente,Ref. Expediente,,bVerExpReferencia,
1700,oporcliexpediente,refhisto,Ref. Histórico,,bVerRefHistoExp,
1701,oporcliexpediente,srefabogado,Ref. Propia,,,
1702,oporcliexpediente,nombretodosclientes,Todos los Clientes,,,
1703,oporcliexpediente,nombretodoscontrarios,Todos los Contrarios,,bverficcont,
1704,oporcliexpediente,itipoasunto,Tipo de Asunto,,bVerExpTipoAsun,
1705,oporcliexpediente,itipoexp,Tipo de Expediente,,,
1706,oporcliexpediente,codproce,Tipo de Procedimiento,,bVerExpTipoProc,
1707,oporcliexpediente,nombreusuario,Usuario,,,
1708,comprascuentas,oportunidad,Descripción,,,
1709,comprascuentas,conceptonotas,Descripción + Notas,,,
1710,comprascuentas,importecierre,Importe,,,
1711,comprascuentas,notas,Notas,,,
1712,comprascuentas,prevision,Precio,,,
1713,comprascuentas,precio,Precio Unidad,,,
1714,comprascuentas,tipocuenta,Tipo Cuenta,,,
1715,comprascuentas,total,Total,,,
1716,comprascuentas,totaldctoeuro,Total Dcto,,,
1717,comprascuentas,totalirpf,Total IRPF,,,
1718,comprascuentas,totaliva,Total IVA,,,
1719,comprascuentas,unidades,Unidades,,,
1720,comprascuentas,subusuario,Usuario,,,
1721,comprasgastos,oportunidad,Descripción,,,
1722,comprasgastos,conceptonotas,Descripción + Notas,,,
1723,comprasgastos,importecierre,Importe,,,
1724,comprasgastos,notas,Notas,,,
1725,comprasgastos,prevision,Precio,,,
1726,comprasgastos,precio,Precio Unidad,,,
1727,comprasgastos,tipocuenta,Tipo Cuenta,,,
1728,comprasgastos,total,Total,,,
1729,comprasgastos,totaldctoeuro,Total Dcto,,,
1730,comprasgastos,totalirpf,Total IRPF,,,
1731,comprasgastos,totaliva,Total IVA,,,
1732,comprasgastos,unidades,Unidades,,,
1733,comprasgastos,subusuario,Usuario,,,
1734,comprasarticulos,oportunidad,Descripción,,,
1735,comprasarticulos,conceptonotas,Descripción + Notas,,,
1736,comprasarticulos,importecierre,Importe,,,
1737,comprasarticulos,notas,Notas,,,
1738,comprasarticulos,prevision,Precio,,,
1739,comprasarticulos,precio,Precio Unidad,,,
1740,comprasarticulos,tipocuenta,Tipo Cuenta,,,
1741,comprasarticulos,total,Total,,,
1742,comprasarticulos,totaldctoeuro,Total Dcto,,,
1743,comprasarticulos,totalirpf,Total IRPF,,,
1744,comprasarticulos,totaliva,Total IVA,,,
1745,comprasarticulos,unidades,Unidades,,,
1746,comprasarticulos,subusuario,Usuario,,,
1747,comprasarticulos,lote,Lote,,,
1748,comprasarticulos,fechaCaducidad,Fecha de Caducidad/Garantía,,,
1749,cuencli,yearfact,Año Factura,,,#
1750,cuencli,capituloconcepto,Capítulo,,,#
1751,cuencli,clasecuenta,Clase de Cuenta,,,#
1752,cuencli,contpar1,Contrapartida 1,,,#
1753,cuencli,contpar2,Contrapartida 2,,,#
1754,cuencli,ctairpf,Cuenta Contable IRPF,,,#
1755,cuencli,ctaiva,Cuenta Contable IVA,,,#
1756,cuencli,cuenrealizada,Cuenta Realizada,,,#
1757,cuencli,sDescripcion,Descripción,,,#
1758,cuencli,descripnotas,Descripción + Notas,,,#
1759,cuencli,dFecha,Fecha,,,#
1760,cuencli,fEntradasEuro,Entradas,,,#
1761,cuencli,fSalidasEuro,Salidas,,,#
1762,cuencli,inumfactura,Núm Factura,,,#
1763,cuencli,irpf,IRPF,,,#
1764,cuencli,iva,IVA,,,#
1765,cuencli,fpreciounitario,Precio Unidad,,,#
1766,cuencli,referencia,Referencia,,,#
1767,cuencli,sTipo,Tipo Cuenta,,,#
1768,cuencli,subcapitulo,Subcapítulo,,,#
1769,cuencli,unidades,Unidades,,,#
1770,cuenexpe,dctolinea,% Dcto Línea,,,
1771,cuenexpe,sdescripcion,Descripción,,,
1772,cuenexpe,descripnotas,Descripción + Notas,,,
1773,cuenexpe,dFecha,Fecha,,,
1774,cuenexpe,fsalidaseuro,Importe,,,
1775,cuenexpe,notas,Notas,,,
1776,cuenexpe,fpreciounitario,Precio Unidad,,,
1777,cuenexpe,sTipo,Tipo Cuenta,,,
1778,cuenexpe,totalcuenta,Total,,,
1779,cuenexpe,unidades,Unidades,,,
1780,previexp,asiento,Asiento,,,#
1781,previexp,contpar1,Contrapartida1,,,#
1782,previexp,contpar2,Contrapartida2,,,#
1783,previexp,dfecha,Fecha,,,#
1784,previexp,fecharealizada,Fecha Realización,,,#
1785,previexp,fentradaseuro,Entradas,,,#
1786,previexp,fsalidaseuro,Salidas,,,#
1787,previexp,previrealizada,Previa Realizada,,,#
1788,previexp,sdescripcion,Descripción,,,#
1789,previexp1,dfecha,Fecha,,,#
1790,previexp1,fecharealizada,Fecha Realización,,,#
1791,previexp1,fentradaseuro,Entradas,,,#
1792,previexp1,fsalidaseuro,Salidas,,,#
1793,previexp1,previrealizada,Previa Realizada,,,#
1794,previexp1,sdescripcion,Descripción,,,#
1795,previexp2,asiento,Asiento,,,#
1796,previexp2,contpar1,Contrapartida1,,,#
1797,previexp2,contpar2,Contrapartida2,,,#
1798,previexp2,dfecha,Fecha,,,#
1799,previexp2,fecharealizada,Fecha Realización,,,#
1800,previexp2,fentradaseuro,Entradas,,,#
1801,previexp2,fsalidaseuro,Salidas,,,#
1802,previexp2,previrealizada,Previa Realizada,,,#
1803,previexp2,sdescripcion,Descripción,,,#
1804,previexp3,dfecha,Fecha,,,#
1805,previexp3,fecharealizada,Fecha Realización,,,#
1806,previexp3,fentradaseuro,Entradas,,,#
1807,previexp3,fsalidaseuro,Salidas,,,#
1808,previexp3,previrealizada,Previa Realizada,,,#
1809,previexp3,sdescripcion,Descripción,,,#
1810,expalumsel,iyear,EtiqYearExpediente,1,,
1811,expalumsel,fcuantia,Cuantía,,bVerCuantiaExp,
1812,expalumsel,descripcion,EtiqDescripExpediente,1,,
1813,expalumsel,estado,Estado,,,
1814,expalumsel,dfechaalta,Fecha Alta,,,
1815,expalumsel,dfechacierre,Fecha Cierre,,,
1816,expalumsel,snumasunto,Núm. Autos,,bverjuzga,
1817,expalumsel,expediente,Núm. Expediente,,,
1818,expalumsel,srefcliente,Ref. Expediente,,bVerExpReferencia,
1819,expalumsel,refhisto,Ref. Histórico,,bVerRefHistoExp,
1820,expalumsel,srefabogado,Ref. Propia,,,
1821,expalumsel,nombretodosclientes,Todos los Clientes,,,
1822,expalumsel,nombretodoscontrarios,Todos los Contrarios,,bverficcont,
1823,expalumsel,itipoasunto,Tipo de Asunto,,bVerExpTipoAsun,
1824,expalumsel,itipoexp,Tipo de Expediente,,,
1825,expalumsel,codproce,Tipo de Procedimiento,,bVerExpTipoProc,
1826,expalumsel,nombreusuario,Usuario,,,
1827,expalumsel,NIG,NIG,,,#
1828,expalumsel,notas,Notas,,,#
1829,expalumsel,notas2,notas2,,,#
1830,expalumsel,notas3,notas3,,,#
1831,expalumsel,notas4,notas4,,,#
1832,expalumsel,notas5,notas5,,,#
1833,expalumsel,notas6,notas6,,,#
1834,titularprof,IBAN,IBAN,,,
1835,titularprof,scodpostalcli,Código Postal,,,
1836,titularprof,email,Correo Electrónico,,,
1837,titularprof,sdomiciliocli,Dirección,,,
1838,titularprof,edad,Edad,,,
1839,titularprof,fechanacimiento,Fecha Nacimiento,,,
1840,titularprof,smovilcli,Móvil,,,
1841,titularprof,snifcli,NIF/CIF,,,
1842,titularprof,snombrecli,Nombre,,,
1843,titularprof,snombreclicomercial,Nombre Comercial,,,
1844,titularprof,notas,Notas,,,
1845,titularprof,codigo,Número Cliente,,,
1846,titularprof,sNombrePais,País,,,
1847,titularprof,spoblacioncli,Población,,,
1848,titularprof,mascotasexo,Sexo,,,
1849,titularprof,stelefonocli,Teléfono 1,,,
1850,titularprof,tipofichero,Tipo Cliente,,,
1851,totalescalcint,totalResta,Total Salidas - Total Entradas,,,
1852,linefactarticulos,serieLote,Serie,,,
1853,lineprofarticulos,serieLote,Serie,,,
1854,tareasarticulos,serieLote,Serie,,,
1855,oporcliarticulos,serieLote,Serie,,,
1856,comprasarticulos,serieLote,Serie,,,
1857,faceaapp,codorganogestor,Código Órgano Gestor,,,
1858,faceaapp,nomorganogestor,Nombre Órgano Gestor,,,
1859,faceaapp,rolorganogestor,Rol Órgano Gestor,,,
1860,faceaapp,codunidadtramitadora,Código Unidad Tramitadora,,,
1861,faceaapp,nomunidadtramitadora,Nombre Unidad Tramitadora,,,
1862,faceaapp,rolunidadtramitadora,Rol Unidad Tramitadora,,,
1863,faceaapp,codoficinacontable,Código Oficina Contable,,,
1864,faceaapp,nomoficinacontable,Nombre Oficina Contable,,,
1865,faceaapp,roloficinacontable,Rol Oficina Contable,,,
1866,faceaapp,codorganoproponente,Código Órgano Proponente,,,
1867,faceaapp,nomorganoproponente,Nombre Órgano Proponente,,,
1868,faceaapp,rolorganoproponente,Rol Órgano Proponente,,,
1869,movrecobrosprevias4,dfecha,Fecha,,,
1870,movrecobrosprevias4,tipoPrevia,Tipo,,,
1871,movrecobrosprevias4,sdescripcion,Descripción,,,
1872,movrecobrosprevias4,importe,Importe,,,
1873,clientes,V_IMAGEN1,Foto Ficha,,,
1875,director,ibanempresa,IBAN,,bverrecibrem,
1876,director,sepavencidoacreedor,SEPA Vencido Acreedor,,bverrecibrem,
1877,director,paisempresa,País,,,
1878,recetasMedicas,smovilcli,Móvil Cliente,,,
1879,recetasMedicas,email,Mail Cliente,,,
1880,servicioscli,nombrePagador,Pagador,,,
1881,tareashistorial,tiempohoras,Tiempo Horas,,,
1882,facturas,codExpContratacion,Código Expediente Contratación,,,
1883,prevcobros,estadocobro,Estado Cobro,,,
1884,prevcobrosprof,estadocobro,Estado Cobro,,,
1885,cobrosfact,estadocobro,Estado Cobro,,,
1886,camposCombinados,CONCEPTOSCOMBI_BASEIMPIVA1,,,,#
1887,camposCombinados,CONCEPTOSCOMBI_BASEIMPIVA2,,,,#
