tabla,campo,etiqueta,bocultar,orden,formato,bverword
pedidosR,sCPProve,Código Postal,0,,,
pedidosR,sDirEntrega,Dirección de Entrega,1,,,
pedidosR,sDirProve,Dirección,0,,,
pedidosR,sEmailConDirEn,Email Contacto,1,,,
pedidosR,serie,Serie,0,,,
pedidosR,sPobDirEn,Población Dir  Entrega,1,,,
pedidosR,sPobProve,Población,0,,,
pedidosR,sProvDirEn,Provincia Dir  Entrega,1,,,
pedidosR,sProvProve,Provincia,0,,,
pedidosR,sTelConDirEn,Teléfono Contacto,1,,,
pedidosR,total,Total,0,,,
pedidosR,totaldctoeuro,Total Dcto,0,,,
Peritos,codigo,Código,1,,,
Peritos,codpostal,Código Postal,0,,,
Peritos,cuentabanco,Número Cuenta,0,,,
Peritos,domicilio,Dirección,0,,,
Peritos,email,Correo Electrónico,0,,,
Peritos,fax,Fax,0,,,
Peritos,movil,Móvil,0,,,
Peritos,nacionalidad,Nacionalidad,0,,,
Peritos,nif,NIF/CIF,0,,,
Peritos,nombre,Nombre,0,,,
Peritos,notas,Notas,0,,rtf,
Peritos,pagweb,Página Web,0,,,
Peritos,poblacion,Población,0,,,
Peritos,provincia,Provincia,0,,,
Peritos,telefono1,Teléfono 1,0,,,
Peritos,telefono2,Teléfono 2,0,,,
Peritos,telefono3,Teléfono 3,0,,,
perso1,codigo,Núm. Inmueble,0,,,0
perso1,fechaalta,Fecha Alta,0,,fecha,0
perso1,fechabaja,Fecha Baja,0,,,0
perso1,perso1,Descripción,0,,,
perso1,perso10,Nacionalidad,0,,,
perso1,perso11,Teléfono2,0,,,
perso1,perso12,Teléfono3,0,,,
perso1,perso13,Móvil1,0,,,
perso1,perso14,Correo Electrónico,0,,,
perso1,perso15,Página Web,0,,,
perso1,perso2,NIF/CIF,0,,,
perso1,perso3,Teléfono1,0,,,
perso1,perso4,Fax,0,,,
perso1,perso5,IBAN,0,,,
perso1,perso6,Dirección,0,,,
perso1,perso7,Población,0,,,
perso1,perso8,Código Postal,0,,,
perso1,perso9,Provincia,0,,,
perso1,PersoNum1,Num1,0,,,0
perso1,PersoNum2,Num2,0,,,0
perso1,PersoNum3,Num3,0,,,0
perso1,PersoNum4,Num4,0,,,0
perso1,PersoNum5,Num5,0,,,0
perso1,PersoNum6,Precio,0,,,0
perso10,perso1,Marca,0,,,
perso10,perso10,Nacionalidad,0,,,
perso10,perso11,Teléfono 2,0,,,
perso10,perso12,Teléfono 3,0,,,
perso10,perso13,Móvil 1,0,,,
perso10,perso14,Correo Electrónico,0,,,
perso10,perso15,Página Web,0,,,
perso10,perso2,NIF/CIF,0,,,
perso10,perso3,Teléfono 1,0,,,
perso10,perso4,Fax,0,,,
perso10,perso5,CCC Perso10,0,,,
perso10,perso6,Dirección,0,,,
perso10,perso7,Población,0,,,
perso10,perso8,Código Postal,0,,,
perso10,perso9,Provincia,0,,,
perso2,perso1,perso1,0,,,
perso2,perso10,perso10,0,,,
perso2,perso11,perso11,0,,,
perso2,perso12,perso12,0,,,
perso2,perso13,perso13,0,,,
perso2,perso14,perso14,0,,,
perso2,perso15,perso15,0,,,
perso2,perso2,perso2,0,,,
perso2,perso3,perso3,0,,,
perso2,perso4,perso4,0,,,
perso2,perso5,perso5,0,,,
perso2,perso6,perso6,0,,,
perso2,perso7,perso7,0,,,
perso2,perso8,perso8,0,,,
perso2,perso9,perso9,0,,,
perso3,perso1,perso1,0,,,
perso3,perso10,perso10,0,,,
perso3,perso11,perso11,0,,,
perso3,perso12,perso12,0,,,
perso3,perso13,perso13,0,,,
perso3,perso14,perso14,0,,,
perso3,perso15,perso15,0,,,
perso3,perso2,perso2,0,,,
perso3,perso3,perso3,0,,,
perso3,perso4,perso4,0,,,
perso3,perso5,perso5,0,,,
perso3,perso6,perso6,0,,,
perso3,perso7,perso7,0,,,
perso3,perso8,perso8,0,,,
perso3,perso9,perso9,0,,,
perso4,perso1,Matrícula,0,,,
perso4,perso10,perso10,1,,,
perso4,perso11,perso11,1,,,
perso4,perso12,perso12,1,,,
perso4,perso13,perso13,1,,,
perso4,perso14,perso14,1,,,
perso4,perso15,perso15,1,,,
perso4,perso2,Marca,0,,,
perso4,perso3,Modelo,0,,,
perso4,perso4,Franquicia,0,,,
perso4,perso5,Todo Riesgo,0,,,
perso4,perso6,perso6,1,,,
perso4,perso7,perso7,1,,,
perso4,perso8,perso8,1,,,
perso4,perso9,perso9,1,,,
perso4,persofecha1,Fecha Matriculación,0,,fecha,0
perso4,personum1,Valor Venal,0,,,0
perso4,personum2,Valor Restos,0,,,0
perso4,personum3,Valor de Mercado,0,,,0
perso4,personum4,Presupuesto Reparación,0,,,0
perso4,personum5,Factura Reparación,0,,,0
perso5,estado,Estado,0,,,0
perso5,perso1,perso1,0,,,
perso5,perso10,perso10,0,,,
perso5,perso11,perso11,0,,,
perso5,perso12,perso12,0,,,
perso5,perso13,perso13,0,,,
perso5,perso14,perso14,0,,,
perso5,perso15,perso15,0,,,
perso5,perso2,perso2,0,,,
perso5,perso3,perso3,0,,,
perso5,perso4,perso4,0,,,
perso5,perso5,perso5,0,,,
perso5,perso6,perso6,0,,,
perso5,perso7,perso7,0,,,
perso5,perso8,perso8,0,,,
perso5,perso9,perso9,0,,,
perso6,perso1,Nombre,0,,,
perso6,perso10,Nacionalidad,0,,,
perso6,perso11,Teléfono 2,0,,,
perso6,perso12,Teléfono 3,0,,,
perso6,perso13,Móvil,0,,,
perso6,perso14,Correo Electrónico,0,,,
perso6,perso15,Página Web,0,,,
perso6,perso2,NIF/CIF,0,,,
perso6,perso3,Teléfono 1,0,,,
perso6,perso4,Fax,0,,,
perso6,perso5,CCC Proveedor,0,,,
perso6,perso6,Dirección,0,,,
perso6,perso7,Población,0,,,
perso6,perso8,Código Postal,0,,,
perso6,perso9,Provincia,0,,,
perso7,perso1,perso1,0,,,
perso7,perso10,perso10,0,,,
perso7,perso11,perso11,0,,,
perso7,perso12,perso12,0,,,
perso7,perso13,perso13,0,,,
perso7,perso14,perso14,0,,,
perso7,perso15,perso15,0,,,
perso7,perso2,perso2,0,,,
perso7,perso3,perso3,0,,,
perso7,perso4,perso4,0,,,
perso7,perso5,perso5,0,,,
perso7,perso6,perso6,0,,,
perso7,perso7,perso7,0,,,
perso7,perso8,perso8,0,,,
perso7,perso9,perso9,0,,,
perso8,Codigo,Código,1,,,
perso8,notas,Notas,1,,rtf,
perso8,perso1,Nombre,0,,,
perso8,perso10,Nacionalidad,0,,,
perso8,perso11,Teléfono 2,0,,,
perso8,perso12,Teléfono 3,0,,,
perso8,perso13,Móvil 1,0,,,
perso8,perso14,Correo Electrónico,0,,,
perso8,perso15,Página Web,0,,,
perso8,perso2,NIF/CIF,0,,,
perso8,perso3,Teléfono 1,0,,,
perso8,perso4,Fax,0,,,
perso8,perso5,CCC Perso8,0,,,
perso8,perso6,Dirección,0,,,
perso8,perso7,Población,0,,,
perso8,perso8,Código Postal,0,,,
perso8,perso9,Provincia,0,,,
perso9,Codigo,Código,1,,,
perso9,notas,Notas,1,,rtf,
perso9,perso1,Nombre,0,,,
perso9,perso10,Nacionalidad,0,,,
perso9,perso11,Teléfono 2,0,,,
perso9,perso12,Teléfono 3,0,,,
perso9,perso13,Móvil 1,0,,,
perso9,perso14,Correo Electrónico,0,,,
perso9,perso15,Página Web,0,,,
perso9,perso2,NIF/CIF,0,,,
perso9,perso3,Teléfono 1,0,,,
perso9,perso4,Fax,0,,,
perso9,perso5,CCC Perso9,0,,,
perso9,perso6,Dirección,0,,,
perso9,perso7,Población,0,,,
perso9,perso8,Código Postal,0,,,
perso9,perso9,Provincia,0,,,
peticioncli,codsubusu,Usuario,0,,,
peticioncli,ctairpf,Cuenta Contable IRPF,0,,,
peticioncli,ctaiva,Cuenta Contable IVA,0,,,
peticioncli,dctolinea,Dcto,0,,,
peticioncli,dfecha,Fecha,0,,fecha,
peticioncli,facturado,Facturada,0,,,
peticioncli,formapago,Forma de Cobro,0,,,
peticioncli,fpreciounitario,Precio Ud,0,,,
peticioncli,iempresas,Empresas,0,,,
peticioncli,iforfait,Forfait,0,,,
peticioncli,iguardia,Guardia,0,,,
peticioncli,importe,Importe,0,,,
peticioncli,inumfactura,Núm Factura,0,,,
peticioncli,ipdtemutua,Pdte Mutua,0,,,
peticioncli,sdescripcion,Descripción,0,,,
peticioncli,serie,Serie,0,,,
peticioncli,snombreE,Emisor,0,,,
peticioncli,snombreR,Receptor,0,,,
peticioncli,snumauto,Núm Autorización,0,,,
peticioncli,unidades,Ud,0,,,
peticioncli,yearfact,Año Factura,0,,,
plazosc,descripcion,Descripción,0,,,
plazosc,idiacobro,Día Cobro,0,,,
plazosc,orden,Orden,0,,,
plazosc,referencia,Referencia,0,,,
plazosc,stipoimporte,Tipo Importe,0,,,
plazosc,stipoplazo,Tipo Plazo,0,,,
poderes,bapodabogado,bapodabogado,1,,,
poderes,bapodprocurador,bapodprocurador,1,,,
poderes,codigo,Núm.Poder,0,,,0
poderes,dfechapoder,Fecha,0,,fecha,
poderes,inumpoder,Núm Poder,0,,,
poderes,notarial,Notarial,0,,,
poderes,notas,Notas,0,,rtf,
poderes,numproto,Núm Protocolo,0,,,
poderes,perso1,perso1,1,,,
poderes,perso10,perso10,1,,,
poderes,perso2,perso2,1,,,
poderes,perso3,perso3,1,,,
poderes,perso4,perso4,1,,,
poderes,perso5,perso5,1,,,
poderes,perso6,perso6,1,,,
poderes,perso7,perso7,1,,,
poderes,perso8,perso8,1,,,
poderes,perso9,perso9,1,,,
poderes,persofecha1,persofecha1,1,,fecha,
poderes,persofecha2,persofecha2,1,,fecha,
poderes,persofecha3,persofecha3,1,,fecha,
poderes,persologic1,persologic1,1,,,
poderes,persologic2,persologic2,1,,,
poderes,persologic3,persologic3,1,,,
poderes,persologic4,persologic4,1,,,
poderes,persologic5,persologic5,1,,,
poderes,personum1,personum1,1,,,
poderes,personum2,personum2,1,,,
poderes,personum3,personum3,1,,,
poderes,personum4,personum4,1,,,
poderes,personum5,personum5,1,,,
poderes,SCLIENTE,Cliente,0,,,
poderes,snotario,Notario,0,,,
poderes,stipopoder,Tipo Poder,0,,,
prepag,ACRCLI,Acreedor/Cliente,0,,,
prepag,banco,Banco,0,,,
prepag,concepto,Concepto,0,,,
prepag,contabilizado,Diario,0,,,
prepag,ctaacrcli,Cta Acreedor,0,,,
prepag,ctagasing,Cta Gasto,0,,,
prepag,fecha,F Vencimiento,0,,fecha,
prepag,fechagasing,F Alta,0,,fecha,
prepag,fecharealizada,F Pago,0,,fecha,
prepag,formapago,Forma de Pago,0,,,
prepag,inumfact,Núm Factura,0,,,
prepag,nombrecli,Nombre,0,,,
prepag,realizada,Pagado,0,,,
prepag,serie,Serie,0,,,
prepag,total,Total,0,,,
prepag,yearfact,Año Fact,0,,,
presupuesto,codpostalcli,Código Postal,0,,,
presupuesto,ctahono,Cuenta Honorarios,0,,,
presupuesto,ctairpf,Cuenta IRPF,0,,,
presupuesto,ctaiva,Cuenta IVA/IGIC,0,,,0
presupuesto,cueconcli,CCC Cliente,0,,,
presupuesto,cuentabanco,Cuenta Banco,0,,,
presupuesto,dcto,% Dcto,0,,porciento,
presupuesto,domiciliocli,Domicilio,0,,,
presupuesto,estado,Estado Presupuesto,0,,,0
presupuesto,expediente,Núm Expediente,0,,,
presupuesto,fecha,Fecha,0,,fecha,
presupuesto,formapago,Forma de Pago,0,,,
presupuesto,inumfactura,Número,0,,,
presupuesto,irpf,IRPF,0,,,
presupuesto,iva,IVA/IGIC,0,,,
presupuesto,iyear,Año Exp,0,,,
presupuesto,nifcli,NIF/CIF,0,,,
presupuesto,nombrecli,Nombre,0,,,
presupuesto,NOMSUBUSU,Usuario,0,,,
presupuesto,notas,Notas,0,,rtf,
presupuesto,numcolegiadotra,Núm Colegiado,0,,,
presupuesto,origen,Origen,0,,,
presupuesto,poblacioncli,Población,0,,,
presupuesto,provinciacli,Provincia,0,,,
presupuesto,Referencia,Ref Factura,0,,,
presupuesto,tipologia1,Tipologias 1,1,,,
presupuesto,tipologia2,Tipologias 2,1,,,
presupuesto,tipologia3,Tipologias 3,1,,,
presupuesto,totacuenta,Total Cuenta,0,,,0
presupuesto,totalbaseimp,Total Base Imponible,0,,,
presupuesto,totalbaseiva,Total Base Imponible+iva,0,,,0
presupuesto,totalbaseivairpf,Total Base Imponible+iva-irpf,0,,,0
presupuesto,TotalDctoEuro,Total Dcto,0,,,
presupuesto,totalderechoseuro,Total Honorarios + Gastos,1,,,0
presupuesto,TotalEuro,Total,0,,,
presupuesto,totalgastoeuro,Total Gasto,0,,,0
presupuesto,totalhonoeuro,Total Precio,0,,,
presupuesto,TotalIrpfeuro,Total IRPF,0,,,
presupuesto,TotalIvaEuro,Total IVA/IGIC,0,,,0
presupuesto,totalletra,Total Letra,0,,,0
presupuesto,totalminuta,Total Minuta,0,,,0
presupuesto,totalprovisioneseuro,Total Provisiones,0,,,0
presupuesto,totalsuplidoseuro,Total Suplidos,0,,,0
presupuesto,totbaseimpsolohono,Total Base Imp. Honorarios,0,,,0
presupuesto,totderechomenosanticipo,Total Hono + Gastos + Art,0,,,0
presupuesto,tothonomenosgastomenosanticipo,Total Honorario-Gasto-Anticipo,0,,,0
presupuesto,totsupmashono,Total Honorarios + Suplidos,0,,,0
presupuesto,yearfact,Año,0,,,
prevcobros,ACRCLI,Cliente Cuenta Contable,0,,,
prevcobros,AnoExp,Año Exp,0,,,
prevcobros,banco,Banco,0,,,
prevcobros,bproformarel,Pro forma,1,,,
prevcobros,campo1,Campo1,0,,,0
prevcobros,campo2,Campo2,0,,,0
prevcobros,campo3,Campo3,0,,,0
prevcobros,campo4,Campo4,0,,,0
prevcobros,campo5,Campo5,0,,,0
prevcobros,campo6,Campo6,0,,,0
prevcobros,campo7,Campo7,0,,,0
prevcobros,campo8,Campo8,0,,,0
prevcobros,campofecha1,Campofecha1,0,,fecha,0
prevcobros,campofecha2,Campofecha2,0,,fecha,0
prevcobros,campofecha3,Campofecha3,0,,fecha,0
prevcobros,campofecha4,Campofecha4,0,,fecha,0
prevcobros,cliente,Cliente (cliente),0,,,
prevcobros,cobrado,Cobrado,0,,,
prevcobros,codigocliente,Código Cliente,0,,,
prevcobros,codsubusuproformarel,Usuario Pro forma,1,,,
prevcobros,concepto,Concepto,0,,,1
prevcobros,ctaacrcli,Cuenta Contable,0,,,
prevcobros,desExp,Descripción Exp,0,,,
prevcobros,diariocobro,Diario C,0,,,
prevcobros,diarioimpagado,Diario I,0,,,
prevcobros,estadocobro,Estado Cobro,0,,,0
prevcobros,Expediente,Num Exp,0,,,
prevcobros,expedientealum,Alumno,0,,,0
prevcobros,fecha,Fecha Vencimiento,0,,fecha,1
prevcobros,fechacobro,Fecha Cobro,0,,fecha,
prevcobros,fechafact,F Factura,0,,fecha,
prevcobros,fechagasing,F Alta (fechagasing),0,,fecha,
prevcobros,fechaimpagado,Fecha Impagado,0,,fecha,
prevcobros,fecharealizada,F Cobro,0,,fecha,1
prevcobros,FECHAREMESA,F Remesa,0,,fecha,
prevcobros,formapago,Forma Cobro/Pago,0,,,0
prevcobros,formapago1,Forma de Cobro,0,,,
prevcobros,impagado,Imp ,0,,,
prevcobros,importeDevolver,Importe a Devolver,0,,,0
prevcobros,importeEntregado,Importe Entregado,0,,,0
prevcobros,importeimpagado,Importe Imp ,0,,,
prevcobros,inumcobro,Núm Cobro,0,,,
prevcobros,inumfact,Núm Factura,0,,,
prevcobros,inumproformarel,Núm Pro forma,1,,,
prevcobros,nifcliente,NIF/CIF,0,,,
prevcobros,nombrecli,Cliente,0,,,
prevcobros,nomsubusu,Usuario,0,,,1
prevcobros,notas,Notas,0,,rtf,
prevcobros,nrecibo,Recibo,0,,,
prevcobros,numticket,Núm Ticket,0,,,
prevcobros,pacientenombre,Paciente,0,,,
prevcobros,realizada,Realizado,0,,,
prevcobros,REMESADO,Remesado,0,,,
prevcobros,sdescripcioncentrospredef,Centro,0,,,0
prevcobros,serie,Serie Factura,0,,,
prevcobros,tip1,Tipologia 1,1,,,
prevcobros,tip2,Tipologia 2,1,,,
prevcobros,tip3,Tipologia 3,1,,,
prevcobros,TIPOFACTURA,Tipo Factura,0,,,
prevcobros,tipoimpago1,Estado Impagado,0,,,
prevcobros,tipoproformarel,Tipo Pro forma,1,,,
prevcobros,total,Total,0,,,1
prevcobros,totalletra,Total Letra,0,,,
prevcobros,usuario,Nombre Usuario,0,,,
prevcobros,yearfact,Año Fact,0,,,
prevcobros,yearproformarel,Año Pro forma,1,,,
prevcobrosprof,ACRCLI,Cliente Cuenta Contable,0,,,
prevcobrosprof,AnoExp,Año Exp,0,,,
prevcobrosprof,banco,Banco,0,,,
prevcobrosprof,cliente,Cliente,0,,,
prevcobrosprof,codigocliente,Código Cliente,0,,,
prevcobrosprof,concepto,Concepto,0,,,
prevcobrosprof,ctaacrcli,Cuenta Contable,0,,,
prevcobrosprof,desExp,Descripción Exp,0,,,
prevcobrosprof,diariocobro,Diario C,0,,,
prevcobrosprof,diarioimpagado,Diario I,0,,,
prevcobrosprof,estadocobro,Estado Cobro,0,,,0
prevcobrosprof,Expediente,Num Exp,0,,,
prevcobrosprof,fecha,Fecha Vencimiento,0,,fecha,
prevcobrosprof,fechafact,F Factura,0,,fecha,
prevcobrosprof,fechagasing,F Alta,0,,fecha,
prevcobrosprof,fechaimpagado,F Impagado,0,,fecha,
prevcobrosprof,fecharealizada,F Cobro,0,,fecha,
prevcobrosprof,FECHAREMESA,F Remesa,0,,fecha,
prevcobrosprof,formapago,Forma Cobro/Pago,0,,,
prevcobrosprof,impagado,Impagado,0,,,
prevcobrosprof,importeimpagado,Importe Impagado,0,,,
prevcobrosprof,inumcobro,Núm Cobro,1,,,
prevcobrosprof,inumfact,Núm Factura,0,,,
prevcobrosprof,nomsubusu,Usuario,0,,,
prevcobrosprof,notas,Notas,0,,rtf,
prevcobrosprof,numticket,Núm Ticket,0,,,
prevcobrosprof,pacientenombre,Paciente,0,,,
prevcobrosprof,realizada,Cobrado,0,,,
prevcobrosprof,REMESADO,Remesado,0,,,
prevcobrosprof,TIPOFACTURA,Tipo Factura,0,,,
prevcobrosprof,tipoimpago,Tipo Impagado,0,,,
prevcobrosprof,total,Total,0,,,
prevcobrosprof,totalletra,Total Letra,0,,,
prevcobrosprof,usuario,Nombre Usuario,0,,,
prevcobrosprof,yearfact,Año Fact,0,,,
previcli,asiento,Asiento,1,,,
previcli,contpar1,Contrapartida1,1,,,
previcli,contpar2,Contrapartida2,1,,,
previcli,dfecha,Fecha,0,,fecha,1
previcli,diario,diario,1,,,
previcli,fecharealizada,Fecha Realización,0,,fecha,
previcli,FechaSeg,Fecha Seguimiento,1,,fecha,
previcli,fentradaseuro,Entradas,0,,,1
previcli,fsalidaseuro,Salidas,0,,,1
previcli,icodcli,Código,1,,,
previcli,linea,Línea,1,,,
previcli,LineaSeg,Linea Seguimiento,1,,,
previcli,previrealizada,Previa Realizada,1,,,
previcli,sdescripcion,Descripción,0,,,1
previcli,subusu,Código Usuario,1,,,
previcli,yearconta,yearconta,1,,,
previcli1,dfecha,Fecha,0,,fecha,1
previcli1,fecharealizada,Fecha Realización,0,,fecha,
previcli1,FechaSeg,Fecha Seguimiento,1,,fecha,
previcli1,fentradaseuro,Entradas,0,,,1
previcli1,fsalidaseuro,Salidas,0,,,1
previcli1,icodcli,icodcli,1,,,
previcli1,linea,Línea,1,,,
previcli1,LineaSeg,Línea Seguimiento,1,,,
previcli1,numero,Número Presupuesto,0,,,
previcli1,Observaciones,Observaciones,0,,,
previcli1,previrealizada,Previa Realizada,1,,,
previcli1,sdescripcion,Descripción,0,,,1
previcli1,subusu,Código Usuario,1,,,
previcli2,asiento,Asiento,1,,,
previcli2,contabilizado,contabilizado,1,,,
previcli2,contpar1,Contrapartida1,1,,,
previcli2,contpar2,Contrapartida2,1,,,
previcli2,dfecha,Fecha,0,,fecha,1
previcli2,FechaSeg,Fecha Seguimiento,1,,fecha,
previcli2,fentradaseuro,Entradas,0,,,1
previcli2,fsalidaseuro,Salidas,0,,,1
previcli2,icodcli,icodcli,1,,,
previcli2,linea,Línea,1,,,
previcli2,LineaSeg,Línea Seguimiento,1,,,
previcli2,Observaciones,Observaciones,0,,,
previcli2,previrealizada,Previa Realizada,1,,,
previcli2,sdescripcion,Descripción,0,,,1
previcli2,subusu,Código Usuario,1,,,
previcli2,yearconta,yearconta,1,,,
previcli3,dfecha,Fecha,0,,fecha,1
previcli3,fecharealizada,Fecha Realización,0,,fecha,
previcli3,FechaSeg,Fecha Seguimiento,1,,fecha,
previcli3,fentradaseuro,Entradas,0,,,1
previcli3,fsalidaseuro,Salidas,0,,,1
previcli3,icodcli,icodcli,1,,,
previcli3,linea,Línea,1,,,
previcli3,LineaSeg,Línea Seguimiento,1,,,
previcli3,Observaciones,Observaciones,0,,,
previcli3,previrealizada,Previa Realizada,1,,,
previcli3,sdescripcion,Descripción,0,,,1
previcli3,subusu,Código Usuario,1,,,
previexp,asiento,Asiento,1,,,
previexp,contpar1,Contrapartida1,1,,,
previexp,contpar2,Contrapartida2,1,,,
previexp,dfecha,Fecha,0,,fecha,1
previexp,fecharealizada,Fecha Realización,0,,fecha,
previexp,FechaSeg,Fecha Seguimiento,1,,fecha,
previexp,fentradaseuro,Entradas,0,,,1
previexp,fsalidaseuro,Salidas,0,,,1
previexp,inumexp,Num Expediente,1,,,
previexp,iyear,iyear,1,,,
previexp,linea,Línea,1,,,
previexp,LineaSeg,Línea Seguimiento,1,,,
previexp,previrealizada,Previa Realizada,1,,,
previexp,sdescripcion,Descripción,0,,,1
previexp,subusu,Código Usuario,1,,,
previexp,yearconta,yearconta,1,,,
previexp1,dfecha,Fecha,0,,fecha,1
previexp1,FechaSeg,Fecha Seguimiento,1,,fecha,
previexp1,fentradaseuro,Entradas,0,,,1
previexp1,fsalidaseuro,Salidas,0,,,1
previexp1,inumexp,Núm Expediente,1,,,
previexp1,iyear,iyear,1,,,
previexp1,linea,Línea,1,,,
previexp1,LineaSeg,Línea Seguimiento,1,,,
previexp1,Observaciones,Observaciones,0,,,
previexp1,previrealizada,previrealizada,1,,,
previexp1,sdescripcion,Descripción,0,,,1
previexp1,subusu,Código Usuario,1,,,
previexp2,asiento,Asiento,0,,,
previexp2,contabilizado,Contabilizado,1,,,
previexp2,contpar1,Contrapartida1,1,,,
previexp2,contpar2,Contrapartida2,1,,,
previexp2,dfecha,Fecha,0,,fecha,1
previexp2,FechaSeg,Fecha Seguimiento,1,,fecha,
previexp2,fentradaseuro,Entradas,0,,,1
previexp2,fsalidaseuro,Salidas,0,,,1
previexp2,inumexp,Núm Expediente,1,,,
previexp2,iyear,iyear,1,,,
previexp2,linea,Línea,1,,,
previexp2,LineaSeg,Línea Seguimiento,1,,,
previexp2,Observaciones,Observaciones,0,,,
previexp2,previrealizada,Previa Realizada,1,,,
previexp2,sdescripcion,Descripción,0,,,1
previexp2,subusu,Código Usuario,1,,,
previexp2,yearconta,yearconta,1,,,
previexp3,dfecha,Fecha,0,,fecha,1
previexp3,FechaSeg,Fecha Seguimiento,1,,fecha,
previexp3,fentradaseuro,Entradas,0,,,1
previexp3,fsalidaseuro,Salidas,0,,,1
previexp3,inumexp,Núm Expediente,1,,,
previexp3,iyear,iyear,1,,,
previexp3,linea,Línea,1,,,
previexp3,LineaSeg,Línea Seguimiento,1,,,
previexp3,Observaciones,Observaciones,0,,,
previexp3,previrealizada,Previa Realizada,1,,,
previexp3,sdescripcion,Descripción,0,,,1
previexp3,subusu,Código Usuario,1,,,
prevpain,concepto,Concepto,0,,,0
prevpain,contabilizado,Diario,0,,sino,0
prevpain,fecha,F. Vencimiento,0,,fecha,0
prevpain,fecharealizada,F. Pago,0,,fecha,0
prevpain,formapago,Forma de Pago,0,,,0
prevpain,realizada,Pagado,0,,sino,0
prevpain,total,Total,0,,,0
procedi,codproce,Código,0,,,1
procedi,indice,Índice,1,,,
procedi,procedimiento,Tipo Procedimiento,0,0,,1
procurad,cuentabanco,CCC Procurador,0,0,,
procurad,email,Correo Electrónico,0,0,,1
procurad,icodpro,Código Procurador,1,,,
procurad,Nacionalidad,Nacionalidad,0,0,,1
procurad,notas,Notas,0,0,rtf,
procurad,numcolegiado,Núm Colegiado,0,,,
procurad,numreferencia,Ref  Procurador,0,,,
procurad,pagweb,Página Web,0,0,,
procurad,Perso1,Perso1,1,,,
procurad,Perso10,Perso10,1,,,
procurad,Perso2,Perso2,1,,,
procurad,Perso3,Perso3,1,,,
procurad,Perso4,Perso4,1,,,
procurad,Perso5,Perso5,1,,,
procurad,Perso6,Perso6,1,,,
procurad,Perso7,Perso7,1,,,
procurad,Perso8,Perso8,1,,,
procurad,Perso9,Perso9,1,,,
procurad,PersoFecha1,PersoFecha1,1,,fecha,
procurad,PersoFecha2,PersoFecha2,1,,fecha,
procurad,PersoFecha3,PersoFecha3,1,,fecha,
procurad,PersoLogic1,PersoLogic1,1,,,
procurad,PersoLogic2,PersoLogic2,1,,,
procurad,PersoLogic3,PersoLogic3,1,,,
procurad,PersoLogic4,PersoLogic4,1,,,
procurad,PersoLogic5,PersoLogic5,1,,,
procurad,PersoLogic6,PersoLogic6,1,,,
procurad,PersoNum1,PersoNum1,1,,,
procurad,PersoNum2,PersoNum2,1,,,
procurad,PersoNum3,PersoNum3,1,,,
procurad,PersoNum4,PersoNum4,1,,,
procurad,PersoNum5,PersoNum5,1,,,
procurad,scodpostalpro,Código Postal,0,0,,1
procurad,sdomiciliopro,Dirección,0,0,,1
procurad,sfaxpro,Fax,0,0,,
procurad,smovilpro,Móvil,0,0,,1
procurad,snifpro,NIF/CIF,0,0,,1
procurad,snombrepro,Nombre,0,0,,1
procurad,spoblacionpro,Población,0,0,,1
procurad,sprovinciapro,Provincia,0,0,,1
procurad,stelefonopro,Teléfono 1,0,0,,1
procurad,telefono2,Teléfono 2,0,0,,1
procurad,telefono3,Teléfono 3,0,0,,
productos,caracteristicas,Características,0,,,
productos,categoria,Categoria,0,,,
productos,deshabilitado,Deshabilitado,0,,,
productos,familia,Familia,0,,,
productos,fechaalta,Fecha Alta,0,,fecha,
productos,fechacompra,Fecha Última Compra,0,,fecha,
productos,gama,Gama,0,,,
productos,icodproducto,Código,1,,,
productos,importe,Importe,0,,,
productos,nombre,Nombre,0,,,
productos,notas,Notas,0,,rtf,
productos,precio,Precio Compra,0,,,
productos,precioventa,Precio Venta,0,,,
productos,referencia,Referencia,0,,,
productos,subcategoria,Subcategoria,0,,,
productos,ubicacion,Ubicación,0,,,
profagru,dctolinea,Dcto,0,,,
proforma,baseConPortes,Total Base (Portes),0,,,0
proforma,bicswift,Código BIC/SWIFT,0,,,
proforma,codpostalcli,Código Postal,0,,,
proforma,codsubusu,Código Usuario,1,,,
proforma,ctahono,Cuenta Honorarios,0,,,
proforma,ctairpf,Cuenta IRPF,0,,,
proforma,ctaiva,Cuenta IVA/IGIC,0,,,0
proforma,cueconcli,CCC Cliente,0,,,
proforma,cuentabanco,Cuenta Banco,0,,,
proforma,cuentabancocifr,CCC Banco Cifrado,0,,,
proforma,dcto,% Descuento,0,,porciento,
proforma,dctoimpresion,Doc Impresión,1,,,
proforma,descplazo,Plazos de Cobro,0,,,
proforma,domiciliocli,Domicilio,0,,,
proforma,estado,Estado Presupuesto,0,,,
proforma,expediente,Núm Expediente,0,,,
proforma,fecha,Fecha,0,,fecha,
proforma,fechafacturalarga,Fecha Impresión Larga,0,,fecha,
proforma,fmandato,Fecha Mandato,0,,,
proforma,formapago,Forma de Pago,0,,,
proforma,honoConDctoLin,Importe,1,,,
proforma,iban,IBAN,0,,,
proforma,ibancifr,IBAN Cifrado,0,,,
proforma,importecobrado,Total Cobrado,0,,,
proforma,inumfactura,Número,0,,,
