id,claveFiltro,nombre,campo,orden,campovisualizacion,etiquetasini,tipofiltro,Visible,consultaindependiente,subClave,modofiltro,consultacombo,combovaloresUsu,disponible
1172,ControlClientes,Comunicaciones Comerciales,campoPerfil11,31,,0,4,False,,ControlAlumnos,,,,1
1173,ControlClientes,Documento LOPD,campoPerfil12,32,,0,4,False,,ControlAlumnos,,,,1
1174,ControlClientes,Servicios de Interés,campoPerfil14,34,,0,7,False,,ControlAlumnos,,,,1
1175,ControlClientes,Nivel de Satisfacción,campoPerfil21,41,,0,4,False,,ControlAlumnos,,,,1
1176,ControlClientes,Reclamaciones,campoPerfil23,43,,0,4,False,,ControlAlumnos,,,,1
1177,ControlClientes,Trato Preferente,campoPerfil13,33,,0,4,False,,ControlAlumnos,,,,1
1178,ControlClientes,Profesión,campoPerfil4,24,,0,0,False,,ControlClientes,,,,1
1179,ControlClientes,Peso,campoPerfil5,25,,0,0,False,,ControlClientes,,,,1
1180,ControlClientes,Altura,campoPerfil6,26,,0,0,False,,ControlClientes,,,,1
1181,ControlClientes,Práctica Deporte,campoPerfil7,27,,0,4,False,,ControlClientes,,,,1
1182,ControlClientes,Frecuencia,campoPerfil8,28,,0,4,False,,ControlClientes,,,,1
1183,ControlClientes,Fuente de Contacto,campoPerfil1,21,,0,4,False,,ControlClientes,,,,1
1184,ControlClientes,Comunicaciones Comerciales,campoPerfil11,31,,0,4,False,,ControlClientes,,,,1
1185,ControlClientes,Documento LOPD,campoPerfil12,32,,0,4,False,,ControlClientes,,,,1
1186,ControlClientes,Servicios de Interés,campoPerfil14,34,,0,7,False,,ControlClientes,,,,1
1187,ControlClientes,Nivel de Satisfacción,campoPerfil21,41,,0,4,False,,ControlClientes,,,,1
1188,ControlClientes,Reclamaciones,campoPerfil23,43,,0,4,False,,ControlClientes,,,,1
1189,ControlClientes,Trato Preferente,campoPerfil13,33,,0,4,False,,ControlClientes,,,,1
1214,ControlClientes,Profesión,campoPerfil4,24,,0,0,False,,ControlPacientes,,,,1
1215,ControlClientes,Peso,campoPerfil5,25,,0,0,False,,ControlPacientes,,,,1
1216,ControlClientes,Altura,campoPerfil6,26,,0,0,False,,ControlPacientes,,,,1
1217,ControlClientes,Práctica Deporte,campoPerfil7,27,,0,4,False,,ControlPacientes,,,,1
1218,ControlClientes,Frecuencia,campoPerfil8,28,,0,4,False,,ControlPacientes,,,,1
1219,ControlClientes,Fuente de Contacto,campoPerfil1,21,,0,4,False,,ControlPacientes,,,,1
1220,ControlClientes,Comunicaciones Comerciales,campoPerfil11,31,,0,4,False,,ControlPacientes,,,,1
1221,ControlClientes,Documento LOPD,campoPerfil12,32,,0,4,False,,ControlPacientes,,,,1
1222,ControlClientes,Servicios de Interés,campoPerfil14,34,,0,7,False,,ControlPacientes,,,,1
1223,ControlClientes,Nivel de Satisfacción,campoPerfil21,41,,0,4,False,,ControlPacientes,,,,1
1224,ControlClientes,Reclamaciones,campoPerfil23,43,,0,4,False,,ControlPacientes,,,,1
1225,ControlClientes,Trato Preferente,campoPerfil13,33,,0,4,False,,ControlPacientes,,,,1
1226,ControlClientes,Profesión,campoPerfil4,24,,0,0,False,,ControlPotenciales,,,,1
1227,ControlClientes,Peso,campoPerfil5,25,,0,0,False,,ControlPotenciales,,,,1
1228,ControlClientes,Altura,campoPerfil6,26,,0,0,False,,ControlPotenciales,,,,1
1229,ControlClientes,Práctica Deporte,campoPerfil7,27,,0,4,False,,ControlPotenciales,,,,1
1230,ControlClientes,Frecuencia,campoPerfil8,28,,0,4,False,,ControlPotenciales,,,,1
1231,ControlClientes,Fuente de Contacto,campoPerfil1,21,,0,4,False,,ControlPotenciales,,,,1
1232,ControlClientes,Comunicaciones Comerciales,campoPerfil11,31,,0,4,False,,ControlPotenciales,,,,1
1233,ControlClientes,Documento LOPD,campoPerfil12,32,,0,4,False,,ControlPotenciales,,,,1
1234,ControlClientes,Servicios de Interés,campoPerfil14,34,,0,7,False,,ControlPotenciales,,,,1
1235,ControlClientes,Nivel de Satisfacción,campoPerfil21,41,,0,4,False,,ControlPotenciales,,,,1
1236,ControlClientes,Reclamaciones,campoPerfil23,43,,0,4,False,,ControlPotenciales,,,,1
1237,ControlClientes,Trato Preferente,campoPerfil13,33,,0,4,False,,ControlPotenciales,,,,1
1262,ControlClientes,Profesión,campoPerfil4,24,,0,0,False,,Terceros,,,,1
1263,ControlClientes,Peso,campoPerfil5,25,,0,0,False,,Terceros,,,,1
1264,ControlClientes,Altura,campoPerfil6,26,,0,0,False,,Terceros,,,,1
1265,ControlClientes,Práctica Deporte,campoPerfil7,27,,0,4,False,,Terceros,,,,1
1266,ControlClientes,Frecuencia,campoPerfil8,28,,0,4,False,,Terceros,,,,1
1267,ControlClientes,Fuente de Contacto,campoPerfil1,21,,0,4,False,,Terceros,,,,1
1268,ControlClientes,Comunicaciones Comerciales,campoPerfil11,31,,0,4,False,,Terceros,,,,1
1269,ControlClientes,Documento LOPD,campoPerfil12,32,,0,4,False,,Terceros,,,,1
1270,ControlClientes,Servicios de Interés,campoPerfil14,34,,0,7,False,,Terceros,,,,1
1271,ControlClientes,Nivel de Satisfacción,campoPerfil21,41,,0,4,False,,Terceros,,,,1
1272,ControlClientes,Reclamaciones,campoPerfil23,43,,0,4,False,,Terceros,,,,1
1273,ControlClientes,Trato Preferente,campoPerfil13,33,,0,4,False,,Terceros,,,,1
1298,AtencionCliente,Edad Tarea,5000106,126,,0,0,False,,,,,,1
1299,AtencionCliente,Días desde la última actuación,5000107,127,,0,0,False,,,,,,1
1300,AtencionCliente,Días hasta Realización Tarea ,5000108,128,,0,0,False,,,,,,1
1301,AtencionCliente,Importe,5000159,179,,0,0,False,,,,,,1
1302,AtencionCliente,Aplazamiento,5000199,219,,0,4,False,,,,,,1
1303,AtencionCliente,Forma Pago,5000157,177,,0,4,False,,,,,,1
1304,AtencionCliente,Fraccionamiento,5000197,217,,0,4,False,,,,,,1
1305,AtencionCliente,Forma Presentación,5000156,176,,0,4,False,,,,,,1
1306,AtencionCliente,Código Electrónico,5000158,178,,0,0,False,,,,,,1
1307,ControlClientes,Recomendaciones,campoPerfil22,42,,0,4,False,,ControlAlumnos,,,,1
1308,ControlClientes,Recomendaciones,campoPerfil22,42,,0,4,False,,ControlClientes,,,,1
1311,ControlClientes,Recomendaciones,campoPerfil22,42,,0,4,False,,ControlPacientes,,,,1
1312,ControlClientes,Recomendaciones,campoPerfil22,42,,0,4,False,,ControlPotenciales,,,,1
1315,ControlClientes,Recomendaciones,campoPerfil22,42,,0,4,False,,Terceros,,,,1
1319,ControlFacturas,Descripción,sdescripcion,14,,0,0,True,,Oficial,,,,1
1320,ControlFacturas,Descripción,sdescripcionorden,14,,0,0,True,,Proformas,,,,1
1321,PrevisionCobros,Banco,bancoprev,14,,0,0,True,,PrevisionCobros,,,,1
1322,Inmuebles,Referencia,referencia,1,,0,0,True,,,,,,1
1323,Inmuebles,Descripción Corta,snombrecli,0,,0,0,True,,,,,,1
1325,Inmuebles,Operación,operacion,4,,0,4,True,,,,inmueblesext|operacion,,1
1326,Inmuebles,Estado,estadocli,5,,0,4,True,,,,clientes|EstadoInmueble,,1
1327,Inmuebles,Población,poblacion,13,,0,0,False,,,,,,1
1328,Inmuebles,Provincia,provincia,14,,0,0,False,,,,,,1
1329,Inmuebles,cliUsuario,nomusuario,6,,1,1,False,,,,,,1
1330,Inmuebles,M2 Construidos,7000600,620,,0,0,False,,,,,,1
1331,Inmuebles,M2 útiles ,7000601,621,,0,0,False,,,,,,1
1332,Inmuebles,Año de construcción ,7000602,622,,0,0,False,,,,,,1
1333,Inmuebles,Edificio,7000603,623,,0,0,False,,,,,,1
1334,Inmuebles,Nº habitaciones,7000604,624,,0,4,False,,,,,,1
1335,Inmuebles,Nº baños,7000605,625,,0,4,False,,,,,,1
1336,Inmuebles,Fachada del inmueble,7000606,626,,0,4,False,,,,,,1
1337,Inmuebles,Equipamiento,7000607,627,,0,4,False,,,,,,1
1338,Inmuebles,Otros,7000608,628,,0,4,False,,,,,,1
1339,Inmuebles,Consumo energético,7000609,629,,0,0,False,,,,,,1
1340,Inmuebles,Emisión CO2,7000610,630,,0,0,False,,,,,,1
1341,Inmuebles,Certificado consumo energético,7000611,631,,0,0,False,,,,,,1
1342,Inmuebles,Certificado de emisión energética,7000612,632,,0,0,False,,,,,,1
1343,Inmuebles,Llaves,7000613,633,,0,4,False,,,,,,1
1344,Inmuebles,Ref llavero,7000614,634,,0,0,False,,,,,,1
1345,Inmuebles,Cartel,7000615,635,,0,4,False,,,,,,1
1346,Inmuebles,Nota Simple,7000616,636,,0,4,False,,,,,,1
1347,Inmuebles,Hipoteca,7000617,637,,0,4,False,,,,,,1
1348,Inmuebles,Superficie catastral,7000618,638,,0,0,False,,,,,,1
1349,Inmuebles,Superficie terraza,7000619,639,,0,0,False,,,,,,1
1350,Inmuebles,Superficie garaje,7000620,640,,0,0,False,,,,,,1
1351,Inmuebles,Precio plaza garaje,7000621,641,,0,0,False,,,,,,1
1352,ControlClientes,Campo 1111,3100162,182,,0,0,False,,ControlClientes,,,,1
1353,ControlHistorial,Campo 1111,100162,182,,0,0,False,,,,,,1
1354,PrevCobros,Campo 1111,600162,182,,0,0,False,,,,,,1
1355,ControlClientes,Campo 2222,3100163,183,,0,0,False,,ControlClientes,,,,1
1356,ControlHistorial,Campo 2222,100163,183,,0,0,False,,,,,,1
1357,PrevCobros,Campo 2222,600163,183,,0,0,False,,,,,,1
1358,ControlClientes,Campo 3333,3100164,184,,0,7,False,,ControlClientes,,,,1
1359,ControlHistorial,Campo 3333,100164,184,,0,7,False,,,,,,1
1360,PrevCobros,Campo 3333,600164,184,,0,7,False,,,,,,1
1361,ControlClientes,Campo 5,3100166,186,,0,0,False,,ControlClientes,,,,1
1362,ControlHistorial,Campo 5,100166,186,,0,0,False,,,,,,1
1363,PrevCobros,Campo 5,600166,186,,0,0,False,,,,,,1
1364,ControlClientes,Campo 4,3100165,185,,0,0,False,,ControlClientes,,,,1
1365,ControlHistorial,Campo 4,100165,185,,0,0,False,,,,,,1
1366,PrevCobros,Campo 4,600165,185,,0,0,False,,,,,,1
1367,ControlClientes,Campo 1,3100167,187,,0,0,False,,ControlClientes,,,,1
1368,ControlHistorial,Campo 1,100167,187,,0,0,False,,,,,,1
1369,PrevCobros,Campo 1,600167,187,,0,0,False,,,,,,1
1370,ControlClientes,Campo 2,3100168,188,,0,0,False,,ControlClientes,,,,1
1371,ControlHistorial,Campo 2,100168,188,,0,0,False,,,,,,1
1372,PrevCobros,Campo 2,600168,188,,0,0,False,,,,,,1
1373,ControlClientes,Campo 3,3100169,189,,0,7,False,,ControlClientes,,,,1
1374,ControlHistorial,Campo 3,100169,189,,0,7,False,,,,,,1
1375,PrevCobros,Campo 3,600169,189,,0,7,False,,,,,,1
1376,ControlClientes,DECIMAL CLIENTE,3100368,388,,0,1,False,,ControlClientes,,,,1
1377,ControlHistorial,DECIMAL CLIENTE,100368,388,,0,1,False,,,,,,1
1378,PrevCobros,DECIMAL CLIENTE,600368,388,,0,1,False,,,,,,1
1379,ControlClientes,DECIMAL 2,3100369,389,,0,1,False,,ControlClientes,,,,1
1380,ControlHistorial,DECIMAL 2,100369,389,,0,1,False,,,,,,1
1381,PrevCobros,DECIMAL 2,600369,389,,0,1,False,,,,,,1
1382,ControlClientes,NO DECIMAL,3100370,390,,0,0,False,,ControlClientes,,,,1
1383,ControlHistorial,NO DECIMAL,100370,390,,0,0,False,,,,,,1
1384,PrevCobros,NO DECIMAL,600370,390,,0,0,False,,,,,,1
1386,AtencionCliente,Referencia,referencia,51,,0,0,True,,,,,,1
1387,ControlAdjuntosBuscadorDocumentosDocSign,Nombre Adjunto,nombreReal,1,,0,0,True,,,,,,1
1388,ControlAdjuntosBuscadorDocumentosDocSign,Tipo Adjunto,TIPO_ADJUNTO,2,,0,0,True,,,,,,1
1389,ControlAdjuntosBuscadorDocumentosDocSign,Nombre Ficha,NOMBRE_FICHA,3,,0,0,True,,,,,,1
1390,ControlAdjuntosBuscadorDocumentosDocSign,Título Adjunto,titulo,4,,0,0,True,,,,,,1
1391,ControlAdjuntosBuscadorDocumentosDocSign,Fecha Adjunto,fechaHora,1,,0,8,True,,,,,,1
1392,ControlAdjuntosBuscadorDocumentosDocSign,Fecha Firma,fechaFirma,2,,0,8,True,,,,,,1
1393,ControlAdjuntosBuscadorDocumentos,Abogado Propio,snombreabo,11,bverficabog,0,0,False,,,,,,1
1394,ControlBonos,Referencia,referencia,5,bVerReferenciaBono,0,0,False,,,,,,1
1395,PrevisionCobros,Campo 1111,600162,182,,0,0,False,,PrevisionCobros,,,,1
1396,PrevisionCobros,Campo 2222,600163,183,,0,0,False,,PrevisionCobros,,,,1
1397,PrevisionCobros,Campo 3333,600164,184,,0,7,False,,PrevisionCobros,,,,1
1398,PrevisionCobros,Campo 5,600166,186,,0,0,False,,PrevisionCobros,,,,1
1399,PrevisionCobros,Campo 4,600165,185,,0,0,False,,PrevisionCobros,,,,1
1400,PrevisionCobros,Campo 1,600167,187,,0,0,False,,PrevisionCobros,,,,1
1401,PrevisionCobros,Campo 2,600168,188,,0,0,False,,PrevisionCobros,,,,1
1402,PrevisionCobros,Campo 3,600169,189,,0,7,False,,PrevisionCobros,,,,1
1403,PrevisionCobros,DECIMAL CLIENTE,600368,388,,0,1,False,,PrevisionCobros,,,,1
1404,PrevisionCobros,DECIMAL 2,600369,389,,0,1,False,,PrevisionCobros,,,,1
1405,PrevisionCobros,NO DECIMAL,600370,390,,0,0,False,,PrevisionCobros,,,,1
1406,AtencionCliente,EtiqEtapaExpediente,etapaexpedien,4,VerExpedientes,1,0,False,,,,,,1
1407,AtencionCliente,Usuario Cliente,NombreClienteUsuario,6,,0,0,False,,,,,,1
1408,AtencionCliente,EtiqYearExpediente,iyear,11,bVerExpedientes,1,3,False,,,,,,1
1409,ControlClientes,clinombrecomercial,snombreclicomercial,1,tipoficherocli:4:bvernomcomercialcli,1,0,True,,ControlPacientes,,,,1
1410,AtencionCliente,Dirección Tarea,direccionTarea,80,bverdireccionescli,0,0,False,,,,,,1
1411,AtencionCliente,Dirección,sdomiciliocli,81,!bverSoloNomCli,0,0,False,,,,,,1
1412,AtencionCliente,Población,spoblacioncli,82,!bverSoloNomCli,0,0,False,,,,,,1
1413,AtencionCliente,Provincia,sprovinciacli,83,!bverSoloNomCli,0,0,False,,,,,,1
1414,ControlClases,cliUsuarioMultiple,nomsubusutodos,51,multiprofesor,1,3,False,"id IN (SELECT sa.idAct FROM [[instancia]advabousu[empresa]].dbo.subususact sa LEFT JOIN [[instancia]advabousu[empresa]].dbo.subusu sub ON sa.codsubusu = sub.icodsubusu AND sa.origen = origen WHERE isnull(sub.nombre, 'DESPACHO') LIKE '%{0}%')",,,,,1
1415,ControlClientes,clinombrecomercial,snombreclicomercial,6,tipoficherocli:2:bvernomcomercialcli,1,0,True,,ControlPotenciales,,,,1
1417,ControlHistorial,Núm. Cobro,inumcobro,6,bvernumcobro,0,1,True,,,,,,1
1418,ControlTesorerias,Núm. Cobro,inumcobro,6,bvernumcobro,0,1,True,,,,,,1
1419,ControlBonos,Núm. Volante,numvolante,6,bvermutua,0,0,True,,,,,,1
1420,ControlExpedientes,EtiqContactoNombre,nombrecont,32,expe_con|1[AND]bverficconta,1,3,False,"e.inumexp * CAST(10000 as bigint) + e.iyear    IN (SELECT ECT.inumexp * CAST(10000 as bigint) + ECT.iyear as idexp    
		FROM expconta ECT    JOIN contacto CT ON ECT.codcontacto = CT.codcontacto    
		WHERE CT.nombre LIKE '%{0}%')",frmSeleccionarFicha,,,,1
1421,ControlExpedientes,NIF Persona de Contacto,nifCont,33,expe_con|1[AND]bverficconta,0,3,False,"e.inumexp * CAST(10000 as bigint) + e.iyear    IN (SELECT ECT.inumexp * CAST(10000 as bigint) + ECT.iyear as idexp    
		FROM expconta ECT    JOIN contacto CT ON ECT.codcontacto = CT.codcontacto    
		WHERE CT.nif LIKE '%{0}%')",frmSeleccionarFicha,,,,1
1427,ControlTratamientos,Especialidad,tipoespecialidad,1,bVerPlanTratamiento,0,0,False,,,,,,1
1435,ControlTratamientos,Tipo Tratamiento,tipoodontograma,4,,0,0,True,,,,,,1
1444,ControlClientes,func:GetEtiqNombreCliente,snombrecli,10,bMostrarRefServSupGast,1,3,True,"icodcli in (SELECT DISTINCT icodcli 
	FROM servicioscli S
	WHERE
		S.referencia LIKE '%{0}%')",,,,,1
1460,FacturasRecibidas,cliUsuario,nombreusuario,7,,1,0,True,,,,,,1
1466,ControlTratamientos,Tipo Tratamiento,tipoodontograma,4,,0,0,True,,,,,,1
1469,ControlClases,CentrosSingular,nombreCentro,50,bvercentros,1,0,False,,,,,,1
1470,ControlExpedientes,CentrosSingular,sdescripcion,100,bvercentros,1,0,False,,frmSeleccionarFicha,,,,1
1477,ControlClientes,func:GetEtiqNombreCliente,snombrecli,10,bMostrarRefServSupGast,1,3,True,"icodcli in (SELECT DISTINCT icodcli 
	FROM servicioscli S
	WHERE
		S.referencia LIKE '%{0}%')",,,,,1
1488,ControlRecursosCamas,Cama,snombrecli,1,bvercamas,0,0,True,,,,,,1
1489,ControlRecursosCamas,Tipo de Cama,tipofichero,2,bvercamas,0,0,True,,,,,,1
1490,ControlRecursosCamas,Núm. Habitación,recursonumhabitacion,3,bvercamas,0,1,True,,,,,,1
1491,ControlRecursosCamas,Planta,recursoplanta,4,bvercamas,0,0,True,,,,,,1
1492,ControlRecursosCamas,Tipo de Habitación,recursotipohabitacion,5,bvercamas,0,0,True,,,,,,1
1493,ControlRecursosCamas,Residente,residente,6,bvercamas,0,0,True,,,,,,1
1494,ControlRecursosCamas,Sexo,mascotasexo,7,bvercamas,0,0,True,,,,,,1
1496,ControlExpedientes,EtiqPotencialesSg,potencialestodos,58,bverpotenciales[AND]bverexpedienclipot,1,3,False,"idexp IN (SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
	FROM [[instancia]advabousu[empresa]].dbo.exclipro ECP
	JOIN [[instancia]advabousu[empresa]].dbo.clientes C ON ECP.icodcli = C.icodcli
	WHERE C.tipobd = 2 AND C.snombrecli LIKE '%{0}%')",,,,,1
1497,ControlExpedientes,Otros Intervinientes,otrosintervinientestodos,152,,0,3,False,"idexp IN (
--Cliente, Trabajador, Potencial, Tercero, Paciente, Alumno, Compañía, MascotaTutor, Mutua, Proveedor, Voluntario, Financiador, TerceraEdad, Recurso, Mascota, InmuebleCli
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.clientes C ON ECP.codigo = C.icodcli
WHERE ECP.tipo IN (1000, 1001, 1002, 1003, 1004, 1005, 1006, 1007, 1008, 1009, 1010, 1011, 1012, 1013, 1014, 1015) AND C.snombrecli LIKE '%{0}%'
UNION
--Contrario
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.cliecont C ON ECP.codigo = C.icodclicon
WHERE ECP.tipo = 2000 AND C.snombreclicon LIKE '%{0}%'
UNION
--Abogado, Abogado Contrario
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.abogados C ON ECP.codigo = C.icodabo
WHERE ECP.tipo IN (2001, 2003) AND C.snombreabo LIKE '%{0}%'
UNION
--Procurador, Procurador Contrario
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.procurad C ON ECP.codigo = C.icodpro
WHERE ECP.tipo IN (2002, 2004) AND C.snombrepro LIKE '%{0}%'
UNION
--Contacto
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.contacto C ON ECP.codigo = C.codcontacto
WHERE ECP.tipo = 2005 AND C.nombre LIKE '%{0}%'
UNION
--Colaborador
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.colabora C ON ECP.codigo = C.codcolab
WHERE ECP.tipo = 2006 AND C.snombrecol LIKE '%{0}%'
UNION
--Juzgado
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.juzgado C ON ECP.codigo = C.codjuzga
WHERE ECP.tipo = 2007 AND C.juzgado LIKE '%{0}%'
UNION
--Organismo
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.organism C ON ECP.codigo = C.codorgan
WHERE ECP.tipo = 2008 AND C.nombre LIKE '%{0}%'
UNION
--Perito
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.peritos C ON ECP.codigo = C.codigo
WHERE ECP.tipo = 2009 AND C.nombre LIKE '%{0}%'
UNION
--Taller
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.talleres C ON ECP.codigo = C.codigo
WHERE ECP.tipo = 2010 AND C.nombre LIKE '%{0}%'
UNION
--Inmueble
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.perso1 C ON ECP.codigo = C.codigo
WHERE ECP.tipo = 2011 AND C.Perso1 LIKE '%{0}%'
UNION
--Notaria
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.perso2 C ON ECP.codigo = C.codigo
WHERE ECP.tipo = 2012 AND C.Perso1 LIKE '%{0}%'
UNION
--Promotor
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.perso3 C ON ECP.codigo = C.codigo
WHERE ECP.tipo = 2013 AND C.Perso1 LIKE '%{0}%'
UNION
--Inmobiliaria
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.perso5 C ON ECP.codigo = C.codigo
WHERE ECP.tipo = 2014 AND C.Perso1 LIKE '%{0}%'
UNION
--Vehiculo
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.perso4 C ON ECP.codigo = C.codigo
WHERE ECP.tipo = 2015 AND C.Perso1 LIKE '%{0}%'
UNION
--Colitigante
SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
FROM [[instancia]advabousu[empresa]].dbo.expIntervinientes ECP
INNER JOIN [[instancia]advabousu[empresa]].dbo.colitiga C ON ECP.codigo = C.codcolit
WHERE ECP.tipo = 2016 AND C.snombrecol LIKE '%{0}%'
)
",ControlExpedientes,,,,1
1498,Mascotas,Número,codigo,1,!bvercamponumerico,0,0,False,,,,,,1
1499,Mascotas,Número,codigo,1,bvercamponumerico,0,1,False,,,,,,1
1500,ControlFacturas,Núm. Factura,inumfactura,1,,0,1,True,,Oficial,,,,1
1501,ControlFacturas,Núm. Proforma,inumfactura,1,,0,1,True,,Proformas,,,,1
1502,ControlFacturas,Núm. Albarán,inumfactura,1,,0,1,True,,Albaranes,,,,1
1503,ControlFacturas,Núm. Pedido,inumfactura,1,,0,1,True,,Pedidos,,,,1
1504,ControlFacturas,Núm. Presupuesto,inumfactura,1,,0,1,True,,ControlPresupuestos,,,,1
1505,ControlFacturas,Núm. Orden,inumfactura,1,,0,1,True,,OrdenTrabajo,,,,1
1506,ControlFacturas,Descripción,sdescripcionorden,7,,0,0,True,,Albaranes,,,,1
1507,ControlFacturas,Descripción,sdescripcionorden,7,,0,0,True,,Pedidos,,,,1
1508,ControlFacturas,Descripción,sdescripcionorden,7,,0,0,True,,OrdenTrabajo,,,,1
1509,ControlBonos,Aseguradora,Aseguradora,7,bvermutua,0,0,True,,,,,,1
1510,ArticulosPredef,Marca,marca,1,,0,0,False,,,,,,1
1511,ArticulosPredef,Tipo Consumo,tipoConsumo,1,bMostrarTipoConsumo,0,0,False,,,,,,1
1512,Stock,Tipo Consumo,tipoConsumo,1,bMostrarTipoConsumo,0,0,False,,,,,,1
1513,Stock,Marca,marca,1,,0,0,False,,,,,,1
1514,ValidacionGastos,Tipo de Gasto,tipoGasto,0,,0,0,True,,,,,,1
1515,ValidacionGastos,Importe,importe,1,,0,1,True,,,,,,1
1516,ValidacionGastos,Proveedor,nombreProveedor,2,,0,0,True,,,,,,1
1517,ValidacionGastos,NIF/CIF Proveedor,nifproveedor,3,,0,0,True,,,,,,1
1518,ValidacionGastos,Núm. Documento,numDocumento,4,,0,0,True,,,,,,1
1520,ValidacionGastos,Subido por,nombreCreador,6,,0,0,False,,,,,,1
1521,ValidacionGastos,Validado por,nombreValidador,7,,0,0,False,,,,,,1
1522,ValidacionGastos,Origen,origen,8,,0,0,False,,,,,,1
1523,ValidacionGastos,Destino,destino,9,,0,0,False,,,,,,1
1524,ValidacionGastos,Fecha Gasto,fechaGasto,0,,0,8,True,,,,,,1
1525,ValidacionGastos,Fecha Registro,fechaCreacion,1,,0,8,False,,,,,,1
1526,ValidacionGastos,Fecha Validación,fechaValidacion,2,,0,8,False,,,,,,1
1527,Inmuebles,Tipo Propiedad,tipopropiedad,2,,0,4,True,,,,inmueblesext|tipo,,1
1528,Inmuebles,Categoría,categoria,3,,0,4,True,,,,inmueblesext|categoria,,1
1529,Inmuebles,Dirección,nombrevia,12,,0,0,False,,,,,,1
1530,Inmuebles,Barrio,zona,15,,0,4,False,,,,inmueblesext|zona,,1
1531,Inmuebles,Precio,precio,16,,0,1,False,,,,,,1
1532,Inmuebles,Núm. Habitaciones,nhabitaciones,17,,0,1,False,,,,,,1
1533,Inmuebles,Núm. Baños,nbanhos,18,,0,1,False,,,,,,1
1534,Inmuebles,Superficie (m2),m2Total,19,,0,1,False,,,,,,1
1535,Inmuebles,Superficie Útil (m2),m2Util,20,,0,1,False,,,,,,1
1536,Inmuebles,Superficie Terreno (m2),m2Superficie,21,,0,1,False,,,,,,1
1537,Inmuebles,Conservación,conservacion,22,,0,4,False,,,,inmueblesext|conservacion,,1
1538,Inmuebles,Orientación,orientacion,23,,0,4,False,,,,inmueblesext|orientacion,,1
1539,Inmuebles,Año Construcción,anhoConstruccion,23,,0,1,False,,,,,,1
1540,Inmuebles,Certificado Energético,certEnergia,24,,0,4,False,,,,inmueblesext|certEnergia,,1
1541,Inmuebles,Descripción Larga,descripcion,25,,0,0,False,,,,,,1
