id,idgrupo,nombre,texto,campo,campoVisualizacion,tipoFormato,filtroWhere,crearFormula,idtipogestor,codusu,calculado,expresion,visiblePanel,visibleForm,controlPadre,ordenPanel,ordenForm,orden,expresionUnBound,caseSql,kpi,filtro1,filtro2,ocultarIndicador,campoaux
813,90,Coste Real,Coste Real,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcli),0,0,,,20,,,"ISNULL(r.sumCosteSegcliNoGastos,0) + ISNULL(r.sumCosteSegcliGastos,0)",False,,,0,
814,90,Coste Tiempo Real,Coste Tiempo Real,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcliNoGastos),0,0,,,20,,,sumCosteSegcliNoGastos,False,,,0,
815,90,Otros Gastos Real,Otros Gastos Real,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcliGastos),0,0,,,20,,,sumCosteSegcliGastos,False,,,0,
816,93,Puntos,Puntos,,visualizacion:110044|1405|-1,3,,0,40,,0,sum(puntos),1,0,,,20,,,,False,,,0,
817,94,Núm. Compras,Núm. Compras,,,2,,0,52,,0,count(linea),1,1,,0,0,,,1,False,,,0,
818,94,Núm. Abiertas,Núm. Abiertas,,,2,estado like 'Abierta',0,52,,0,count(linea),1,1,,1,1,,,case when o.estado like 'Abierta' then 1 else 0 end,False,,,0,
819,94,Núm. Cerradas,Núm. Cerradas,,,2,estado like 'Cerrada',0,52,,0,count(linea),1,1,,2,2,,,case when o.estado like 'Cerrada' then 1 else 0 end,False,,,0,
820,86,Desviación (%),Desviación (%),,,4,sumTiempoTR > 0 AND tiemporealprev > 0,0,50,,0,((sum(sumTiempoTR)/sum(tiemporealprev))-1)*100,0,1,Resumen,,19,-820,"Iif([BoundTiempo TR] == 0 or [BoundTiempo Real Previsto] == 0, 0,  [BoundTiempo TR] / [BoundTiempo Real Previsto] - 1)",,True,,,0,
821,89,Desviación (%),Desviación (%),,,4,sumTiempoTR > 0 AND tiemporealprev > 0,0,40,,0,(sum(sumTiempoTR)/sum(tiemporealprev) -1)*100,1,1,Resumen,4,4,,"Iif([BoundTiempo TR] == 0 or [BoundTiempo Real Previsto] == 0, 0,  [BoundTiempo TR] / [BoundTiempo Real Previsto] -1)",,False,,,0,
822,90,Desviación (%),Desviación (%),,,4,sumTiempoTR > 0 AND tiemporealprev > 0,0,40,,0,(sum(sumTiempoTR)/sum(tiemporealprev) -1)*100,1,1,Resumen,4,4,,"Iif([BoundTiempo TR] == 0 or [BoundTiempo Real Previsto] == 0, 0,  [BoundTiempo TR] / [BoundTiempo Real Previsto] - 1)",,False,,,0,
823,93,Desviación (%),Desviación (%),,,4,sumTiempoTR > 0 AND tiemporealprev > 0,0,40,,0,(sum(sumTiempoTR)/sum(tiemporealprev) -1)*100,1,1,Resumen,4,4,,"Iif([BoundTiempo TR] == 0 or [BoundTiempo Real Previsto] == 0, 0,  [BoundTiempo TR] / [BoundTiempo Real Previsto] - 1)",,False,,,0,
824,1,Precio Uni.,Precio Uni.,importe,!bOcultarIndicadoresEconom,3,,0,1,,0,sum(importe),1,0,,,,-824,,,True,,,0,
825,95,Número,Número,unidad,,2,,0,51,,0,count(unidad),1,0,,,,,,,True,,,0,
826,95,Pendiente,Pendiente,,,3,,0,51,,1,([BaseImp Pendiente] + [Total IVA Pendiente] - [Total IRPF Pendiente]),1,1,,,1,,,,False,,,1,
827,95,Pagada,Pagada,,,3,,0,51,,1,(([Total Base Imp] - [BaseImp Pendiente] - [BaseImp Anulada]) + ([Total IVA] - [Total IVA Pendiente] - [Total IVA Anulada]) - ([Total IRPF] - [Total IRPF Pendiente] - [Total IRPF Anulada])),1,1,,,2,,,,False,,,1,
828,95,Anulada,Anulada,,,3,,0,51,,1,([BaseImp Anulada] + [Total IVA Anulada] - [Total IRPF Anulada]),1,1,,,3,,,,False,,,1,
829,95,Total,Total,,,3,,0,51,,1,([Total Base Imp] + [Total IVA] - [Total IRPF]),1,1,,,4,,,,False,,,1,
830,95,Total IVA,Total IVA,,,3,,0,51,,0,SUM(totaliva),0,0,,,,,,,False,,,0,
831,95,Total IRPF,Total IRPF,,,3,,0,51,,0,SUM(totalirpf),0,0,,,,,,,False,,,0,
832,95,Total Base Imp,Total Base Imp,,,3,,0,51,,0,SUM(com.baseimponible),0,0,,,,,,,False,,,0,
833,95,Total IVA Pendiente,Total IVA Pendiente,,,3,"ISNULL(estado,0) = 0",0,51,,0,SUM(totaliva),0,0,,,,,,,False,,,0,
834,95,Total IRPF Pendiente,Total IRPF Pendiente,,,3,"ISNULL(estado,0) = 0",0,51,,0,SUM(totalirpf),0,0,,,,,,,False,,,0,
835,95,BaseImp Pendiente,BaseImp Pendiente,,,3,"ISNULL(estado,0) = 0",0,51,,0,SUM(com.baseimponible),0,0,,,,,,,False,,,0,
836,95,Total IVA Anulada,Total IVA Anulada,,,3,"ISNULL(estado,0) = 1",0,51,,0,SUM(totaliva),0,0,,,,,,,False,,,0,
837,95,Total IRPF Anulada,Total IRPF Anulada,,,3,"ISNULL(estado,0) = 1",0,51,,0,SUM(totalirpf),0,0,,,,,,,False,,,0,
838,95,BaseImp Anulada,BaseImp Anulada,,,3,"ISNULL(estado,0) = 1",0,51,,0,SUM(com.baseimponible),0,0,,,,,,,False,,,0,
839,95,Importe Pendientes,Importe Pendientes,,,3,,0,51,,0,sum(com.baseimponible + com.totaliva + com.totalirpf),0,0,,,,,,"CASE WHEN com.estado <> 0 THEN 0 ELSE (ISNULL(com.baseimponible,0) + ISNULL(com.totaliva,0) - ISNULL(com.totalirpf,0)) END",False,,,0,
840,95,Importe Anuladas,Importe Anuladas,,,3,,0,51,,0,sum(com.baseimponible + com.totaliva + com.totalirpf),0,0,,,,,,"CASE WHEN com.estado <> 1 THEN 0 ELSE (ISNULL(com.baseimponible,0) + ISNULL(com.totaliva,0) - ISNULL(com.totalirpf,0)) END",False,,,0,
841,95,Importe Pagadas,Importe Pagadas,,,3,,0,51,,0,sum(com.baseimponible + com.totaliva + com.totalirpf),0,0,,,,,,"CASE WHEN com.estado <> 2 THEN 0 ELSE (ISNULL(com.baseimponible,0) + ISNULL(com.totaliva,0) - ISNULL(com.totalirpf,0)) END",False,,,0,
842,95,Importe,Importe,total,,3,,0,51,,0,,0,0,,,,,,,False,,,0,
843,64,totalhonorarios,Total Honorarios,totalhonorarios,!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalhonorarios),0,0,,,,-843,,,False,,,0,
844,64,totalanticipos,Total Anticipos,totalanticipos,bveranticipo[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalanticipos),0,0,,,,-844,,,False,,,0,
845,64,totalsuplidos,Total Suplidos,totalsuplidos,bverprovsup[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalsuplidos),0,0,,,,-845,,,False,,,0,
846,64,totalgastos,Total Gastos,totalgastos,!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalgastos),0,0,,,,-846,,,False,,,0,
847,64,totalprovrecibidas,Tot. Prov. Recibidas,totalprovrecibidas,bverprovsup[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalprovrecibidas),0,0,,,,-847,,,False,,,0,
848,64,totalprovsolicitadas,Tot. Prov. Solicitadas,totalprovsolicitadas,bverprovsup[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalprovsolicitadas),0,0,,,,-848,,,False,,,0,
849,64,ftotalprovisiones,Tot. Provisiones,ftotalprovisiones,bverprovsup[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(ftotalprovisiones),0,0,,,,-849,,,False,,,0,
850,64,totalcobrado,Total Cobrado,totalcobrado,!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalcobrado),0,0,,,,-850,,,False,,,0,
851,64,totalfacturacion,Total Facturado,totalfacturacion,bbtncuenexp[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalfacturacion),0,0,,,,-851,,,False,,,0,
852,64,totalbaseimponible,Total Facturado(b.i),totalbaseimponible,bbtncuenexp[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalbaseimponible),0,0,,,,-852,,,False,,,0,
853,1,Performance,Performance,,desactivado,0,,0,1,,1,[Total Precio] / [Número],0,0,,,,-853,"Iif( [BoundCantidad] == 0, 0, ToDecimal([BoundTotal Precio])/[BoundCantidad] )",,True,,,0,
854,96,NumActuaciones,Actuaciones,,,2,,0,40,,0,count(linea),1,1,Resumen,,1,,,1,False,,,0,
855,96,TiempoTotal,Tiempo Total,,,1,,0,40,,0,sum(tiempo),1,1,Resumen,,2,,,act.tiempo,False,,,0,
856,97,NumActuaciones,Actuaciones,,,2,,0,40,,0,count(linea),1,1,Resumen,,1,,,1,False,,,0,
857,97,TiempoTotal,Tiempo Total,,,1,,0,40,,0,sum(tiempo),1,1,Resumen,,2,,,act.tiempo,False,,,0,
858,98,Tiempo Jornada Laboral,Horas Trabajadas,,!bTiempoDescansoLaboral,1,sactuacion LIKE 'Jornada Laboral',0,40,,0,sum(tiempo),1,0,,,2,,,case when sactuacion like 'Jornada Laboral' then tiempo else 0 end,False,,,0,
859,98,Tiempo Descanso,Tiempo Descanso,,,1,sactuacion LIKE 'Descanso',0,40,,0,sum(tiempo),1,0,,,3,,,case when sactuacion like 'Descanso' then tiempo else 0 end,False,,,0,
860,98,Cantidad,Número,,,2,,0,40,,0,count(linea),1,0,,,1,,,1,False,,,0,
861,98,Núm. Ausencias,Núm. Ausencias,,,2,sactuacion = 'Ausencia' and tipo = 'Control Horario',0,40,,0,count(id),0,0,,,5,,,case when sactuacion = 'Ausencia' and tipo = 'Control Horario' then 1 else 0 end,False,,,0,
862,98,Núm. Retrasos,Núm. Retrasos,,,2,sactuacion = 'Retraso' and tipo = 'Control Horario',0,40,,0,count(id),0,0,,,6,,,case when sactuacion = 'Retraso' and tipo = 'Control Horario' then 1 else 0 end,False,,,0,
863,99,Cantidad,Número,,,2,,0,40,,0,count(linea),1,0,,,1,,,1,False,,,0,
864,99,Tiempo,Tiempo Realizado,tiempo,,1,,0,40,,0,sum(tiempo),1,0,,,2,,,,False,,,0,
865,100,Cantidad,Número,,,2,,0,40,,0,count(linea),1,0,,,1,,,1,False,,,0,
866,100,Tiempo,Tiempo Realizado,tiempo,,1,,0,40,,0,sum(tiempo),1,0,,,2,,,,False,,,0,
867,101,Cantidad,Número,,,2,,0,40,,0,count(linea),1,0,,,1,,,1,False,,,0,
868,101,Tiempo,Tiempo Realizado,tiempo,,1,,0,40,,0,sum(tiempo),1,0,,,2,,,,False,,,0,
869,102,NumActuaciones,Actuaciones,,,2,,0,40,,0,count(linea),1,1,Resumen,,1,,,1,False,,,0,
870,102,TiempoTotal,Tiempo Total,,,1,,0,40,,0,sum(tiempo),1,1,Resumen,,2,,,act.tiempo,False,,,0,
871,,Valor Comision,Valor Comisión,Valor Comision,bVerComisiones,3,,0,2,,0,"sum(comision.baseimponible + coalesce(comision.totaliva, 0) - coalesce(comision.totalirpf, 0))",0,0,,,,-871,,"comision.baseimponible + coalesce(comision.totaliva, 0) - coalesce(comision.totalirpf, 0)",True,,,0,
872,64,totalEntradasPreviasResumen,Total Entradas Previas,totalEntradasPreviasResumen,bverprevias[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalentradasprevias),0,0,,,,-872,,ER.totalentradasprevias,False,,,0,
873,64,totalSalidasPreviasResumen,Total Salidas Previas,totalSalidasPreviasResumen,bverprevias[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalsalidasprevias),0,0,,,,-873,,ER.totalsalidasprevias,False,,,0,
874,38,Valor Comision,Valor Comisión,Valor Comision,bVerComisiones,3,,0,17,,0,"sum(comision.baseimponible + coalesce(comision.totaliva, 0) - coalesce(comision.totalirpf, 0))",0,0,,,,,,"comision.baseimponible + coalesce(comision.totaliva, 0) - coalesce(comision.totalirpf, 0)",False,,,0,
875,,Valor Comision,Valor Comisión,Valor Comision,bVerComisiones,3,,0,1,,0,"sum(comision.baseimponible + coalesce(comision.totaliva, 0) - coalesce(comision.totalirpf, 0))",0,0,,,,-875,,"comision.baseimponible + coalesce(comision.totaliva, 0) - coalesce(comision.totalirpf, 0)",True,,,0,
876,999,trespuesta,Tiempo Respuesta (Horas),trespuesta,,1,,0,50,,0,,1,1,Resumen,,19,-876,,,True,,,0,
878,103,Número,Número,,,2,,0,40,,0,count(snombrecli),1,0,,,1,,,1,False,,,0,
879,94,Total Importe,Total Importe,,,8,,0,52,,0,sum(importecierre),1,1,,3,3,,,1,False,,,0,
880,,Importe Total,Importe Total,,,3,,0,2,,0,sum(ftotalventa),1,1,,,77,-880,,,True,,,1,
882,104,Cantidad,Número,,,2,,0,53,,0,count(linea),1,0,,,,1,,1,True,,,0,
886,104,Total Tiempo,Total Tiempo,tiempo,,1,,0,53,,0,sum(tiempo),1,0,,,,2,,,True,,,0,
887,105,numRecobros,Núm. Recobros,,,2,,0,54,,0,count(linea),1,1,,0,0,,,1,False,,,0,
888,105,recobrosAbiertos,Recobros Abiertos,,,2,estado like 'Abierto',0,54,,0,count(linea),1,1,,1,1,,,case when o.estado like 'Abierto' then 1 else 0 end,False,,,0,
889,105,recobrosCerrados,Recobros Cerrados,,,2,estado like 'Cerrado',0,54,,0,count(linea),1,1,,2,2,,,case when o.estado like 'Cerrado' then 1 else 0 end,False,,,0,
891,104,Porcentaje Ocupacion,%Ocupacion,,,4,,0,53,,0,sum([Plazas Ocupadas])/sum(plazastotales)*100,1,0,,,,6,"Iif( [BoundPlazas Totales] == 0, 0,  ToDecimal([BoundPlazas Ocupadas])/[BoundPlazas Totales])",,True,,,0,
892,86,numPersonas,Núm. Personas,,bMostrarNumPersonasTarea,0,,0,50,,0,sum(numPersonas),1,1,Resumen,,21,-892,,,True,,,0,
893,64,totalSaldoEntPreviasResumen,Saldo Tot. Entradas Previas,totalSaldoEntPreviasResumen,!bOcultarIndicadoresEconom[AND]bverprevias,3,,0,32,,0,Sum(totalSaldoEntPrevias),0,0,,,,-893,,ER.totalSaldoEntPrevias,False,,,0,
894,64,totalSaldoSalPreviasResumen,Saldo Tot. Salidas Previas,totalSaldoSalPreviasResumen,!bOcultarIndicadoresEconom[AND]bverprevias,3,,0,32,,0,Sum(totalSaldoSalPrevias),0,0,,,,-894,,ER.totalSaldoSalPrevias,False,,,0,
895,106,numArticulos,Núm. Artículos,,,2,,0,55,,0,count(id),1,0,,,,,,,False,,,0,
896,105,totalDeuda,Total Deuda,,,3,,0,54,,0,sum(totalDeuda),1,1,,5,5,,,oporresumen.totalSalidasPrevias,False,,,0,
897,105,totalCobros,Total Cobros,,,3,,0,54,,0,sum(totalCobros),1,1,,4,4,,,oporresumen.totalEntradasPrevias,False,,,0,
898,105,saldo,Saldo,,,3,,0,54,,0,sum(totalCobros) - sum(totalDeuda),1,1,,6,6,,,"isnull(oporresumen.totalEntradasPrevias, 0) - isnull(oporresumen.totalSalidasPrevias,0)",False,,,0,
899,104,Plazas Disponibles,Plazas Disponibles,,,2,,0,53,,0,SUM(plazasdisponibles),1,0,,,,4,,SR.plazasdisponibles,True,,,0,
900,104,Plazas Ocupadas,Plazas Ocupadas,,,2,,0,53,,0,SUM(plazasocupadas),1,0,,,,5,,SR.plazasocupadas,True,,,0,
901,104,Plazas Totales,Plazas Totales,plazastotales,,2,,0,53,,0,sum(plazastotales),1,0,,,,3,,0,True,,,0,
902,104,Coste,Coste Bruto,preciocoste,,2,,0,53,,0,sum(preciocoste),1,0,,,,-902,,1,True,,,0,
903,104,xprecio,Precio,precio,,2,,0,53,,0,sum(precio),1,0,,,,-903,,1,True,,,0,
906,1,Retención,Total Retención,porretencion,bDesglosarCostes[AND]!bOcultarIndicadoresEconom,15,,0,1,,0,sum(porretencion),1,0,,,,-906,,,True,,,0,
907,1,Coste Neto Total,Total Coste Neto,preciocosteneto,bDesglosarCostes[AND]!bOcultarIndicadoresEconom,2,,0,1,,0,sum(preciocosteneto),1,0,,,,-907,,,True,,,0,
908,104,Retención,Retención,porretencion,bDesglosarCostes,15,,0,53,,0,sum(porretencion),1,0,,,,-908,,1,True,,,0,
909,104,Coste Neto,Coste Neto,preciocosteneto,bDesglosarCostes,2,,0,53,,0,sum(preciocosteneto),1,0,,,,-909,,1,True,,,0,
910,64,numExpRel2,EtiNumExpRelacionados,numExpRel2,,0,,0,32,,0,SUM(numExpRel2),1,0,,,10,-910,,numExpRel,False,,,0,
913,99,Coste Real,Coste Real Tarea,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcli),0,0,,,20,,,"ISNULL(r.sumCosteSegcliNoGastos,0) + ISNULL(r.sumCosteSegcliGastos,0)",True,,,1,
914,99,Coste Tiempo Real,Coste Tiempo Real Tarea,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcliNoGastos),0,0,,,20,,,sumCosteSegcliNoGastos,True,,,1,
915,100,Coste Real,Coste Real Tarea,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcli),0,0,,,20,,,"ISNULL(r.sumCosteSegcliNoGastos,0) + ISNULL(r.sumCosteSegcliGastos,0)",True,,,1,
916,100,Coste Tiempo Real,Coste Tiempo Real Tarea,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcliNoGastos),0,0,,,20,,,sumCosteSegcliNoGastos,True,,,1,
917,91,Coste Tiempo Real,Coste Tiempo Real Tarea,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcliNoGastos),0,0,,,20,,,sumCosteSegcliNoGastos,True,,,1,
918,91,Coste Real,Coste Real Tarea,,bMostrarPestanaTR,3,,0,40,,0,sum(sumCosteSegcli),0,0,,,20,,,"ISNULL(r.sumCosteSegcliNoGastos,0) + ISNULL(r.sumCosteSegcliGastos,0)",True,,,1,
920,64,MargenPrevistoTR,Margen previsto (TR),,bVerTimeReport,3,,0,32,,0,SUM(TRmargenPrevisto),,,,,,-920,,ER.TRmargenPrevisto,False,,,0,
921,64,DesvMargenTR,Desv. Margen (TR),,bVerTimeReport,3,,0,32,,0,SUM(TRdesvMargen),,,,,,-921,,(ER.TRMargenPrevisto - ER.TRmargenReal),False,,,0,
922,64,TiempoRealTR,Tiempo real (TR),,bVerTimeReport,1,,0,32,,0,SUM(TRtiempoReal),,,,,,-922,,ER.TRtiempoReal,False,,,0,
923,64,DesvTiempoTR,Desviación tiempo (TR),,bVerTimeReport,1,,0,32,,0,SUM(TRdesvTiempo),,,,,,-923,,ER.TRdesvTiempo,False,,,0,
924,64,CosteRealTR,Coste real (TR),,bVerTimeReport,3,,0,32,,0,SUM(TRcosteReal),,,,,,-924,,ER.TRcosteReal,False,,,0,
925,64,DesvCosteTR,Desviación coste (TR),,bVerTimeReport,3,,0,32,,0,SUM(TRdesvCoste),,,,,,-925,,ER.TRdesvCoste,False,,,0,
926,64,PrecioActuTR,Precio actu. (TR),,bVerTimeReport,3,,0,32,,0,SUM(TRprecioAct),,,,,,-926,,ER.TRprecioAct,False,,,0,
927,64,DesvPresupTR,Desviación presup. (TR),,bVerTimeReport,3,,0,32,,0,SUM(TRdesvPresup),,,,,,-927,,ER.TRdesvPresup,False,,,0,
928,64,MargenRealTR,Margen real (TR),,bVerTimeReport,3,,0,32,,0,SUM(TRmargenReal),,,,,5,-928,,ER.TRmargenReal,False,,,0,
929,62,Imp. Cobros Vencidos Pdtes.,Imp. Cobros Vencidos Pdtes.,,,0,,0,31,,0,Sum(saldovencidonocobrado),0,0,,,,-929,,cr.saldovencidonocobrado,False,,,0,
930,72,Imp. Cobros Vencidos Pdtes.,Imp. Cobros Vencidos Pdtes.,,,0,,0,39,,0,Sum(saldovencidonocobrado),0,0,,,,-930,,"(ISNULL(CR.saldovencidonocobrado, 0) + ISNULL(CR.saldoVencidoNoCobradoExp, 0))",False,,,0,
931,79,Imp. Cobros Vencidos Pdtes.,Imp. Cobros Vencidos Pdtes.,saldovencidonocobrado,,0,,0,43,,0,Sum(saldovencidonocobrado),0,0,,,,-931,,,False,,,0,
932,82,Imp. Cobros Vencidos Pdtes.,Imp. Cobros Vencidos Pdtes.,saldovencidonocobrado,,0,,0,46,,0,Sum(saldovencidonocobrado),0,0,,,,-932,,,False,,,0,
933,,numasientos,Núm. Asientos,numasientos,,2,,0,59,,0,null,1,0,,,,,count(numasientos),null,False,,,0,
934,113,Debe,Importe Debe,importedebe,,3,,0,59,,0,sum(importeDebe),1,0,,,,,,,False,,,0,
935,113,Haber,Importe Haber,importehaber,,3,,0,59,,0,sum(importeHaber),1,0,,,,,,,False,,,0,
936,113,Saldo,Saldo,,,3,,0,59,,0,sum(importeDebe) - sum(importeHaber),1,0,,,,,,"ISNULL(case d.tipo when 'h' then  0.0 else d.importeeuro end,0) - ISNULL(case d.tipo when 'h' then d.importeeuro else 0.0 end,0)",False,,,0,
939,,Honorarios,Honorarios,,,3,stipo = 'honorario',0,3,,0,sum(importe),1,1,,,,,,"case when ISNULL(cuentas.bhonodcto,0)=0 AND ISNULL(cuentas.honogasto,0)=0 AND ISNULL(cuentas.bhonoarticulo,0)=0 AND cuentas.stipo = 'honorario' then cuentas.importe else 0 end",False,,,0,
940,,Gastos,Gastos,,,3,stipo = 'gasto',0,3,,0,sum(importe),1,1,,,,,,case when cuentas.honogasto = 1 then cuentas.importe else 0 end,False,,,0,
941,,Suplidos,Suplidos,,,3,stipo = 'suplido',0,3,,0,sum(importe),1,1,,,,,,case when cuentas.stipo = 'gasto' then cuentas.importe else 0 end,False,,,0,
943,,Provisiones,Provisiones,,,3,stipo LIKE '%provision%',0,3,,0,sum(importe),1,1,,,,,,case when cuentas.stipo LIKE '%provision%' or ((cuentas.stipo='varios') and (cuentas.isubtipo=2)) then cuentas.importe else 0 end,False,,,0,
944,,Cobros,Cobros,,,3,stipo = 'cobro',0,3,,0,sum(importe),1,1,,,,,,case when cuentas.stipo = 'cobro' then cuentas.importe else 0 end,False,,,0,
945,,Descuento,Descuento,descuento,,3,,0,3,,0,sum(descuento),1,1,,,,,,,False,,,0,
946,,IVA,IVA,importeiva,,3,,0,3,,0,sum(importeiva),1,1,,,,,,,False,,,0,
947,,IRPF,IRPF,importeirpf,,3,,0,3,,0,sum(importeirpf),1,1,,,,,,,False,,,0,
948,,Total,Total,total,,3,,0,3,,0,sum(total),1,1,,,,,,,False,,,1,
949,,Entradas Prev.,Entradas Prev.,,VerPrevias,3,stipo like 'Previa%',0,3,,0,sum(fentradaseuro),1,1,,,,,,case when cuentas.stipo like 'Previa%' then fentradaseuro else 0 end,False,,,0,
950,,Salidas Prev.,Salidas Prev.,,VerPrevias,3,stipo like 'Previa%',0,3,,0,sum(fsalidaseuro),1,1,,,,,,case when cuentas.stipo like 'Previa%' then fsalidaseuro else 0 end,False,,,0,
951,,Saldo Prev.,Saldo Prev.,,VerPrevias,3,,0,3,,1,[Entradas Prev.] - [Salidas Prev.],1,1,,,,,[BoundEntradas Prev.] - [BoundSalidas Prev.],,False,,,0,
953,,Base Imponible Gastos,Base Imponible Gastos,,,3,,0,49,,0,[Base Imponible Gastos],0,0,,,4,-953,,"(Select sum(bigasto) from(select round(SUM(isnull(linecontagastos.baseimponible,0) - round(isnull(linecontagastos.totaldctoeuro,0),2)),2) as bigasto
from linecontagastos 
where linecontagastos.tipo = 'GASTO' and linecontagastos.id = cg.id
group by linecontagastos.ctaiva, linecontagastos.modelosIVA, linecontagastos.ctagasto 
)tbigasto)",False,,,0,
954,,Base Imponible Artículos,Base Imponible Artículos,,bverArticulos,3,,0,49,,0,[Base Imponible Artículos],0,0,,,5,-954,,"(Select sum(biart) from(select round(SUM(isnull(linecontagastos.baseimponible,0) - round(isnull(linecontagastos.totaldctoeuro,0),2)),2) as biart
from linecontagastos 
where linecontagastos.tipo = 'ARTICULO' and linecontagastos.id = cg.id
group by linecontagastos.ctaiva, linecontagastos.modelosIVA, linecontagastos.ctagasto 
)tbiart)",False,,,0,
955,,Importe,Importe,baseimp,,3,,0,49,,0,SUM(baseimp),1,1,,,1,2,,,False,,,0,
956,,Importe IVA,IVA,importeiva,,3,,0,49,,0,SUM(importeiva),1,1,,,4,5,,,False,,,0,
957,,Importe IRPF,IRPF,importeirpf,,3,,0,49,,0,SUM(importeirpf),1,1,,,5,6,,,False,,,0,
958,73,Precio,Precio,precio,,2,,0,40,,0,sum(precio),0,0,,,,-958,,,False,,,0,
959,73,CosteTiempoReal,Coste Tiempo Real,sumcostesegclinogastos,,2,,0,40,,0,sum(sumcostesegclinogastos),0,0,,,,-959,,,False,,,0,
960,91,Precio,Precio,precio,,2,,0,40,,0,sum(precio),0,0,,,,,,,False,,,0,
961,,Número,Número,id,,0,,0,60,,0,COUNT(id),1,1,,,0,1,,,False,,,0,
962,,Total,Total,total,,3,,0,60,,0,SUM(total),1,1,,,6,7,,,False,,,0,
963,,Total Pagado,Total Pagado,totalpagos,,3,,0,60,,0,SUM(totalpagos),1,1,,,7,8,,,False,,,0,
964,,Total Pendiente,Total Pendiente,,,3,,0,60,,1,([Total] - [Total Pagado]),1,1,,,8,-964,[BoundTotal] - [BoundTotal Pagado],,False,,,0,
965,,Base Imponible Gastos,Base Imponible Gastos,,,3,,0,60,,0,[Base Imponible Gastos],1,1,,,4,-965,,(select SUM(baseimponible) - SUM(totaldctoeuro) from linecontagastos where tipo = 'GASTO' and id = cg.id),False,,,0,
966,,Base Imponible Artículos,Base Imponible Artículos,,,3,,0,60,,0,[Base Imponible Artículos],1,1,,,5,-966,,(select SUM(baseimponible) - SUM(totaldctoeuro) from linecontagastos where tipo = 'ARTICULO' and id = cg.id),False,,,0,
967,,Total Base Imponible,Base Imponible,baseimponible,,3,,0,60,,0,sum(baseimponible),1,1,,,3,4,,,False,,,0,
968,,Importe IVA,IVA,importeiva,,3,,0,60,,0,SUM(importeiva),1,1,,,4,5,,,False,,,0,
969,,Importe IRPF,IRPF,importeirpf,,3,,0,60,,0,SUM(importeirpf),1,1,,,5,6,,,False,,,0,
970,,Importe Pagado,Importe Pagado,,,3,realizada=1,0,61,,0,sum(total),1,0,Resumen,2,2,3,,case when prevp.realizada = 1 then prevp.total else 0 end,False,,,0,
971,,Importe No Pagado,Importe No Pagado,,,3,"isnull(realizada,0)=0",0,61,,0,sum(total),1,0,Resumen,3,3,4,,case when prevp.realizada = 0 or prevp.realizada is null then prevp.total else 0 end,False,,,0,
972,,Número Pagadas,Número Pagados,,,2,realizada=1,0,61,,0,count(linea),0,0,,,,-972,,case when prevp.realizada = 1 then 1 else 0 end,False,,,0,
973,,Número No Pagadas,Número No Pagados,,,2,realizada=0,0,61,,0,count(linea),0,0,,,,-973,,case when prevp.realizada = 0 or prevp.realizada is null then 1 else 0 end,False,,,0,
974,,Importe Previsiones,Importe Pagos,,,3,,0,61,,0,sum(total),1,0,Resumen,1,1,2,,prevp.total,False,,,0,
975,,Número Previsiones,Número Previsiones,,,2,,0,61,,0,count(linea),1,0,Resumen,0,0,1,,,False,,,0,
977,79,Bajas,% Bajas,,,4,,0,43,,1,([Nº Bajas] / [Núm. Aseguradoras]) * 100,1,0,,,2,-977,"Iif( [BoundNúm. Aseguradoras] == 0, 0,    ToDecimal([BoundNº Bajas])/[BoundNúm. Aseguradoras])",,False,,,0,
978,,Total Activos,Total Activos,,,2,activo = 1,0,30,,0,COUNT(icodcli),1,0,,,3,2,,"ISNULL(activo,0)",False,,,0,
979,,Bajas,% Bajas,,,4,,0,30,,1,([Nº Bajas] / [Núm. Potenciales]) * 100,1,0,,,4,-979,"Iif( [BoundNúm. Potenciales] == 0, 0,    ToDecimal([BoundNº Bajas])/[BoundNúm. Potenciales])",,False,,,0,
980,,Total Activos,Total Activos,,,2,activo = 1,0,35,,0,COUNT(icodcli),1,0,,,1,2,,"ISNULL(activo,0)",False,,,0,
