idfiltro,idtipogestor,nombre,imagen,texto,usarForm,consultaSql,tipoFiltro,campo,winform,webpage,dinamico,subTipo,orden,tabla,grupo,descripcion,campoVisualizacion,usarEtiquetasIni,desglosable,nivelFiltro,otroscampos,valorDefecto,verFiltroDefecto,partesqlfiltro,filtroDataTable,disponible
4308,47,Adjuntos,,Adjuntos,0,"SELECT icodcli FROM cliadjun cli LEFT JOIN propiedadesAdjun p on cli.idAdjun = p.idAdjunOrigen and p.idTablaOrigen = 5
	WHERE
		REVERSE(SUBSTRING(REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END ),  CHARINDEX('.', REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END )) + 1, 999)) LIKE '%{REVERSE(SUBSTRING(REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END ),  CHARINDEX('.', REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END )) + 1, 999))}%'
		AND
		cli.descripcion LIKE '%{cli.descripcion}%'
		AND
		p.tipoAdjun IN ({p.tipoAdjun})
		AND
		CASE WHEN ((cli.origen = 1) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Cuentas' WHEN ((cli.origen = 2) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas'WHEN ((cli.origen = 3) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas1'WHEN ((cli.origen = 4) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas2'WHEN ((cli.origen = 5) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas3'WHEN ((cli.origen = 6) and (cli.yearfactor is not null)) THEN 'Adjunto Factura'WHEN ((cli.origen = 7) and (cli.yearfactor is not null)) THEN 'Adjunto Proforma'WHEN ((cli.origen = 8) and (cli.yearfactor is not null)) THEN 'Adjunto Presupuestos'WHEN ((cli.origen = 9) and (cli.yearfactor is not null)) THEN 'Adjunto Albaranes'WHEN ((cli.origen = 10)) THEN 'Formulario' WHEN ((cli.origen = 11)) THEN 'Adjunto Pedidos' WHEN ((cli.origen = 12)) THEN 'Adjunto Orden de Trabajo' WHEN ((cli.origen = 14)) THEN 'Adjunto Previsión Cobro'WHEN ((cli.origen = 16)) THEN 'Documento de Texto Temporal' ELSE 'Adjunto' END IN ('{CASE WHEN ((cli.origen = 1) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Cuentas' WHEN ((cli.origen = 2) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas'WHEN ((cli.origen = 3) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas1'WHEN ((cli.origen = 4) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas2'WHEN ((cli.origen = 5) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas3'WHEN ((cli.origen = 6) and (cli.yearfactor is not null)) THEN 'Adjunto Factura'WHEN ((cli.origen = 7) and (cli.yearfactor is not null)) THEN 'Adjunto Proforma'WHEN ((cli.origen = 8) and (cli.yearfactor is not null)) THEN 'Adjunto Presupuestos'WHEN ((cli.origen = 9) and (cli.yearfactor is not null)) THEN 'Adjunto Albaranes'WHEN ((cli.origen = 10)) THEN 'Formulario' WHEN ((cli.origen = 11)) THEN 'Adjunto Pedidos' WHEN ((cli.origen = 12)) THEN 'Adjunto Orden de Trabajo' WHEN ((cli.origen = 14)) THEN 'Adjunto Previsión Cobro'WHEN ((cli.origen = 16)) THEN 'Documento de Texto Temporal' ELSE 'Adjunto' END}')
		AND 
		ISNULL(p.fechaHora,cli.fecha) BETWEEN '{ISNULL(p.fechaHora,cli.fecha)}' AND '{ISNULL(p.fechaHora,cli.fecha)}'",0,icodcli,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,0,4,120,0,,Adjuntos,,0,,0,,,0,,,1
4309,56,Adjuntos,,Adjuntos,0,"SELECT icodcli FROM cliadjun cli LEFT JOIN propiedadesAdjun p on cli.idAdjun = p.idAdjunOrigen and p.idTablaOrigen = 5
	WHERE
		REVERSE(SUBSTRING(REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END ),  CHARINDEX('.', REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END )) + 1, 999)) LIKE '%{REVERSE(SUBSTRING(REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END ),  CHARINDEX('.', REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END )) + 1, 999))}%'
		AND
		cli.descripcion LIKE '%{cli.descripcion}%'
		AND
		p.tipoAdjun IN ({p.tipoAdjun})
		AND
		CASE WHEN ((cli.origen = 1) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Cuentas' WHEN ((cli.origen = 2) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas'WHEN ((cli.origen = 3) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas1'WHEN ((cli.origen = 4) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas2'WHEN ((cli.origen = 5) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas3'WHEN ((cli.origen = 6) and (cli.yearfactor is not null)) THEN 'Adjunto Factura'WHEN ((cli.origen = 7) and (cli.yearfactor is not null)) THEN 'Adjunto Proforma'WHEN ((cli.origen = 8) and (cli.yearfactor is not null)) THEN 'Adjunto Presupuestos'WHEN ((cli.origen = 9) and (cli.yearfactor is not null)) THEN 'Adjunto Albaranes'WHEN ((cli.origen = 10)) THEN 'Formulario' WHEN ((cli.origen = 11)) THEN 'Adjunto Pedidos' WHEN ((cli.origen = 12)) THEN 'Adjunto Orden de Trabajo' WHEN ((cli.origen = 14)) THEN 'Adjunto Previsión Cobro'WHEN ((cli.origen = 16)) THEN 'Documento de Texto Temporal' ELSE 'Adjunto' END IN ('{CASE WHEN ((cli.origen = 1) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Cuentas' WHEN ((cli.origen = 2) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas'WHEN ((cli.origen = 3) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas1'WHEN ((cli.origen = 4) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas2'WHEN ((cli.origen = 5) and (cli.lineaorigen is not null) and (cli.fechaorigen is not null)) THEN 'Adjunto Previas3'WHEN ((cli.origen = 6) and (cli.yearfactor is not null)) THEN 'Adjunto Factura'WHEN ((cli.origen = 7) and (cli.yearfactor is not null)) THEN 'Adjunto Proforma'WHEN ((cli.origen = 8) and (cli.yearfactor is not null)) THEN 'Adjunto Presupuestos'WHEN ((cli.origen = 9) and (cli.yearfactor is not null)) THEN 'Adjunto Albaranes'WHEN ((cli.origen = 10)) THEN 'Formulario' WHEN ((cli.origen = 11)) THEN 'Adjunto Pedidos' WHEN ((cli.origen = 12)) THEN 'Adjunto Orden de Trabajo' WHEN ((cli.origen = 14)) THEN 'Adjunto Previsión Cobro'WHEN ((cli.origen = 16)) THEN 'Documento de Texto Temporal' ELSE 'Adjunto' END}')
		AND 
		ISNULL(p.fechaHora,cli.fecha) BETWEEN '{ISNULL(p.fechaHora,cli.fecha)}' AND '{ISNULL(p.fechaHora,cli.fecha)}'",0,icodcli,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,0,4,120,0,,Adjuntos,,0,,0,,,0,,,1
4310,32,Adjuntos,,Adjuntos,0,"SELECT inumexp* CAST(10000 as bigint) + iyear as idexp FROM expadjun exp LEFT JOIN propiedadesAdjun p on exp.idAdjun = p.idAdjunOrigen and p.idTablaOrigen = 1
	WHERE
		REVERSE(SUBSTRING(REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END ),  CHARINDEX('.', REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END )) + 1, 999)) LIKE '%{REVERSE(SUBSTRING(REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END ),  CHARINDEX('.', REVERSE(CASE WHEN imagen IS NOT NULL OR imagen <> '' THEN (RIGHT(imagen, CASE WHEN CHARINDEX('\', REVERSE(imagen)) > 0 THEN CHARINDEX('\', REVERSE(imagen)) - 1 ELSE 0 END )) ELSE '' END )) + 1, 999))}%'
		AND
		exp.descripcion LIKE '%{exp.descripcion}%'
		AND
		p.tipoAdjun IN ({p.tipoAdjun})
		AND
		CASE WHEN ((exp.origen = 1) and (exp.lineaorigen is not null) and (exp.fechaorigen is not null)) THEN 'Adjunto Cuentas' WHEN ((exp.origen = 2) and (exp.lineaorigen is not null) and (exp.fechaorigen is not null)) THEN 'Adjunto Previas'WHEN ((exp.origen = 3) and (exp.lineaorigen is not null) and (exp.fechaorigen is not null)) THEN 'Adjunto Previas1'WHEN ((exp.origen = 4) and (exp.lineaorigen is not null) and (exp.fechaorigen is not null)) THEN 'Adjunto Previas2'WHEN ((exp.origen = 5) and (exp.lineaorigen is not null) and (exp.fechaorigen is not null)) THEN 'Adjunto Previas3'WHEN ((exp.origen = 6) and (exp.yearfactor is not null)) THEN 'Adjunto Factura'WHEN ((exp.origen = 7) and (exp.yearfactor is not null)) THEN 'Adjunto Proforma'WHEN ((exp.origen = 8) and (exp.yearfactor is not null)) THEN 'Adjunto Presupuestos'WHEN ((exp.origen = 9) and (exp.yearfactor is not null)) THEN 'Adjunto Albaranes'WHEN ((exp.origen = 10)) THEN 'Formulario' WHEN ((exp.origen = 11)) THEN 'Adjunto Pedidos' WHEN ((exp.origen = 12)) THEN 'Adjunto Orden de Trabajo' WHEN ((exp.origen = 14)) THEN 'Adjunto Previsión Cobro'WHEN ((exp.origen = 16)) THEN 'Documento de Texto Temporal' ELSE 'Adjunto' END IN ('{CASE WHEN ((exp.origen = 1) and (exp.lineaorigen is not null) and (exp.fechaorigen is not null)) THEN 'Adjunto Cuentas' WHEN ((exp.origen = 2) and (exp.lineaorigen is not null) and (exp.fechaorigen is not null)) THEN 'Adjunto Previas'WHEN ((exp.origen = 3) and (exp.lineaorigen is not null) and (exp.fechaorigen is not null)) THEN 'Adjunto Previas1'WHEN ((exp.origen = 4) and (exp.lineaorigen is not null) and (exp.fechaorigen is not null)) THEN 'Adjunto Previas2'WHEN ((exp.origen = 5) and (exp.lineaorigen is not null) and (exp.fechaorigen is not null)) THEN 'Adjunto Previas3'WHEN ((exp.origen = 6) and (exp.yearfactor is not null)) THEN 'Adjunto Factura'WHEN ((exp.origen = 7) and (exp.yearfactor is not null)) THEN 'Adjunto Proforma'WHEN ((exp.origen = 8) and (exp.yearfactor is not null)) THEN 'Adjunto Presupuestos'WHEN ((exp.origen = 9) and (exp.yearfactor is not null)) THEN 'Adjunto Albaranes'WHEN ((exp.origen = 10)) THEN 'Formulario' WHEN ((exp.origen = 11)) THEN 'Adjunto Pedidos' WHEN ((exp.origen = 12)) THEN 'Adjunto Orden de Trabajo' WHEN ((exp.origen = 14)) THEN 'Adjunto Previsión Cobro'WHEN ((exp.origen = 16)) THEN 'Documento de Texto Temporal' ELSE 'Adjunto' END}')
		AND 
		ISNULL(p.fechaHora,exp.fecha) BETWEEN '{ISNULL(p.fechaHora,exp.fecha)}' AND '{ISNULL(p.fechaHora,exp.fecha)}'",0,idexp,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,0,4,120,0,grupoAdjuntos,Adjuntos,,0,,0,,,0,,,1
4311,53,campotipo1,,Expcampotipo1,0,,0,campotipo1,,,0,1,141,0,,expedien,bvertipologiaexpe,1,,0,,,0,,,1
4312,53,campotipo2,,Expcampotipo2,0,,0,campotipo2,,,0,1,142,0,,expedien,bvertipologiaexpe,1,,0,,,0,,,1
4313,53,campotipo3,,Expcampotipo3,0,,0,campotipo3,,,0,1,143,0,,expedien,bvertipologiaexpe,1,,0,,,0,,,1
4314,53,campotipo7,,Expcampotipo7,0,,0,campotipo7,,,0,1,144,0,,expedien,bvertipologiaexpe,1,,0,,,0,,,1
4315,53,campotipo4,,Expcampotipo4,0,"SELECT valor,tabla,campo FROM [instancia].dbo.combovalores WHERE tabla LIKE 'expedien' AND campo LIKE 'campotipo4'",0,campotipo4,,,0,1,145,0,,expedien,bvertipologiaexpe,1,,0,,,0,,,1
4316,53,campotipo5,,Expcampotipo5,0,"SELECT valor,tabla,campo FROM [instancia].dbo.combovalores WHERE tabla LIKE 'expedien' AND campo LIKE 'campotipo5'",0,campotipo5,,,0,1,146,0,,expedien,bvertipologiaexpe,1,,0,,,0,,,1
4317,53,campotipo6,,Expcampotipo6,0,"SELECT valor,tabla,campo FROM [instancia].dbo.combovalores WHERE tabla LIKE 'expedien' AND campo LIKE 'campotipo6'",0,campotipo6,,,0,1,147,0,,expedien,bvertipologiaexpe,1,,0,,,0,,,1
4318,53,campofechatipo1,,Expcampofechatipo1,0,,0,campofechatipo1,,,0,6,148,0,,expedien,bvertipologiaexpe,1,,0,,,0,,,1
4319,53,campofechatipo2,,Expcampofechatipo2,0,,0,campofechatipo2,,,0,6,149,0,,expedien,bvertipologiaexpe,1,,0,,,0,,,1
4320,53,campofechatipo3,,Expcampofechatipo3,0,,0,campofechatipo3,,,0,6,150,0,,expedien,bvertipologiaexpe,1,,0,,,0,,,1
4321,1,Cliente Relacionado,,clienteRelacionado,0,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",0,icodcliente,,,0,2,100,0,,,bverpaciente,1,,0,,,0,,,1
4322,1,Contacto Relacionado,,contactoRelacionado,0,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 3",0,icodtercero,,,0,2,100,0,,,bverpaciente,1,,0,,,0,,,1
4323,1,Dirección Cliente,,Dirección Cliente,0,,0,sdomiciliocli,,,0,1,13,1,,Dirección Cliente,,0,,0,,,0,,,1
4324,26,TipoExpedientes,,TipExpTitulo2,0,"select codigo, tipoexp from [[instancia]advabousu[empresa]].dbo.tipoexp",0,itipoexp,,,0,2,6,0,,Tipo Expedientes,bVerExpedientes,1,,0,,,0,,,1
4325,50,centro,,CentrosPlural,0,"select id, sdescripcion from centrospredef",0,idcentro,,,0,2,,0,,Centro,bvercentros,1,,0,,,0,,,1
4326,32,Etapa,a.png,Etapa,0,SELECT valor FROM  [[instancia]advabocom].dbo.combovalores WHERE tabla = 'expedien' AND campo = 'etapaexpedien',0,etapaexpedien,,,0,2,9,0,,Etapa,,0,1,0,,,0,,,1
4327,50,serie,,Serie,0,"select id, serie FROM [[instancia]advabousu[empresa]].dbo.contTareaSerie",0,serie,,,0,2,2,0,,Serie,visualizacion:110045|1405|-1|1,0,,0,,,0,,,1
4328,1,Juzgado Actuación,,Juzgado Actuación,0,"select juzgado,codjuzga as codjuzgaactu from [[instancia]advabousu[empresa]].dbo.juzgado",0,codjuzgaactu,,,0,2,13,0,,Juzgado Actuación,bVerJuzgadoSeg,0,,0,,,0,,,1
4329,53,cliente,user2.png,EtiqClientesProp,0,"select icodcli, snombrecli, codigo from clientes where tipobd = 0",0,icodcli,,,0,2,2,0,,Cliente,,1,,0,,,1,,,1
4330,1,Tarifa,,Tarifa,0,"select idTarifa, nombre from tarifas",0,idtarifa,,,0,2,142,0,,Tarifas,bMostrarGestionTarifas,0,,0,,,0,,,1
4331,3,Contrario,,Contrario Principal,0,"select icodclicon, snombreclicon from [[instancia]advabousu[empresa]].dbo.cliecont",0,codcontrario,,,0,2,15,0,,Contrario,bverficcont,0,,0,,,0,,,1
4332,31,Igualas (Servicios),,Servicios,0,"SELECT DISTINCT icodcli 
	FROM servicioscli S
	WHERE 
		S.descripcion LIKE '%{S.descripcion}%'  
	AND
		S.formapago IN ('{S.formapago}')
	AND
		S.periodo IN ({S.periodo})
	AND 
		S.fecha BETWEEN '{S.fecha}' AND '{S.fecha}'
	AND
		S.fechabaja BETWEEN '{S.fechabaja}' AND '{S.fechabaja}'
	AND
		S.fechavencimiento BETWEEN '{S.fechavencimiento}' AND '{S.fechavencimiento}'
	AND
		S.fechaproxfactura BETWEEN '{S.fechaproxfactura}' AND '{S.fechaproxfactura}'
	AND 
		S.referencia LIKE '%{S.referencia}%'
	AND
		S.tipo IN ('{S.tipo}')
	AND 
		S.area LIKE '%{S.area}%'
	AND 
		S.codsubusu LIKE '{S.codsubusu}'",0,icodcli,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,0,4,105,0,grupoIgualas (Servicios),Igualas (Servicios),bMostrarServiciosCli,1,,0,,,0,,,1
4333,53,Día de la semana,,Día de la semana,,"select valor from combovalores 
	where campo like 'diasemana'
	and tabla like 'segexp'",0,diasemana,,,,2,160,0,,Día de la semana,,0,,0,,,1,,,1
4334,53,Centro,,CentrosSingular,0,"select id, sdescripcion from centrospredef",0,idcentros,,,0,2,100,0,,Centro,bvercentros,1,,0,,,0,,,1
4335,41,Departamentos,,Departamentos,0,"select valor, tabla, campo from [[instancia]advabousu[empresa]].dbo.combovalores where tabla='clientes' and campo='dpto'",0,dpto,,,0,2,130,0,,Multiple Departamento,bMultipleDepartamento,0,,0,,,0,,,1
4336,59,fechaAsiento,,Fecha,0,,2,fechaAsiento,,,0,0,,0,,,,0,,0,,,1,,,1
4337,59,fechaAbonada,,Fecha Fact. Abonada,0,,2,fechaAbonada,,,0,0,,0,,,,0,,0,,,0,,,1
4339,59,usuarioficha,,Usuario,0,"select  icodsubusu, nombre, estadocli, 0 as marca  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'despacho' as nombre, 'alta' as estadocli) t",0,codsubusu,,,0,2,10,0,,usuario,,0,,0,,,1,,,1
4340,59,Debe €,,Debe €,0,,0,importeDebe,,,0,3,2,0,,Importe Debe,,0,,0,,,1,,,1
4341,59,Haber €,,Haber €,0,,0,importeHaber,,,0,3,3,0,,Importe Haber,,0,,0,,,1,,,1
4342,59,Descripción Cuenta,,Descripción Cuenta,0,,0,descripcionCuenta,,,0,1,1,0,,Descripción Cuenta Asiento,,0,,0,,,1,,,1
4343,59,Comentario,,Comentario,0,,0,comentario,,,0,1,4,0,,Comentario Cuenta Asiento,,0,,0,,,1,,,1
4344,59,Cuenta,,Cuenta,0,,0,cuentaAsiento,,,0,1,5,0,,Número Cuenta Asiento,,0,,0,,,1,,,1
4345,59,Ficha Asociada,,Ficha Asociada,0,,0,fichaAsociada,,,0,1,6,0,,Ficha Asociada,,0,,0,,,1,,,1
4346,59,Núm. Factura,,Núm. Factura,0,,0,numFacturaAsiento,,,0,1,7,0,,Número Factura Asiento,,0,,0,,,1,,,1
4347,59,Serie Factura,,Serie Factura,0,,0,serieAsiento,,,0,1,8,0,,Serie Factura de Asiento,,0,,0,,,1,,,1
4348,59,Núm. Expediente,,ExpNumExp,0,,0,numExp,,,0,3,11,0,,Número Expediente,,1,,0,,,0,,,1
4349,59,Año Expediente,,ExpYearExp,0,,0,yearExp,,,0,3,12,0,,Año Expediente,,1,,0,,,0,,,1
4350,59,Observaciones,,Observaciones,0,,0,observaciones,,,0,1,13,0,,Observaciones Asiento,,0,,0,,,0,,,1
4351,59,Documento,,Documento,0,,0,documento,,,0,1,14,0,,Documento,,0,,0,,,0,,,1
4352,59,Base Imponible,,Base Imponible,0,,0,baseImponible,,,0,3,15,0,,Base Imponible,,0,,0,,,0,,,1
4353,59,Cuenta Ingreso/Gasto,,Cuenta Ingreso/Gasto,0,,0,cuentahonorario,,,0,1,16,0,,Cuenta Ingreso/Gasto,,0,,0,,,0,,,1
4354,59,Ref. Factura Abonada,,Ref. Factura Abonada,0,,0,refAbonada,,,0,1,17,0,,Ref. Factura Abonada,,0,,0,,,0,,,1
4355,59,Fecha Factura Abonada,,Fecha Factura Abonada,0,,0,fechaAbonada,,,0,0,18,0,,Fecha Factura Abonada,,0,,0,,,0,,,1
4356,59,Detalle Operación,,Detalle Operación,0,,0,detalleoperacion,,,0,1,19,0,,Detalle Operación,,0,,0,,,0,,,1
4357,59,Tipo Operación,,Tipo Operación,0,,0,tipooperacion,,,0,1,20,0,,Tipo Operación,,0,,0,,,0,,,1
4358,59,Motivo Exención,,Motivo Exención,0,,0,motivoexencion,,,0,1,21,0,,Motivo Exención,,0,,0,,,0,,,1
4359,59,Tipo Rectificación,,Tipo Rectificación,0,,0,tiporectificacion,,,0,1,22,0,,Tipo Rectificación,,0,,0,,,0,,,1
4360,59,Motivo Rectificación,,Motivo Rectificación,0,,0,motivonoexencion,,,0,1,23,0,,Motivo Rectificación,,0,,0,,,0,,,1
4361,59,Tipo Factura,,Tipo Factura,0,,0,,,,0,1,24,0,,tipofactura,,0,,0,,,0,,,1
4362,50,asociado a,,Asociado a,,,0,nombreasociado,,,,1,,,,Asociado a,visualizacion:1100048|1405|-1|1,0,,0,,,0,,,1
4363,2,asociado a,,Asociado a,,,0,nombreasociado,,,,1,,,,Asociado a,visualizacion:1100048|1405|-1|0,0,,0,,,0,,,1
4364,31,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4365,41,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4366,30,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4367,42,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4368,38,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4369,39,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4370,44,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4371,47,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4372,43,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4373,35,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4374,45,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4375,46,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4376,56,creadoEl,,Fecha Creacion,0,,0,creadoEl,,,0,6,100,0,,,,0,,0,,,0,,,1
4377,17,Auxiliar,,Auxiliar,0,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",0,codUsuAuxiliar,,,0,2,,0,,Auxiliar,,0,,0,,,0,,,1
4378,3,Expediente,,ExpTitulo,0,"SELECT DISTINCT convert(varchar(50), E.inumexp) + '&' +  convert(varchar(50), E.iyear) as idexp 
	FROM expedien E
	WHERE
		E.inumexp*CAST(10000 as bigint)+E.iyear IN ({E.inumexp*CAST(10000 as bigint)+E.iyear}) 
	AND
		E.codsubusu = {E.codsubusu}
	AND
		E.descripcion LIKE '%{E.descripcion}%' 
	AND
		E.estado LIKE '%{E.estado}%'
	AND 
		E.dfechaalta BETWEEN '{E.dfechaalta}' AND '{E.dfechaalta}'
	AND 
		E.srefabogado LIKE '%{E.srefabogado}%'
	AND
		E.expediente BETWEEN '{E.expediente}' AND '{E.expediente}'
	AND
		E.iyear BETWEEN '{E.iyear}' AND '{E.iyear}'",0,idexp,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,16,4,100,0,grupoExpedientes,,,1,,0,,,0,,,1
4379,3,Factura,,Factura,0,"SELECT DISTINCT convert(varchar(50), F.inumfactura) + '&' +  convert(varchar(50), F.yearfact) + '&' +  convert(varchar(50), F.codsubusu) + '&' +  convert(varchar(50), isnull(F.serie, '')) AS idfact
	FROM facturas F
	WHERE
		F.inumfactura BETWEEN '{F.inumfactura}' AND '{F.inumfactura}'
	AND
		F.serie LIKE '{F.serie}'
	AND
		F.yearfact BETWEEN '{F.yearfact}' AND '{F.yearfact}'
	",0,idfact,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,27,4,100,0,grupoFacturas,,,1,,0,,,0,,,1
4380,49,FechaDocumento,,Fecha Documento,,,2,fechadocumento,,,,0,2,,,,,,,0,,,1,,,1
4381,49,NumExpediente,,ExpNumExp,,,0,expediente,,,,1,12,,,,bVerExpedientes,1,,0,,,1,,,1
4382,49,AnhoExpediente,,ExpYearExp,,,0,anoAsociado,,,,1,13,,,,bVerExpedientes,1,,0,,,1,,,1
4383,48,EstadoCliente,,Estado Cliente,0,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_%'",0,estadoCliente,,,0,2,10,0,,Estado Cliente,,0,,0,,,0,,,1
4384,60,Proveedores,,Proveedores,,"select icodcli, codigo, snombrecli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 9",0,icodcli,,,,2,1,,,,bverproveedor,,,0,,,1,,,1
4385,60,Concepto,,Concepto,,,0,concepto,,,,1,2,,,,,,,0,,,1,,,1
