idfiltro,columnas,campoId,consultaSql,CampoBusqueda,NombreBusqueda,UsarTablaComun,UsarCodigo,incluirFiltro,consultaTablaAparte,respetarOrden,campoTexto
4237,Tipo|tipoasunto|300,codigo,"select codigo, tipoasunto from [[instancia]advabousu[empresa]].dbo.tipoasun",tipoasunto,Tipo Asunto,0,0,0,,,
4238,Procedimiento|procedimiento|300,codproce,"select codproce, procedimiento from [[instancia]advabousu[empresa]].dbo.procedi",procedimiento,Procedimiento,0,0,0,,,
4241,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Usuario Exp.,0,0,1,,,
4242,número|expediente|100;expediente|descripcion|300;año|iyear|100,valor,"select inumexp, expediente, descripcion, valor, 0 as marca, iyear  from (select inumexp, expediente, descripcion, convert(varchar(50), inumexp) + '&' +  convert(varchar(50), iyear) as valor, iyear from [[instancia]advabousu[empresa]].dbo.expedien) t ",descripcion,Expediente,0,1,0,,,
4246,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
4247,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
4255,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 13",snombrecli|codigo,Nombre|Código,0,0,0,,,
4256,Estado|estado|400,estado,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes'",estado,Estado,0,1,1,,,
4257,Tipo|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'recurso' AND campo LIKE 'TipoFichero'",valor,Tipo,0,1,0,,,
4259,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,,,
4260,código|icodsubusu|100;nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,nombre,0,0,1,,,
4270,Código|codigo|100;Nombre|tipoexp|300,codigo,"select codigo, tipoexp from [[instancia]advabousu[empresa]].dbo.tipoexp",tipoexp,Tipo,0,0,0,,,
4277,número|expediente|100;expediente|descripcion|300;año|iyear|100,valor,"select inumexp, expediente, descripcion, valor, 0 as marca, iyear  from (select inumexp, expediente, descripcion, convert(varchar(50), inumexp) + '&' +  convert(varchar(50), iyear) as valor , iyear    from [[instancia]advabousu[empresa]].dbo.expedien) t ",descripcion,Expediente,0,1,0,,,
4279,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
	select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
	left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
	union all
	select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4280,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,,,
4281,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef [MARCAW]",sdescripcion,Centro,0,0,0,icodcli IN (select icodcli from centrosclientes where idCentro in({0}))&,,
4291,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,,,
4296,Código|codigo|100;Nombre|tipoexp|300,codigo,"select codigo, tipoexp from [[instancia]advabousu[empresa]].dbo.tipoexp",tipoexp,Tipo,0,0,0,,,
4321,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0
	",snombrecli|codigo,Nombre|Código,0,0,0,,,
4322,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 3
	",snombrecli|codigo,Nombre|Código,0,0,0,,,
4324,Código|codigo|100;Nombre|tipoexp|300,codigo,"select codigo, tipoexp from [[instancia]advabousu[empresa]].dbo.tipoexp",tipoexp,Tipo,0,0,0,,,
4325,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Nombre,0,0,0,,,
4326,Etapa|valor|300,valor,SELECT valor FROM  [[instancia]advabocom].dbo.combovalores WHERE tabla = 'expedien' AND campo = 'etapaexpedien',valor,Etapa,1,1,,,,
4327,Serie|serie|300,serie,"select id, serie FROM [[instancia]advabousu[empresa]].dbo.contTareaSerie",serie,Serie,0,1,,,,
4328,Código|codjuzgaactu|100;Juzgado|juzgado|300,codjuzgaactu,"select juzgado,codjuzga as codjuzgaactu from [[instancia]advabousu[empresa]].dbo.juzgado",juzgado,,0,0,1,,,
4329,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli|codigo,nombre|código,0,0,1,,,
4330,Nombre|nombre|400,idTarifa,"select idTarifa, nombre from [[instancia]advabousu[empresa]].dbo.tarifas",nombre,Tarifa,0,0,0,,,
4331,Código|icodclicon|100;Nombre|snombreclicon|300,icodclicon,"select icodclicon, snombreclicon from [[instancia]advabousu[empresa]].dbo.cliecont",snombreclicon,Nombre,0,0,0,,,
4333,Día de la semana|valor|300,valor,"select valor, orden from combovalores
	where campo like 'diasemana'
	and tabla like 'segexp' order by orden",valor,Día de la semana,1,1,0,,True,
4334,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,,False,
4335,|valor|300,valor,"select valor, tabla, campo from [[instancia]advabousu[empresa]].dbo.combovalores where tabla='clientes' and campo='dpto'",valor,valor,0,0,1,icodcli IN (SELECT icodcli FROM cliedptos WHERE dpto IN ({0}))&,,True
4339,código|icodsubusu|100;nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,nombre,0,0,1,,,
4377,Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4383,Estado|estado|400,estado,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_%'",estado,Estado Cliente,0,1,0,,,
4384,Nombre|snombrecli|300,icodcli,"select icodcli, codigo, snombrecli, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 9",snombrecli|codigo,Nombre|Código,,,,,,
4463,Código|codigo|100;Descripción|descripcion|300,id,"select id,codigo,descripcion from [[instancia]advabousu[empresa]].dbo.tiposfactura",descripcion,Descripción,0,0,0,,,
4469,Tipo|valor|300,valor,SELECT valor FROM combovalores where tabla = 'Parametr' and campo = 'CboTipoActu.dat',valor,Tipo,1,1,0,,,
4470,número|expediente|100;expediente|descripcion|300;año |iyear|100,valor,"select inumexp, expediente, descripcion, valor, 0 as marca, iyear  from (select inumexp, expediente, descripcion, CONVERT(VARCHAR(50),inumexp*cast(10000 as bigint)+iyear) as valor , iyear  
		from [[instancia]advabousu[empresa]].dbo.expedien) t ",descripcion,Expediente,0,1,0,,,
4471,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadoCli from [[instancia]AdvAboUsu[empresa]].dbo.clientes where tipobd = 1",snombrecli,Nombre,0,0,0,,,
4473,Estado Cita|descripcion|300,id,"select id, descripcion, activo, orden from [[instancia]advabousu[empresa]].dbo.[estadosCita] 
	where activo = 1 order by orden",descripcion,Estado Cita,0,0,0,,,
4474,Código|codigo|100;Nombre|tipoexp|300,codigo,"select codigo, tipoexp from [[instancia]advabousu[empresa]].dbo.tipoexp",tipoexp,Tipo,0,0,0,,,
4478,Código|codigo|100;Proveedor|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd=9",icodcli,Proveedor,0,0,0,,,
4576,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Nombre,0,0,0,,,
4577,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Nombre,0,0,0,,,
4578,Modelo|texto|300,valor,"SELECT 'Mod. 303/390' as texto, 8 as valor
			UNION SELECT 'Mod. 347' as texto, 16 as valor
			UNION SELECT 'Mod. 349' as texto, 32 as valor
			UNION SELECT 'Mod. 130' as texto, 64 as valor",texto,Modelos,0,0,0,,,
4580,Modelo|texto|300,valor,"SELECT 'Mod. 303/390' as texto, 8 as valor
			UNION SELECT 'Mod. 347' as texto, 16 as valor
			UNION SELECT 'Mod. 349' as texto, 32 as valor
			UNION SELECT 'Mod. 130' as texto, 64 as valor",texto,Modelos,0,0,0,,,
4652,Nombre|snombrecli|300,icodcli,"select icodcli, codigo, snombrecli, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4",snombrecli|codigo,Nombre|Código,,,,,,
4653,Nombre|snombrecli|300,icodcli,"select icodcli, codigo, snombrecli, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 8",snombrecli|codigo,Nombre|Código,,,,,,
4664,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,0,0,0,,,
4665,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4672,Código|id|100;Nombre|nombre|300,nombre,"SELECT id, nombre FROM paises",nombre,Nombre,1,1,0,,,
4675,Código|icodsubusu|100;Nombre|nombre|300,nombre,"select icodsubusu, nombre from subusu ",nombre,Nombre,0,1,0,,,
4677,nombre|nombre|300,nombre,"select nombre, fechaalta from [[instancia]advabousu[empresa]].dbo.productos where fechaalta > '1/1/2000'",Nombre,nombre,0,1,0,,,
4684,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu," select  icodsubusu, nombre, estadocli, 0 as MARCA  from (select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu    left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1  union all  select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4690,Tipo|tipo|300,tipo,"select id, tipo from (values  ('0', 'Provisión'), ('1', 'Suplido'), ('2', 'Cobro'), ('3', 'Pago'), ('4', 'Servicio Contratado')) AS Tipo (id, tipo)",Tipo,tipo,1,1,0,,,
4692,Número|expediente|100;Descripción|descripcion|300;Año|iyear|100,valor,"select inumexp, expediente, descripcion, valor, 0 as marca, iyear  from (select inumexp, expediente, descripcion, convert(varchar(50), inumexp) + '&' +  convert(varchar(50), iyear) as valor, iyear 
from advabousu[empresa].dbo.expedien) t",descripcion,Expediente,0,1,0,,,
4697,Forma de Cobro/Pago|valor|300,valor,select valor from combovalores where campo like 'formacobro' and tabla like 'formacobro',valor,Forma de Cobro/Pago,1,1,0,,,
4698,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4701,Tipo Factura|descripcion|300,descripcion,select descripcion from [[instancia]advabousu[empresa]].dbo.tiposfactura,descripcion,Tipo Factura,1,1,0,,,
4712,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 0",snombrecli,Nombre,0,0,0,,,
4713,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 4",snombrecli,Nombre,0,0,0,,,
4714,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 1",snombrecli,Nombre,0,0,0,,,
4715,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 3",snombrecli,Nombre,0,0,0,,,
4716,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 2",snombrecli,Nombre,0,0,0,,,
4717,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 8",snombrecli,Nombre,0,0,0,,,
4718,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 7",snombrecli,Nombre,0,0,0,,,
4719,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 5",snombrecli,Nombre,0,0,0,,,
4720,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 10",snombrecli,Nombre,0,0,0,,,
4721,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 9",snombrecli,Nombre,0,0,0,,,
4722,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 11",snombrecli,Nombre,0,0,0,,,
4723,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 12",snombrecli,Nombre,0,0,0,,,
4725,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes where tipobd = 6",snombrecli,Nombre,0,0,0,,,
4726,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4727,Estado|estado|300,estado,"select estado from (values ('Pendiente de Enviar'), ('Aceptado'), ('Rechazado'), ('Error de envío'), ('Aceptado con errores'), ('No enviable'), ('Anulado'), ('Subsanado'), ('Modificado'), ('Error al anular'), ('Error al subsanar'), ('Error al modificar'))  as estados(estado)",estado,estado,0,1,0,,,
4728,Tipo|tipofichero|400,tipofichero,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'proveedores'",tipofichero,Tipo,0,1,0,,,
4729,Tipo|tipofichero|400,tipofichero,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'proveedores'",tipofichero,Tipo,0,1,0,,,
4730,Tipo|tipofichero|400,tipofichero,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'proveedores'",tipofichero,Tipo,0,1,0,,,
4731,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4776,Estado|estado|400,estado,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes'",estado,Estado,0,1,0,,,
4777,código|icodsubusu|100;nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4778,Especie|valor|400,valor,"SELECT valor 
FROM combovalores
WHERE tabla like 'mascotas'
AND campo like 'mascotaespecie'",valor,Especie,1,1,0,,,
4786,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd, codigo from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 13",snombrecli|codigo,nombre|código,0,0,2,,,
4787,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd, codigo from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli|codigo,nombre|código,0,0,2,,,
4788,número|expediente|100;expediente|descripcion|300;año|iyear|100,valor,"select inumexp, expediente, descripcion, valor, 0 as marca, iyear  from (select inumexp, expediente, descripcion, convert(varchar(50), inumexp) + '&' +  convert(varchar(50), iyear) as valor , iyear    from [[instancia]advabousu[empresa]].dbo.expedien) t ",descripcion,Expediente,0,1,0,,,
4792,Nombre|nombre|300,id,"select id, nombre from [[instancia]advabousu[empresa]].dbo.almacen",nombre,Nombre,0,0,0,,,
4800,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'mascotasexo'",valor,Valor,1,1,0,,,
4801,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'trabajadores' AND campo LIKE 'mascotasexo'",valor,Valor,1,1,0,,,
4802,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'proveedores' AND campo LIKE 'mascotasexo'",valor,Valor,1,1,0,,,
4803,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'otros' AND campo LIKE 'mascotasexo'",valor,Valor,1,1,0,,,
4804,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'mascotasexo'",valor,Valor,1,1,0,,,
4805,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'clientespotenciales' AND campo LIKE 'mascotasexo'",valor,Valor,1,1,0,,,
4806,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'alumnos' AND campo LIKE 'mascotasexo'",valor,Valor,1,1,0,,,
4807,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM combovalores WHERE tabla LIKE 'voluntarios' AND campo LIKE 'mascotasexo'",valor,Valor,1,1,0,,,
4808,Mascota|snombrecli|400,snombrecli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 14",snombrecli,Mascota,0,1,0,,,
4809,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4810,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4811,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4821,nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 9",snombrecli,Nombre,0,0,0,,,
4840,Color|color|50|selColor;Descripción|valor|200;,color,"SELECT valor, color FROM combovalores WHERE tabla = 'icbArticulo'",valor,Descripción,1,0,0,"CASE WHEN backcolor = 0 THEN '536870912' WHEN backcolor = '16777215' THEN '536870912' ELSE ISNULL(backcolor ,'536870912') END IN ({0})&",,
4850,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli|codigo,Nombre|Código,0,0,0,,,
4851,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 14",snombrecli|codigo,Nombre|Código,0,0,0,,,
4852,Tipo|tipofichero|400,tipofichero,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'clientes'",tipofichero,Tipo,0,1,0,,,
4854,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 14",snombrecli|codigo,nombre|código,0,0,1,,,
4860,Tipo|tipocliente|400,tipocliente,"SELECT tipocliente, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'clientes'",tipocliente,Tipo,0,1,0,,,
4864,Color|color|50|selColor;Descripción|valor|200;,color,"SELECT valor, color FROM [[instancia]advabocom].dbo.combovalores WHERE tabla = 'icbLabelBD' ",valor,Descripción,1,0,0,"CASE WHEN backcolor = 0 THEN '536870912' WHEN backcolor = '16777215' THEN '536870912' ELSE ISNULL(backcolor ,'536870912') END IN ({0})&",,
4902,Código|codjuzga|100;Juzgado|Juzgado|300,juzgado,"select codjuzga, juzgado from [[instancia]advabousu[empresa]].dbo.juzgado",juzgado,juzgado,0,1,0,,,
4914,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4915,nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd in (0,4)",snombrecli,Nombre,0,0,0,,,
4932,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4934,Código|id|100;Nombre|sdescripcion|300,id,"
select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Nombre,0,0,0,,,
4941,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
4942,Tipo|valor|400,valor,"SELECT valor,tabla,campo FROM  [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'TipoFichero'",valor,Tipo,0,1,0,,,
4946,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,,,
5013,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
5017,Tipo|valor|400,valor,"SELECT valor,tabla,campo FROM  [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'TipoFichero'",valor,Tipo,0,1,0,,,
5021,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,,,
5055,Estado|estado|300,estado,"SELECT estado FROM (VALUES ('Previsto'), ('Realizado'), ('Diagnosticado'), ('Cancelado')) AS Estados(estado)",estado,estado,0,1,0,,,
