icodcli,codcliente,codtercero,recargabonos,backcolor,codmutua,numero,tipoalerta,CNAE,fechacaducidadNET,fechaCapSocial,codcontacto,dpto,idtipofichero,presidente,secretario,clasejunta,idGestorcuadroRendimiento,idComisionTipoOpor,idIndicadorDatoDeUso,modoComision,fijoComision,estadoAEAT,docPdteFirma,tieneCobrosPdte,snombretutor1,sniftutor1,stelefonotutor1,emailtutor1,facturartutor1,snombretutor2,sniftutor2,stelefonotutor2,emailtutor2,facturartutor2,idTarifa,creadoEl,diaCobro,nifcomunitario,ctaIrpfComision,ctasuplidos,ctacontrsuplidos,tipoId,escliface,codorganogestor,codunidadtramitadora,codoficinacontable,codorganoproponente,nomorganogestor,nomunidadtramitadora,nomoficinacontable,nomorganoproponente,rolorganogestor,rolunidadtramitadora,roloficinacontable,rolorganoproponente,mascotaraza,mascotaespecie,mascotavariedad,mascotanumero,mascotacaracter,mascotabozal,mascotaesteriliz,mascotacapa,mascotasexo,costeHoraDefecto,alertaOdontograma,paisTipoId,precio,operacion,descripcion,estadoLOPD,fijodiscontinuo,recursotipo,recursonumhabitacion,erte,nombrepral,ape1,ape2,recursoplanta,recursotipohabitacion,comComerciales,pasaporteMascota,numChapaRabia,municipio,tipogasto
2255,,,,,,580,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-04 20:24:44.750000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-07 09:46:00.807000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-07 10:28:15.963000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-07 13:02:45.450000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-07 13:09:39.823000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-07 13:17:57.710000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-07 18:12:41.260000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,,,,,,587,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-07 20:47:21.853000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-08 09:21:12.163000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-08 09:24:56.710000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-08 10:00:52.180000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-08 17:40:57.023000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-08 19:35:29.007000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-09 09:56:34.417000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-09 10:04:01.170000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-09 10:48:37.333000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-09 10:53:54.127000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-09 11:28:50.030000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-09 12:35:27.307000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-09 12:54:41.903000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-09 13:19:13.460000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-09 15:24:46.407000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-09 19:38:16.363000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-10 11:29:50.550000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-10 13:13:14.187000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-10 14:17:38.833000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-14 10:26:10.890000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,,,,16033476,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-14 11:58:38.743000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-14 20:31:12.927000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-15 09:41:42.653000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-15 11:56:56.340000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-15 15:01:08.390000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,,,,,,612,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-15 15:35:23.117000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,,,,,,613,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-15 17:22:30.490000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,,,,,,614,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-15 20:38:19.717000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,,,,,,615,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-16 09:02:40.053000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,,,,16777215,,616,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-16 09:29:35.467000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,,,,8689404,,617,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-16 09:32:17.760000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-16 13:16:55.910000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-16 13:18:00.490000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,,,,,,620,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-16 18:12:28.713000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-17 10:32:18.647000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-17 15:26:30.440000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-17 17:37:50.873000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-17 18:00:10.933000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-22 11:34:15.717000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-23 12:24:26.603000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-23 13:53:59.013000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-23 17:02:32.817000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-24 13:58:53.667000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-24 16:38:10.083000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-24 17:20:36.273000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-24 18:09:42.803000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,,,,,,633,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-28 10:49:07.243000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-29 09:18:11.653000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-29 09:32:17.527000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-29 10:20:18.257000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-29 12:15:40.263000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-29 19:27:08.867000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-30 11:21:36.840000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-04-30 11:42:07.010000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-02 10:40:45.327000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-05 09:36:36.053000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-05 13:57:40.417000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-05 14:26:14.137000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-05 14:53:49.810000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-05 16:10:53.497000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-06 09:26:14.633000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-06 18:15:49.707000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-06 18:24:09.167000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,,,,,,650,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-08 10:14:20.327000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,,,,16777215,,651,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-08 11:44:13.887000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-09 18:40:25.473000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-12 17:35:29.423000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-12 18:22:13.277000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-12 18:58:41.580000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-12 19:06:11.130000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-13 09:16:10.563000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-13 10:02:04.343000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-13 10:38:44.070000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-13 12:06:03.390000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-14 16:42:27.223000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-15 13:13:51.427000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-15 13:45:41.350000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,,,,,,664,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-15 17:57:55.493000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-15 20:06:51.467000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-15 20:09:51.923000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,,,,,,667,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-19 09:12:03.290000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-19 16:05:28.757000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,,,,16777215,,668,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-20 13:32:37.483000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,,,,,,669,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-21 10:14:06,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,,,,,670,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-21 12:02:33.353000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,,,,,,671,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-21 12:16:21.400000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,,,,,,672,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-21 14:55:32.607000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,,,,16777215,,673,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-21 16:20:55.003000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,,,,,,674,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-21 18:55:31.567000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,,,,,,675,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-23 10:03:49.357000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,,,,,,676,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-23 10:31:24.227000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,,,,,,677,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-23 11:07:00.593000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,,,,,,678,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-23 14:26:38.013000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-23 21:03:47.920000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-26 09:35:37.593000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-26 09:37:44.793000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-26 10:51:01.133000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-26 17:07:36.503000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-26 17:24:18.663000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-26 17:45:04.767000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,,,,16777215,,686,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-26 20:53:13.513000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-27 09:27:59.617000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-27 10:18:03.633000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-27 11:10:53.200000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,,,,16777215,,690,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-27 11:36:10.100000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-27 13:29:54.877000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,,,,16777215,,,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2025-05-27 16:18:37.507000,,,,5610000000,5700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
