numcta,descripcion,nif,numerolargo,domicilio,poblacion,provincia,codpostal,nacionalidad,telefono1,telefono2,telefono3,fax,movil,email,pagweb,cuentabanco,notas,idiva,claseiva,recargo,igic,idirpf,tipoirpf,IBAN,idmotivoexento,idmotivonoexento,EsServicio,EsBC,EsBI,EsExento,EsNoExento,vigente,pais,idmotivonosujeto,EsNoSujeto,cuentaregul,area,IPSI
5525000000,Cuenta corriente con otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
553,Cuentas corrientes en fusiones y escisiones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5530000000,Socios de sociedad disuelta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5531000000,"Socios, cuenta de fusión",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5532000000,Socios de sociedad escindida,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5533000000,"Socios, cuenta de escisión",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
554,Cuenta corriente con uniones temporales de empresas y comunidades de bienes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5540000000,Cuenta corriente con uniones temporales de empresas y comunidades de bienes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
555,Partidas pendientes de aplicación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5550000000,Partidas pendientes de aplicación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
556,Desembolsos exigidos sobre participaciones en el patrimonio neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5560000000,Desembolsos exigidos sobre participaciones en el patrimonio neto,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5563000000,"Desembolsos exigidos sobre participaciones, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5564000000,"Desembolsos exigidos sobre participaciones, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5565000000,"Desembolsos exigidos sobre participaciones, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5566000000,Desembolsos exigidos sobre participaciones de otras empresas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
557,Dividendo activo a cuenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5570000000,Dividendo activo a cuenta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
558,Socios por desembolsos exigidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5580000000,Socios por desembolsos exigidos sobre acciones o participaciones ordinarias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5585000000,Socios por desembolsos exigidos sobre acciones o participaciones consideradas como pasivos financieros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
559,Derivados financieros a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5590000000,"Activos por derivados financieros a corto plazo, cartera de negociación",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5593000000,"Activos por derivados financieros a corto plazo, instrumentos de cobertura",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5595000000,"Pasivos por derivados financieros a corto plazo, cartera de negociación",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5598000000,"Pasivos por derivados financieros a corto plazo, instrumentos de cobertura",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
560,Fianzas recibidas a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5600000000,Fianzas recibidas a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
561,Depósitos recibidos a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000000,PROVISIONES/SUPLIDOS,,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
5610000001,ALEJANDRO GARCIA GARCIA,12345678-Z,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000002,ROBERTO IGLESIAS CRISOL,23451234-C,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000003,MARIA CANOSA FANDIÑO,86746563-Q,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000004,JUAN PEREZ DACOSTA,75678798-N,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000005,JORGE MARTINEZ DIOS,75657485-C,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000006,ELOY RAMIREZ GONZALEZ,53453456-F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000007,EMPRESA FERNANDEZ S.L.,87458985-J,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000008,TRANSPORTES ALTDIR,32165498-K,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000009,CONSTRUCCIONES FRANCISCO LOPEZ,25898989-T,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000010,ALBERTO LORIGA VERDU,23423424-V,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000011,"DENNIN ADAMS, JOHN",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000012,"SMITH BRIDGES, PAUL ANDREW",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5610000013,CRISTINA RAMOS QUIROS,55555555-K,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
565,Fianzas constituidas a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5650000000,Fianzas constituidas a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
566,Depósitos constituidos a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5660000000,Depósitos constituidos a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
567,Intereses pagados por anticipado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5670000000,Intereses pagados por anticipado,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
568,Intereses cobrados por anticipado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5680000000,Intereses cobrados por anticipado,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
569,Garantías financieras a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5690000000,Garantías financieras a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
570,"Caja,euros",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5700000000,CAJA,,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
5700005555,CAJA 2,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
571,"Caja, moneda extranjera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5710000000,"Caja, moneda extranjera",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
572,"Bancos e instituciones de crédito c/c vista, euros",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5720000000,"Bancos e instituciones de crédito c/c vista, euros",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5720000001,CAIXA GALICIA,,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
573,"Bancos e instituciones de crédito c/c vista, moneda extranjera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5730000000,"Bancos e instituciones de crédito c/c vista, moneda extranjera",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
574,"Bancos e instituciones de crédito, cuentas de ahorro, euros",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5740000000,"Bancos e instituciones de crédito, cuentas de ahorro, euros",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
575,"Bancos e instituciones de crédito, cuentas de ahorro, moneda extranjera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5750000000,"Bancos e instituciones de crédito, cuentas de ahorro, moneda extranjera",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
576,Inversiones a corto plazo de gran liquidez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5760000000,Inversiones a corto plazo de gran liquidez,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
580,Inmovilizado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5800000000,Inmovilizado,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
581,Inversiones con personas y entidades vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5810000000,Inversiones con personas y entidades vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
582,Inversiones financieras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5820000000,Inversiones financieras,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
583,"Existencias, deudores comerciales y otras cuentas a cobrar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5830000000,"Existencias, deudores comerciales y otras cuentas a cobrar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
584,Otros activos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5840000000,Otros activos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
585,Provisiones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5850000000,Provisiones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
586,Deudas con características especiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5860000000,Deudas con características especiales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
587,Deudas con personas y entidades vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5870000000,Deudas con personas y entidades vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
588,Acreedores comerciales y otras cuentas a pagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5880000000,Acreedores comerciales y otras cuentas a pagar,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
589,Otros pasivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5890000000,Otros pasivos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
593,Deterioro de valor de participaciones a corto plazo en partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5930000000,Deterioro de valor de participaciones a corto plazo en partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5933000000,Deterioro de valor de participaciones a corto plazo en empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5934000000,Deterioro de valor de participaciones a corto plazo en empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
594,Deterioro de valor de valores representativos de deuda a corto plazo de partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5940000000,Deterioro de valor de valores representativos de deuda a corto plazo de partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5943000000,Deterioro de valor de valores representativos de deuda a corto plazo de empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5944000000,Deterioro de valor de valores representativos de deuda a corto plazo de empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5945000000,Deterioro de valor de valores representativos de deuda a corto plazo de otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
595,Deterioro de valor de créditos a corto plazo a partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5950000000,Deterioro de valor de créditos a corto plazo a partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5953000000,Deterioro de valor de créditos a corto plazo a empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5954000000,Deterioro de valor de créditos a corto plazo a empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5955000000,Deterioro de valor de créditos a corto plazo a otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
597,Deterioro de valor de valores representativos de deuda a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5970000000,Deterioro de valor de valores representativos de deuda a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
598,Deterioro de valor de créditos a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5980000000,Deterioro de valor de créditos a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
599,Deterioro de valor de activos no corrientes mantenidos para la venta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5990000000,Deterioro de valor de inmovilizado no corriente mantenido para la venta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5991000000,Deterioro de valor de inversiones con personas y entidades vinculadas no corrientes mantenidas para la venta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5992000000,Deterioro de valor de inversiones financieras no corrientes mantenidas para la venta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5993000000,"Deterioro de valor de existencias, deudores comerciales y otras cuentas a cobrar integrados en un grupo enajenable mantenido para la venta",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5994000000,Deterioro de valor de otros activos mantenidos para la venta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
600,Compras de mercaderías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6000000000,Compras de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
601,Compras de materias primas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6010000000,Compras de materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
602,Compras  de otros aprovisionamientos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6020000000,Compras  de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
606,Descuentos sobre compras por pronto pago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6060000000,Descuentos sobre compras por pronto pago de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6061000000,Descuentos sobre compras por pronto pago de materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6062000000,Descuentos sobre compras por pronto pago de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
607,Trabajos realizados por otras empresas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6070000000,Trabajos realizados por otras empresas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
608,Devoluciones de compras y operaciones similares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6080000000,Devoluciones de compras de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6081000000,Devoluciones de compras de materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6082000000,Devoluciones de compras de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
609,"Rappels""  por  compras""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6090000000,"Rappels"" por compras de mercaderías""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6091000000,"Rappels"" por compras de materias primas""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6092000000,"Rappels"" por compras de otros aprovisionamientos""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
610,Variación de existencias de mercaderías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6100000000,Variación de existencias de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
611,Variación de existencias de materias primas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6110000000,Variación de existencias de materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
612,Variación de existencias de otros aprovisionamientos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6120000000,Variación de existencias de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
620,Gastos en investigación y desarrollo del ejercicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6200000000,Gastos en investigación y desarrollo del ejercicio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
621,Arrendamientos y cánones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6210000000,Arrendamientos y cánones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6210000001,ALQUILER CLÍNICA,,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,ES,,,False,,
622,Reparaciones y conservación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6220000000,Reparaciones y conservación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
623,Servicios de profesionales independientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6230000000,Servicios de profesionales independientes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
624,Transportes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6240000000,Transportes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
625,Primas de seguros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6250000000,Primas de seguros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
626,Servicios bancarios y similares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6260000000,Servicios bancarios y similares,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
627,"Publicidad, propaganda y relaciones públicas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6270000000,"Publicidad, propaganda y relaciones públicas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
628,Suministros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6280000000,Suministros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6280000001,TELÉFONO FIJO,.,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
6280000002,TELÉFONO MOVIL,.,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
6280000003,ELECTRICIDAD,.,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
6280000004,AGUA,.,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6280000005,PAPELERIA,.,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6280000007,SUSCRIPCIONES,.,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
629,Otros servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6290000000,Otros servicios,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
630,Impuesto sobre beneficios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6300000000,Impuesto corriente,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6301000000,Impuesto diferido,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
631,Otros tributos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6310000000,Otros tributos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
633,Ajustes negativos en la imposición sobre beneficios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6330000000,Ajustes negativos en la imposición sobre beneficios,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
634,Ajustes negativos en la imposición indirecta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6340000000,Ajustes negativos en la imposición indirecta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6341000000,Ajustes negativos en IVA de activo corriente,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6342000000,Ajustes negativos en IVA de inversiones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
636,Devolución de impuestos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6360000000,Devolución de impuestos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
638,Ajustes positivos en la imposición sobre beneficios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6380000000,Ajustes positivos en la imposición sobre beneficios,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
639,Ajustes positivos en la imposición indirecta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6390000000,Ajustes positivos en la imposición indirecta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6391000000,Ajustes positivos en IVA de activo corriente,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6392000000,Ajustes positivos en IVA de inversiones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
640,Sueldos y salarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6400000000,Sueldos y salarios,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6400000001,PERCEPCIONES SALARIALES DE RAQUEL LÓPEZ,32658941-E,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
641,Indemnizaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6410000000,Indemnizaciones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
642,Seguridad social a cargo de la empresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6420000000,Seguridad social a cargo de la empresa,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
643,Retribuciones a largo plazo mediante sistemas de aportación definida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6430000000,Retribuciones a largo plazo mediante sistemas de aportación definida,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
644,Retribuciones a largo plazo mediante sistemas de prestación definida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6440000000,Contribuciones anuales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6442000000,Otros costes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
645,Retribuciones al personal mediante instrumentos de patrimonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6450000000,Retribuciones al personal liquidados con instrumentos de patrimonio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6457000000,Retribuciones al personal liquidados en efectivo basado en instrumentos de patrimonio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
649,Otros gastos sociales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6490000000,Otros gastos sociales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
650,Pérdidas de créditos comerciales incobrables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6500000000,Pérdidas de créditos comerciales incobrables,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
651,Resultados de operaciones en común,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6510000000,Beneficio transferido (gestor),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6511000000,Pérdida soportada  (partícipe o asociado no gestor),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
659,Otras pérdidas en gestión corriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6590000000,Otras pérdidas en gestión corriente,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
660,Gastos financieros por actualización de provisiones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6600000000,Gastos financieros por actualización de provisiones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
661,Intereses de obligaciones y bonos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6610000000,"Intereses de obligaciones y bonos a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6611000000,"Intereses de obligaciones y bonos a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6612000000,"Intereses de obligaciones y bonos a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6613000000,"Intereses de obligaciones y bonos a largo plazo,  otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6615000000,"Intereses de obligaciones y bonos a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6616000000,"Intereses de obligaciones y bonos a corto plazo,  empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6617000000,"Intereses de obligaciones y bonos a corto plazo,  otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6618000000,"Intereses de obligaciones y bonos a corto plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
662,Intereses de deudas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6620000000,"Intereses de deudas , empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6621000000,"Intereses de deudas, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6622000000,"Intereses de deudas, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6623000000,Intereses de deudas con entidades de crédito,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
